Family,GTDB_Domain,NCBI_Domain,Database_Presence,Match_Status,Anchor_Type,GTDB_Genome_Count,GTDB_Species_Count,NCBI_Genome_Count,NCBI_Species_Count
Leisingerviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Lewinellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,129,24
Lichenihabitantaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,30,10
Lipothrixviridae,,Unknown,NCBI_Only,No_Match,None,0,0,12,10
Lispiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,32,32
Lujinxingiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,9,4
Lusitaniellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Mabikibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Madisaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Malacoherpesviridae,,Unknown,NCBI_Only,No_Match,None,0,0,31,3
Mamonoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Mangrovivirgaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Marinobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,747,206
Marivirgaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,26,11
Marnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,33,33
Marseilleviridae,,Unknown,NCBI_Only,No_Match,None,0,0,14,13
Matonaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,17,3
Matshushitaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Mayoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,9,8
Medioniviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Megabirnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Merismopediaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,45,21
Mesomimiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Mesoniviridae,,Unknown,NCBI_Only,No_Match,None,0,0,23,14
Mesyanzhinovviridae,,Unknown,NCBI_Only,No_Match,None,0,0,67,63
Metaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,4
Metaxyviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Methanocalculaceae,,Archaea,NCBI_Only,No_Match,None,0,0,19,10
Methanoregulaceae,,Archaea,NCBI_Only,No_Match,None,0,0,383,50
Methylobacteriaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,729,329
Methylocystaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,189,50
Methylohalomonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Microbulbiferaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,96,60
Microvenatoraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,2
Microviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4676,1082
Mimiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,62,46
Minisyncoccaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,2
Mitoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,182,176
Molycolviridae,,Unknown,NCBI_Only,No_Match,None,0,0,6,6
Mononiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Morganellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,8457,521
Mymonaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,60,47
Mypoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Myriaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Nairoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,78,59
Nanghoshaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Nanhypoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Nanobdellaceae,,Archaea,NCBI_Only,No_Match,None,0,0,1,1
Nanopusillaceae,,Archaea,NCBI_Only,No_Match,None,0,0,41,5
Nanoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,152,17
Naomviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Narnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,111,111
Naryaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,5,4
Natareviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Natranaerovirgaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Nenyaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,5,5
Neomegalonemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,31,3
Nimaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,14,2
Nitrobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1904,862
Nitrosotaleaceae,,Archaea,NCBI_Only,No_Match,None,0,0,61,8
Nocardiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2337,817
Nocardiopsidaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,240,127
Nodaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,86,62
Nodosilineaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,42,24
Nodulariaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,83,22
Noraviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Notoacmeibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,12,7
Novispirillaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,30,11
Nudiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,20,19
Nyamiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,24,24
Oculatellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,34,25
Oleispirillaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Olifoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Orbaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,325,169
Orlajensenviridae,,Unknown,NCBI_Only,No_Match,None,0,0,101,101
Ornithinimicrobiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,63,35
Orthoherpesviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1774,129
Orthomyxoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,126621,27
Oscillochloridaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,46,13
Ovaliviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Owenweeksiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,46,6
Oxalobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1177,553
Pachyviridae,,Unknown,NCBI_Only,No_Match,None,0,0,5,5
Papillomaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,654,255
Paraconexibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,12,5
Paramyxoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,266,149
Partitiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,234,207
Parvoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,398,268
Pasteuriaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Patulibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,17,9
Paulinoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,14,4
Pectobacteriaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1154,101
Peduoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,296,247
Pelagicoccaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,12,8
Pelobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,1
Pendulisporaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,4,3
Peptoclostridiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,7,6
Peribunyaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,272,146
Perlucidibacaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,10,4
Permutotetraviridae,,Unknown,NCBI_Only,No_Match,None,0,0,15,15
Persicobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,8,7
Pervagoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,5,5
Petrachlorosaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Phaeocystidibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,2
Phasmaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,46,46
Phenuiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,469,192
Phycodnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,110,101
Phyllobacteriaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2154,1082
Picobirnaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,19,17
Picornaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1038,271
Picrophilaceae,,Archaea,NCBI_Only,No_Match,None,0,0,3,2
Plasmaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Plectroviridae,,Unknown,NCBI_Only,No_Match,None,0,0,6,6
Pleioneaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,13,10
Pleolipoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,21,21
Pneumoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,234,9
Polycipiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,26,25
Polydnaviriformidae,,Unknown,NCBI_Only,No_Match,None,0,0,22,21
Polymycoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,21,16
Polyomaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,234,203
Pootjesviridae,,Unknown,NCBI_Only,No_Match,None,0,0,14,14
Portogloboviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Pospiviroidae,,Unknown,NCBI_Only,No_Match,None,0,0,54,42
Potyviridae,,Unknown,NCBI_Only,No_Match,None,0,0,355,298
Poxviridae,,Unknown,NCBI_Only,No_Match,None,0,0,7863,80
Promicromonosporaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,230,123
Propylenellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,7,3
Pseudoalteromonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,962,526
Pseudoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Pungoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Pyrstoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Qinviridae,,Unknown,NCBI_Only,No_Match,None,0,0,9,9
Quadriviridae,,Unknown,NCBI_Only,No_Match,None,0,0,5,3
Raineyaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,11,3
Rarobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,4,2
Redondoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,30,3
Reticulibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Retroviridae,,Unknown,NCBI_Only,No_Match,None,0,0,818,106
Rhabdaerophilaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,11,4
Rhabdoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,519,410
Rhizonemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,3
Rhodoblastaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,63,6
Rhodoligotrophaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,3
Rivulariaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,15,9
Robiginitomaculaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,170,16
Roniviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,4
Roseiarcaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,44,4
Roseivirgaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,162,22
Roseobacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3457,1264
Roseomonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,275,105
Rountreeviridae,,Unknown,NCBI_Only,No_Match,None,0,0,94,84
Ruaniaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,24,16
Rubritaleaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,23,8
Rudiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,23,19
Saeziaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,1
Saffermanviridae,,Unknown,NCBI_Only,No_Match,None,0,0,12,12
Salaquimonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,10,3
Salasmaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,61,52
Salinarimonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,16,9
Salsipaludibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Sanguibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,22,14
Saparoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Sarthroviridae,,Unknown,NCBI_Only,No_Match,None,0,0,8,1
Schitoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,244,203
Schizomimiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,2
Scytonemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,36,24
Secoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,143,130
Sedoreoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3029,65
Segniliparaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Shiellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Shortaselviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Shumkoniaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Simuloviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,3
Sinhaliviridae,,Unknown,NCBI_Only,No_Match,None,0,0,12,10
Sirenicapillariaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,51,35
Skuldviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Smacoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,174,113
Soleiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Solemoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,150,130
Solinviviridae,,Unknown,NCBI_Only,No_Match,None,0,0,15,14
Solspiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,31,31
Speluncibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,1
Sphaerolipoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,4
Sphaerotilaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,818,188
Sphingosinicellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,139,50
Spinareoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,131,62
Spiraviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Splendidivirgaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Stanwilliamsviridae,,Unknown,NCBI_Only,No_Match,None,0,0,81,64
Steigviridae,,Unknown,NCBI_Only,No_Match,None,0,0,43,43
Steitzviridae,,Unknown,NCBI_Only,No_Match,None,0,0,412,412
Sterolibacteriaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,239,33
Stigonemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,5,4
Stomatohabitantaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,1
Straboviridae,,Unknown,NCBI_Only,No_Match,None,0,0,933,733
Sunviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Suolaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Suoliviridae,,Unknown,NCBI_Only,No_Match,None,0,0,39,36
Sutterellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2056,52
Symphyonemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Tectiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,95,84
Temperatibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Tepidibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,3,2
Termitinemataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,8,1
Terrirubraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Thaspiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,7,1
Thermatribacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Thermoanaerobacterales Family III. Incertae Sedis,,Bacteria,NCBI_Only,No_Match,None,0,0,14,3
Thermoanaerobacterales Family IV. Incertae Sedis,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Thermogemmatisporaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,9,5
Thermomonosporaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,244,174
Thermosporotrichaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,1
Thioalkalibacteraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,32,12
Thioalkalispiraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,10,1
Thioalkalivibrionaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Thiofilaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,4,2
Thiohalophilaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,13,3
Thiolinaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,12,2
Thiovibrionaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Thorselliaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,2,2
Tobaniviridae,,Unknown,NCBI_Only,No_Match,None,0,0,33,28
Togaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,75,46
Tolecusatellitidae,,Unknown,NCBI_Only,No_Match,None,0,0,318,166
Tolypothrichaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,23,17
Tombusviridae,,Unknown,NCBI_Only,No_Match,None,0,0,176,167
Tospoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,50,38
Totiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,273,265
Treboniaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,78,3
Tristromaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Tropherymataceae,,Bacteria,NCBI_Only,No_Match,None,0,0,21,1
Tsukamurellaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,52,22
Tulasviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Turriviridae,,Unknown,NCBI_Only,No_Match,None,0,0,2,2
Tymoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,66,65
Ungulaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Vallicoccaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Ventosimonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,8,2
Verdandiviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Vertoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,4,3
Vilmaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,99,87
Vilyaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,28,11
Virgaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,115,112
Vulcanimicrobiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,147,12
Wilmottiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Winmispiraceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Winoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,12,10
Wupedeviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Xinmoviridae,,Unknown,NCBI_Only,No_Match,None,0,0,29,24
Yadokariviridae,,Unknown,NCBI_Only,No_Match,None,0,0,14,11
Yangangviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Yanlukaviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Yaraviridae,,Unknown,NCBI_Only,No_Match,None,0,0,1,1
Yeguiaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,1,1
Yersiniaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,12506,284
Yueviridae,,Unknown,NCBI_Only,No_Match,None,0,0,3,3
Zierdtviridae,,Unknown,NCBI_Only,No_Match,None,0,0,58,55
Zobellviridae,,Unknown,NCBI_Only,No_Match,None,0,0,77,66
Zoogloeaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,404,85
Zymomonadaceae,,Bacteria,NCBI_Only,No_Match,None,0,0,59,2
