family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
Oceanospirillaceae,Bacteria,974,135620,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;135620
Halieaceae,Bacteria,963,1706372,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;1706369;1706372
Streptosporangiaceae,Bacteria,962,2004,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85012;2004
Pseudoalteromonadaceae,Bacteria,962,267888,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135622;267888
Erythrobacteraceae,Bacteria,957,335929,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204457;335929
Pirellulaceae,Bacteria,928,2691357,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;203683;2691354;2691357
Nitrosopumilaceae,Archaea,927,338190,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;651137;1643678;31932;338190
Paludibacteraceae,Bacteria,927,2005523,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;2005523
Borreliaceae,Bacteria,917,1643685,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;203691;203692;136;1643685
Arcobacteraceae,Bacteria,915,2808963,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;29547;3031852;213849;2808963
Sedimenticolaceae,Bacteria,869,3067276,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Sedimenticolaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;3067276
Mucispirillaceae,Bacteria,854,2945020,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200930;68337;191393;2945020
Ilumatobacteraceae,Bacteria,851,2448023,cellular organisms;Bacteria;Bacillati;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;84992;84993;2448023
Peptoniphilaceae,Bacteria,829,1570339,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;1737404;1737405;1570339
Sphaerotilaceae,Bacteria,818,2975441,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;80840;2975441
Anaerovoracaceae,Bacteria,805,543314,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3082720;543314
Rhodanobacteraceae,Bacteria,803,1775411,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135614;1775411
Chlamydiaceae,Bacteria,785,809,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;204428;204429;51291;809
Desulfobacteraceae,Bacteria,783,213119,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;213119
Cyclobacteriaceae,Bacteria,771,563798,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;563798
Carnobacteriaceae,Bacteria,766,186828,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;186826;186828
Hyphomicrobiaceae,Bacteria,760,45401,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;45401
Marinobacteraceae,Bacteria,747,2887365,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72274;2887365
Xanthobacteraceae,Bacteria,744,335928,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;335928
Pyrinomonadaceae,Bacteria,741,2048906,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Pyrinomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;1562566;1748771;2048906
Methylobacteriaceae,Bacteria,729,119045,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;119045
Nitrososphaeraceae,Archaea,709,1033997,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;651137;1643678;1033996;1033997
Opitutaceae,Bacteria,705,134623,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Opitutales;Opitutaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;414999;415000;134623
Steroidobacteraceae,Bacteria,697,2689614,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;3060226;2689614
Butyricicoccaceae,Bacteria,693,3085642,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Butyricicoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;3085642
Gaiellaceae,Bacteria,693,1154585,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1497346;1154584;1154585
Spirochaetaceae,Bacteria,674,137,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;203691;203692;136;137
Chlorobiaceae,Bacteria,658,191412,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;1090;191410;191411;191412
Candidatus Nanopelagicaceae,Bacteria,657,2162846,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Candidatus Nanopelagicales;Candidatus Nanopelagicaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;2039638;2162846
Crocinitomicaceae,Bacteria,653,1853230,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Crocinitomicaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;1853230
Caryophanaceae,Bacteria,641,186818,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;1385;186818
Sulfurimonadaceae,Bacteria,639,2771471,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;29547;3031852;213849;2771471
Turicibacteraceae,Bacteria,638,2810281,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;526524;526525;2810281
Pseudobdellovibrionaceae,Bacteria,631,213483,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3018035;3031418;213481;213483
Hyphomonadaceae,Bacteria,605,69657,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;2800060;69657
Acholeplasmataceae,Bacteria,594,2146,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;186329;2146
Rhodocyclaceae,Bacteria,591,75787,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;206389;75787
Mycoplasmoidaceae,Bacteria,589,2790998,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Mycoplasmoidaceae,cellular root;domain;kingdom;phylum;order;family,131567;2;1783272;544448;2790996;2790998
Anaeroplasmataceae,Bacteria,589,186333,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;186332;186333
Prolixibacteraceae,Bacteria,587,1471398,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;1970189;1471398
Peptococcaceae,Bacteria,585,186807,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;186807
Rickettsiaceae,Bacteria,578,775,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;766;775
Porticoccaceae,Bacteria,569,1706374,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Porticoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;1706369;1706374
Mycoplasmataceae,Bacteria,569,2092,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Mycoplasmatales;Mycoplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;2085;2092
Microcoleaceae,Bacteria,568,1892252,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892252
Bartonellaceae,Bacteria,555,772,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;772
Nitrosomonadaceae,Bacteria,536,206379,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;32003;206379
Candidatus Pseudothioglobaceae,Bacteria,535,3399801,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Candidatus Pseudothioglobaceae,cellular root;domain;kingdom;phylum;class;no rank;family,131567;2;3379134;1224;1236;118884;3399801
Woeseiaceae,Bacteria,530,1738654,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Woeseiales;Woeseiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;3104269;1738654
Dysgonomonadaceae,Bacteria,529,2005520,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;2005520
Succinivibrionaceae,Bacteria,527,83763,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135624;83763
Verrucomicrobiaceae,Bacteria,526,203557,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;203494;48461;203557
Gallionellaceae,Bacteria,517,90627,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;32003;90627
Piscirickettsiaceae,Bacteria,511,135616,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72273;135616
Haloferacaceae,Archaea,503,1644056,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;183963;2235;1644056
Microcystaceae,Bacteria,498,1890449,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Microcystaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1118;1890449
Barnesiellaceae,Bacteria,496,2005519,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;2005519
Desulfurococcaceae,Archaea,490,2272,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;28889;183924;114380;2272
Chromatiaceae,Bacteria,487,1046,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;1046
Hafniaceae,Bacteria,482,1903412,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;91347;1903412
Aerococcaceae,Bacteria,479,186827,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;186826;186827
Synergistaceae,Bacteria,475,649777,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Synergistaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;508458;649775;649776;649777
Coxiellaceae,Bacteria,465,118968,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;118969;118968
Polyangiaceae,Bacteria,463,49,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae,cellular root;domain;kingdom;phylum;subclass;order;family,131567;2;3379134;2818505;3031711;3031712;49
Ectothiorhodospiraceae,Bacteria,455,72276,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;72276
Fibrobacteraceae,Bacteria,453,204431,cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783270;65842;204430;218872;204431
Nostocaceae,Bacteria,453,1162,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1162
Methanosarcinaceae,Archaea,443,2206,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;94695;2206
Desulfobulbaceae,Bacteria,439,213121,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031451;3024411;213121
Anaerotignaceae,Bacteria,436,3118652,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3085636;3118652
Intrasporangiaceae,Bacteria,429,85021,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;85021
Balneolaceae,Bacteria,426,1813606,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Balneolota;Balneolia;Balneolales;Balneolaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;1936987;1853221;1853223;1813606
Bryobacteraceae,Bacteria,426,1962910,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;204432;332160;1962910
Sulfurovaceae,Bacteria,421,2771472,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurovaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;29547;3031852;213849;2771472
Alcanivoracaceae,Bacteria,411,224372,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;224372
Syntrophomonadaceae,Bacteria,406,68298,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;68298
