DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Viruses_genome_counts
Dechshavirus_japanensis_species_2955738	4
Rosenblumvirus_SCH1_species_2732604	4
Andhravirus_andhra_species_2732591	4
Tortoise_microvirus_8_species_2583187	4
Cypovirus_1_species_205895	4
Bovine_adenovirus_F_species_346178	4
Epseptimavirus_S147_species_2732031	4
Cystoviridae_sp._species_2584979	4
Synechococcus_virus_SRIM12-08_species_2734100	4
Brizovirus_rhodeisland01_species_2734098	4
Barbavirus_barba5S_species_2734093	4
Tlsvirus_sazh_species_2734009	4
Maculvirus_VP93_species_2733936	4
Gyeongsanvirus_RsoP1EGY_species_2733919	4
Rimavirus_drgrey_species_2560783	4
Lymphocystis_disease_virus_1_species_36363	4
Winklervirus_chi14_species_2560752	4
Parabovirus_A_species_2734543	4
Ohlsrhavirus_culex_species_2734392	4
Montyvirus_birksandsocks_species_2734256	4
Pecentumvirus_LP0832_species_2560559	4
Canarypox_virus_species_44088	4
Emalynvirus_troje_species_2560511	4
Marthavirus_barretlemon_species_2560300	4
Nymphadoravirus_nymphadora_species_2560507	4
Asteriusvirus_PBECO4_species_2560463	4
Vequintavirus_APECc02_species_2560438	4
Efquatrovirus_LY0322_species_2560427	4
Jasminevirus_adat_species_2560299	4
Potyvirus_papayanuli_species_3240577	4
Mastadenovirus_porcusquartum_species_3241439	4
Striped_jack_nervous_necrosis_virus_species_35297	4
Ageratum_yellow_vein_China_virus_species_202567	4
Brussowvirus_bv2972_species_306323	4
Apis_mellifera_associated_microvirus_4_species_2494769	4
Prevotella_phage_Lak-A1_species_2491281	4
Pigeon_aviadenovirus_A_species_1548417	4
Porcine_type-C_oncovirus_species_369960	4
Omikronpapillomavirus_1_species_82676	4
Mycobacterium_virus_Halo_species_373407	4
Sapelovirus_B_species_686985	4
Dependoparvovirus_avian1_species_1511894	4
Sweet_potato_mosaic_virus_species_1513528	4
Chipapillomavirus_3_species_1513276	4
Dyoomikronpapillomavirus_1_species_1513251	4
Lepidopteran_ambidensovirus_1_species_1513188	4
Miniopterus_bat_coronavirus_1_species_694000	4
Betapolyomavirus_hominis_species_1891762	4
Alphapolyomavirus_muris_species_1891730	4
Rosavirus_C_species_1902502	4
Chimpanzee_stool_associated_circular_ssDNA_virus_species_702718	4
Heterobasidion_partitivirus_13_species_1469906	4
Quhwahvirus_kaihaidragon_species_2283289	4
Malvastrum_yellow_vein_virus_species_222475	4
Gequatrovirus_talmos_species_1910969	4
Pteropine_orthoreovirus_species_1459003	4
Kobuvirus_bejaponia_species_194965	4
Tequatrovirus_ime09_species_1914200	4
Mosigvirus_utam_species_1914162	4
Schizotequatrovirus_KVP40_species_1914019	4
Pepper_yellow_leaf_curl_Indonesia_virus_species_292477	4
Aspergillus_fumigatus_polymycovirus_1_species_2250469	4
Pseudomonas_phage_PSV3_species_3003632	4
Anguilla_anguilla_circovirus_species_1420600	4
Bat_mastadenovirus_species_740971	4
Bacteroides_phage_LoVEphage_species_2831678	4
Primate_T-lymphotropic_virus_3_species_194443	4
East_African_cassava_mosaic_Cameroon_virus_species_223262	4
Cbastvirus_ST_species_1918720	4
Grapevine_red_blotch_virus_species_1381007	4
Kleczkowskavirus_RHEph4_species_1921526	4
Pakpunavirus_CAb1_species_1921408	4
Homburgvirus_LP114_species_1921129	4
Lederbergvirus_ST64T_species_173443	4
Nankokuvirus_PAKP3_species_1925782	4
Salivirus_A_species_1330524	4
Megavirus_chilense_species_3060301	4
Veterinaerplatzvirus_T145P1_species_3108161	4
Turnip_curly_top_virus_species_859650	4
Mycobacterium_virus_Bron_species_861047	4
Cafeteriavirus-dependent_mavirus_species_1932923	4
Orthobunyavirus_cuchillaense_species_1933176	4
Pleurochrysis_sp._Polinton-like_virus_species_2057943	4
Human_respiratory_circular_DNA_virus_species_2057509	4
Tomato_leaf_curl_China_betasatellite_species_278069	4
Tetraparvovirus_ungulate3_species_3052773	4
Phlebovirus_salehabadense_species_3052679	4
Ferret_coronavirus_species_1264898	4
Haloferacalesvirus_hv5_species_1273753	4
Phlebovirus_napoliense_species_3052666	4
Pestivirus_tauri_species_3052626	4
Human_adenovirus_108_species_3043599	4
Cilevirus_colombiaense_species_3047756	4
Nodaviridae_sp._species_1955166	4
Bruynoghevirus_PaP3_species_188350	4
Simian_mastadenovirus_C_species_1962300	4
Gammapapillomavirus_25_species_1961682	4
Pegivirus_columbiaense_species_3052606	4
Orthotospovirus_tomatoflavi_species_3052584	4
Orthorubulavirus_hominis_species_3052556	4
Orthonairovirus_sakhalinense_species_3052534	4
Orthoflavivirus_entebbeense_species_3047823	4
Tombusvirus_melongenae_species_3047819	4
Orthoflavivirus_royalense_species_3048305	4
Orthoflavivirus_phnompenhense_species_3048267	4
Orthoflavivirus_loupingi_species_3048184	4
Papaya_leaf_crumple_virus_species_928315	4
Orthohantavirus_thailandense_species_3052501	4
Orthohantavirus_sinnombreense_species_3052499	4
Orthohantavirus_seoulense_species_3052498	4
Simian-Human_immunodeficiency_virus_species_57667	4
Tomato_leaf_curl_China_virus_species_229636	4
Singapore_grouper_iridovirus_species_262968	4
Shapirovirus_cbk_species_1204537	4
Methanosarcina_spherical_virus_species_2035535	4
Vegasvirus_vegas_species_2034999	4
Lazarusvirus_kimel_species_2843635	4
Botrytimonavirus_sclerotiniae_species_2843872	4
Claudivirus_stitch_species_2843785	4
Hollyhock_yellow_vein_mosaic_virus_species_944994	4
Orthoflavivirus_ilheusense_species_3052466	4
Orthoebolavirus_zairense_species_3052462	4
Peduovirus_pv12474III_species_2844168	4
Cladosporium_magoulivirus_1_species_2843961	4
Tequatrovirus_zeezee23_species_2843957	4
Taupapillomavirus_1_species_1176148	4
Orthobunyavirus_wyeomyiae_species_3052456	4
Orthobunyavirus_teteense_species_3052448	4
Lillamyvirus_sniff_species_2844296	4
Faba_bean_necrotic_yellows_virus_species_59817	4
Skunavirus_ASCC281_species_1165136	4
Aquareovirus_ctenopharyngodontis_species_185782	4
Marthavirus_martha_species_1980950	4
Orthohantavirus_andesense_species_1980456	4
Cyvirus_anguillidallo1_species_3050136	4
Gemykibivirus_humas1_species_2844581	4
Roseolovirus_humanbeta6a_species_3050296	4
Skunavirus_LP0903_species_2845412	4
Bovine_mastadenovirus_B_species_129950	4
Gemykibivirus_haeme2_species_2844576	4
Simplexvirus_bovinealpha2_species_3050244	4
Skunavirus_sv16W23_species_2845154	4
Skunavirus_sv10W18_species_2845150	4
Gemykibivirus_sewopo1_species_2844603	4
Orthobunyavirus_jamestownense_species_3052402	4
Orthobunyavirus_gamboaense_species_3052393	4
Orthobunyavirus_cacheense_species_3052385	4
Oslovirus_PA2_species_1981168	4
Korravirus_wayne_species_1982085	4
Korravirus_bennie_species_1982077	4
Teubervirus_LW31_species_2845420	4
Kuttervirus_BSP101_species_2846090	4
Pepper_leaf_curl_Bangladesh_virus-India_species_1000670	4
Luzseptimavirus_KPP21_species_1982595	4
Kafunavirus_KF1_species_1982588	4
Uetakevirus_SPN1S_species_1982581	4
Pahexavirus_PHL151N00_species_1982294	4
Pipefishvirus_athena_species_1982916	4
Menderavirus_IMESM1_species_2846388	4
Coventryvirus_SN8_species_2846285	4
Agricanvirus_ray_species_1984779	4
Bocaparvovirus_ungulate5_species_3052049	4
Bocaparvovirus_ungulate2_species_3052046	4
Sclerotimonavirus_sclerotiniae_species_2846161	4
Kuttervirus_SenALZ1_species_2846115	4
Kuttervirus_SeJ_species_2846113	4
Kuttervirus_SeB_species_2846111	4
Kenaf_leaf_curl_virus_species_449400	4
Tomato_yellow_leaf_curl_Vietnam_betasatellite_species_447604	4
Icepovirus_bengalense_species_2846603	4
Streptomyces_virus_Karimac_species_2846401	4
Flowerpowervirus_flowerpower_species_2846396	4
Gilsonvirus_comrade_species_2846395	4
Cotton_leaf_curl_betasatellite_species_134386	4
Cyclovirus_vazka_species_3052171	4
Brevihamaparvovirus_dipteran1_species_3052098	4
Flock_House_virus_species_12287	4
Fromanvirus_alma_species_1089111	4
Friunavirus_IME200_species_1985713	4
Veracruzvirus_heldan_species_1032892	4
Caprine_arthritis_encephalitis_virus_no rank_11660	4
Tomato_chlorotic_leaf_distortion_virus_species_1077859	4
Rabbit_hemorrhagic_disease_virus_species_11976	4
Rous_sarcoma_virus_species_11886	4
Avian_leukosis_virus_species_11864	4
Mycobacterium_virus_Wildcat_species_1993859	4
Chili_leaf_curl_betasatellite_species_2010286	4
Kratiovirus_larva_species_1056831	4
Peduovirus_P2_species_10679	4
Tequatrovirus_T2_species_10664	4
Orthobunyavirus_bellavistaense_species_3052373	4
Casadabanvirus_D3112_species_10708	3
Tequintavirus_T5_species_10726	3
Salasvirus_phi29_species_10756	3
Bean_golden_mosaic_virus_species_10839	3
Backyardiganvirus_LHTSCC_species_1089129	3
Rosellinia_necatrix_quadrivirus_1_species_1000373	3
Bovine_atadenovirus_D_species_130499	3
Skunavirus_ASCC532_species_1165160	3
Chivirus_FSLSP030_species_1173754	3
Canine_vesivirus_species_1176484	3
Chipapillomavirus_2_species_1177759	3
Omegapapillomavirus_1_species_1177763	3
Fromanvirus_goose_species_1211282	3
Fromanvirus_astro_species_1195075	3
Acidithiobacillus_phage_AcaML1_species_1229761	3
Tomato_yellow_leaf_curl_Sardinia_virus_species_123735	3
Tomato_leaf_curl_Togo_betasatellite-[Togo_2006]_species_929051	3
Mamastrovirus_2_species_1239566	3
Mamastrovirus_3_species_1239567	3
Mamastrovirus_9_species_1239573	3
Mamastrovirus_13_species_1239577	3
Pepper_vein_yellows_virus_species_909827	3
Avastrovirus_2_species_1239438	3
Avastrovirus_3_species_1239439	3
Nelson_Bay_orthoreovirus_species_118027	3
Dhillonvirus_LM40P1_species_3108101	3
Kenaf_leaf_curl_betasatellite_species_1273128	3
Eclipta_yellow_vein_virus_species_875324	3
Rhynchosia_golden_mosaic_virus_species_117198	3
Vectrevirus_LI10P3_species_3108151	3
Biquartavirus_44RR2_species_115987	3
Pseudotevenvirus_RB43_species_115991	3
Anayavirus_angelica_species_861044	3
Citrus_yellow_vein-associated_virus_species_1297894	3
Psittacine_adenovirus_2_species_1301246	3
Cellulophaga_phage_phi12a_1_species_1327987	3
Heterobasidion_partitivirus_7_species_1387301	3
Okra_leaf_curl_Mali_alphasatellite-Cameroon_species_743031	3
Papaya_leaf_curl_betasatellite_species_714640	3
Porcine_circovirus_type_1/2a_species_720569	3
Madariaga_virus_species_1440170	3
Japanese_eel_endothelial_cells-infecting_virus_species_712037	3
Lauvirus_lau218_species_1465639	3
Sweet_potato_leaf_curl_Henan_virus_species_1489311	3
Roundleaf_bat_hepatitis_B_virus_species_1508710	3
Rhinolophus_bat_coronavirus_HKU2_species_693998	3
Beluga_whale_coronavirus_SW1_species_694015	3
Rodent_Torque_teno_virus_2_species_1514665	3
Dependoparvovirus_mammalian1_species_1511892	3
Decapod_hepandensovirus_1_species_1513202	3
Dyonupapillomavirus_1_species_1513250	3
Dyorhopapillomavirus_1_species_1513253	3
Sapelovirus_A_species_686984	3
Orthobornavirus_serini_species_1548720	3
Ceratocystis_resinifera_virus_1_species_674982	3
Bovine_polyomavirus_2_species_1578134	3
Skunavirus_CB14_species_665884	3
Tomato_leaf_curl_Hainan_virus_species_664980	3
Phifelvirus_FL1_species_1633149	3
Radish_leaf_curl_betasatellite_species_662596	3
Gossypium_darwinii_symptomless_alphasatellite_species_656025	3
Tanapox_virus_species_99000	3
Nanovirus-like_particle_species_96892	3
Leishmania_RNA_virus_1_species_1678905	3
St-Valerien_swine_virus_species_646294	3
Chirohepevirus_eptesici_species_1678146	3
Linepithema_humile_virus_1_species_1739631	3
Pacific_flying_fox_associated_multicomponent_virus_species_1796003	3
Cardiovirus_A_species_1821749	3
Cardiovirus_C_species_1821751	3
Melon_chlorotic_leaf_curl_virus_species_165826	3
Human_feces_pecovirus_species_1820160	3
Sunn_hemp_leaf_distortion_virus_species_579113	3
Tomato_leaf_curl_Patna_virus_species_575917	3
Maize_yellow_mosaic_virus_species_1856642	3
Pepper_leaf_curl_virus_species_83839	3
Salmon_pancreas_disease_virus_species_84589	3
Orthobornavirus_betapsittaciforme_species_1884878	3
Citrus_dwarfing_viroid_species_551523	3
Alphapolyomavirus_tertipanos_species_1891735	3
Betapolyomavirus_tertihominis_species_1891764	3
Common_bean-associated_gemycircularvirus_species_1897538	3
Tequatrovirus_pss1_species_1914206	3
Tomato_chlorotic_mottle_virus_species_172391	3
Cotton_leaf_crumple_virus_species_77647	3
Bequatrovirus_troll_species_1918009	3
Tomato_leaf_curl_Pakistan_alphasatellite_species_538004	3
Obolenskvirus_AbC62_species_1915206	3
Lightbulbvirus_Cba41_species_1918524	3
Litunavirus_PA26_species_1920764	3
Tunavirus_T1_species_1921008	3
Pakpunavirus_CAb02_species_1921409	3
Septimatrevirus_sv73_species_1921545	3
Fernvirus_rani_species_1921562	3
Mapvirus_Ff47_species_1920751	3
Nankokuvirus_KPP10_species_1925781	3
Uukuniemi_phlebovirus_species_1933191	3
Orthobunyavirus_akabaneense_species_1933178	3
Orthobunyavirus_horizonteense_species_1933180	3
Frijoles_phlebovirus_species_1933185	3
Mesta_yellow_vein_mosaic_Bahraich_virus_species_508748	3
Phlebovirus_toroense_species_3052684	3
Protoparvovirus_ungulate1_species_3052720	3
Reptarenavirus_giessenae_species_3052726	3
Tetraparvovirus_primate1_species_3052770	3
Tetraparvovirus_ungulate1_species_3052771	3
Tetraparvovirus_ungulate2_species_3052772	3
Wawtorquevirus_crice2_species_3052821	3
Gammapapillomavirus_23_species_1961680	3
Skunavirus_bibb29_species_494269	3
Longwoodvirus_K139_species_70734	3
Orthonairovirus_khani_species_3052525	3
Orthotospovirus_arachianuli_species_3052563	3
Paraavulavirus_hongkongense_species_3052593	3
Hedgehog_coronavirus_1_species_1965093	3
Grapevine_leafroll-associated_virus_4_species_70177	3
Tegunavirus_sp._BRC001_species_3137162	3
Orthohantavirus_jejuense_species_3052481	3
Orthohantavirus_khabarovskense_species_3052483	3
Orthohantavirus_moroense_species_3052487	3
Vesiculovirus_newjersey_species_1972578	3
Orthoebolavirus_sudanense_species_3052460	3
Orthoflavivirus_encephalitidis_species_3052465	3
Orthohantavirus_chocloense_species_3052474	3
Orthobunyavirus_oribocaense_species_3052428	3
Orthobunyavirus_shermanense_species_3052439	3
Amasya_cherry_disease-associated_virus_satellite_RNAs_species_479727	3
Vesiculovirus_indiana_species_1972577	3
Orthobunyavirus_khatangaense_species_3052407	3
Orthobunyavirus_lacrosseense_species_3052409	3
Novirhabdovirus_piscine_species_1980916	3
Orthobunyavirus_maguariense_species_3052414	3
Gordtnkvirus_gordtnk2_species_1982219	3
Smoothievirus_smoothie_species_1982561	3
Johnsonvirus_frozen_species_1982578	3
Nipunavirus_NP1_species_1982240	3
Pahexavirus_PHL067M01_species_1982278	3
Pahexavirus_PHL082M03_species_1982281	3
Pahexavirus_PHL117M01_species_1982290	3
Tsarbombavirus_BCP78_species_1985182	3
Cytorhabdovirus_fragariarugosus_species_1985706	3
Coopervirus_bane1_species_1983109	3
Fishburnevirus_brusacoram_species_1983737	3
Montyvirus_monty_species_1982750	3
Likavirus_caliburn_species_1982885	3
Acadianvirus_acadian_species_1982901	3
Rosebushvirus_godines_species_1982904	3
Wphvirus_hakuna_species_1987729	3
Orthobunyavirus_buffaloense_species_3052380	3
Orthobunyavirus_bushbushense_species_3052382	3
Przondovirus_Kp1_species_1985725	3
Hepatovirus_H_species_1987129	3
Kuttervirus_Det7_species_1987157	3
Cronusvirus_cronus_species_2005060	3
Veracruzvirus_rockstar_species_2003502	3
Jerseyvirus_AG11_species_2005691	3
Pbunavirus_LMA2_species_2006178	3
Bixzunavirus_alice_species_2006133	3
Lambdatorquevirus_phoci3_species_3052273	3
Mammarenavirus_choriomeningitidis_species_3052303	3
Orthobunyavirus_achiotei_species_3052368	3
Bat_mastadenovirus_C_species_2015370	3
Hepacivirus_bovis_species_3052226	3
Grapevine_leafroll-associated_virus_2_species_64003	3
Erythroparvovirus_ungulate1_species_3052194	3
Ferlavirus_reptilis_species_3052205	3
Copiparvovirus_ungulate1_species_3052142	3
Orthoavulavirus_javaense_species_3051375	3
Orthoavulavirus_japanense_species_3051377	3
Bocaparvovirus_carnivoran1_species_3052026	3
Bastrovirus_BAS-1_species_2025396	3
Bastrovirus_BAS-3_species_2025398	3
Muromegalovirus_muridbeta8_species_3050326	3
Rhadinovirus_muridgamma4_species_3050327	3
Ageratum_yellow_vein_Hualian_virus_species_437063	3
Ageratum_yellow_vein_betasatellite_species_185750	3
Rhadinovirus_macacinegamma11_species_3050312	3
Honeysuckle_yellow_vein_beta_species_434068	3
Getah_virus_species_59300	3
Betatorquevirus_homini10_species_3048396	3
Black_medic_leaf_roll_virus_species_2038729	3
Sadwavirus_citri_species_3048313	3
Circovirus_starling_species_3048341	3
Cyclovirus_bashri_species_3047962	3
Orthoflavivirus_kyasanurense_species_3048170	3
Orthoflavivirus_murrayense_species_3048215	3
Tunavirus_JMPW1_species_2049887	3
Alphabaculovirus_bomori_species_3047695	3
Alphabaculovirus_alterchrincludentis_species_3047754	3
Iflavirus_aladeformis_species_3047792	3
Deltapapillomavirus_3_species_56144	3
Orthoflavivirus_flavi_species_3046277	3
Alphabaculovirus_anpernyi_species_3047366	3
Alphabaculovirus_aucalifornicae_species_3047383	3
Crassocephalum_yellow_vein_virus_species_417287	3
Tomato_leaf_curl_Java_betasatellite_species_53991	3
Megrivirus_A_species_2170004	3
Onyong-nyong_virus_species_2169701	3
Attisvirus_attis_species_2169707	3
Kuttervirus_PM10_species_2169809	3
Sida_leaf_curl_alphasatellite_species_2169843	3
Faba_bean_necrotic_yellows_alphasatellite_2_species_2169893	3
Quhwahvirus_ouhwah_species_2201441	3
Rockefellervirus_CNPH82_species_398839	3
Tomato_leaf_curl_Hsinchu_virus_species_399387	3
Carpasinavirus_XcP1_species_2182344	3
Quhwahvirus_paschalis_species_2182400	3
Rauchvirus_BPP1_species_194699	3
Casadabanvirus_MP22_species_397353	3
Sida_golden_mosaic_virus_species_51034	3
Zindervirus_SP6_species_194966	3
Halorubrum_tailed_virus_species_2992037	3
Blackcurrant_leafroll-associated_virus_1_species_2292426	3
Paramecium_bursaria_Chlorella_virus_A1_species_381899	3
Culex_Iflavi-like_virus_4_species_2304480	3
Guinea_pig_adenovirus_species_47901	3
Cytorhabdovirus_caricae_species_2364291	3
Chino_del_tomate_virus_species_47838	3
Siegesbeckia_yellow_vein_virus_species_371401	3
Tomato_bushy_stunt_virus_satellite_RNA_species_373058	3
Potyvirus_cucurbitaflavitesselati_species_3240514	3
Apis_mellifera_associated_microvirus_24_species_2494752	3
Sulfolobus_islandicus_rod-shaped_virus_species_2968489	3
Potyvirus_glycitessellati_species_3240532	3
Lokivirus_IMEAB3_species_2560266	3
Popoffvirus_pv56_species_2560283	3
Emalynvirus_emalyn_species_2560491	3
Poushouvirus_Poushou_species_2560396	3
Corynebacterium_virus_Zion_species_2560397	3
Efquatrovirus_SHEF2_species_2560430	3
Mosigvirus_0157tp3_species_2560449	3
Mosigvirus_phapec2_species_2560451	3
Dhakavirus_wg01_species_2560456	3
Felixounavirus_Si3_species_2560735	3
Orchidvirus_orchid_species_2560508	3
Grapevine_enamovirus_1_species_2560515	3
Klebsiella_virus_PMBT1_species_2560544	3
Pecentumvirus_LMSP25_species_2560554	3
Pecentumvirus_LP048_species_2560557	3
Dismasvirus_dismas_species_2560588	3
Great_Island_virus_species_204269	3
Tequatrovirus_sf22_species_2560760	3
Eneladusvirus_Yen904_species_2560849	3
Kojivirus_koji_species_2560594	3
Pikminvirus_pikmin_species_2560596	3
Pbunavirus_KTN6_species_2560667	3
Pakpunavirus_zigelbrucke_species_2560687	3
Tobacco_leaf_curl_betasatellite_species_205323	3
Mastadenovirus_porcusquintum_species_3241440	3
Corndogvirus_corndog_species_205875	3
Invertebrate_iridescent_virus_22_species_345198	3
Bacillus_phage_Gamma_species_347962	3
Enterococcus_phage_MSF2_species_2577028	3
Gegevirus_ST437OXA245phi41_species_2955944	3
Justusliebigvirus_alia_species_2956039	3
Neritesvirus_scam8_species_2956221	3
