family,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,coverage_percentage
JABDLF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PUNC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEUSG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPLSS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PIWD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALRHH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQJU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALKRZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHDSF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJRTK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Thermicanaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPRZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEUSM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYJS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJRTR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANQMK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUVCJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GLO-12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2593,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPPH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKJEU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAABSR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALTZZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAADIA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
O2-12-FULL-43-9,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1319,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMNXU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUXAV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DVGY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QNFE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJWYM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACOZS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAOAEQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABWCM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Mcinerneyibacteriaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANYLB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYIG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQHA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACJVW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKEFC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPHL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGSJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIMBG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SKW190,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CADDZV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JARCMD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGGZP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQUE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFDDL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUHZY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQGGX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WJKY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGEU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGMA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WRBM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGMG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOWOJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQLU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJSAI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQUR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAOTWM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJDBK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CANGWC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQVU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMDEM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHEDQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SIG530,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALBRZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANQMZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
0-14-0-80-59-12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGGVN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAOAIM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUVZV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CR-1,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQZM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAADJB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UM-FILTER-63-12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJWJK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2748835,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
FW305-bin1,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUMD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALLLO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOWLE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGSX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJXKU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGVHQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOWKM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAOZMQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTPP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOVEB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAOACF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYNZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUWXU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUUWJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUIKI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAISZI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYGC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQCE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-01-FULL-47-10,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VHCN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMCWQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJPKF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPLKN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIYYI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQULV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HCM1,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHFOH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SURF-47,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGND01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPLXB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJVIF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGZY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJOKI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J113,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLOH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPLVM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUVRN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUMF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJXLF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJVIH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJRRL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAOZVK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADYYL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SUG1161,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CADDZG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYIV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJFLM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALWFW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAICHO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JARBTR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HRBIN34,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQBTZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIBAD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACDCP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQSWP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHFSZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSLN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUQQI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHFOU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACDFO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUSGH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIJLX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJNBL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADJOY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SIG519,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPSX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYFQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIPFW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQGHD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPFA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQVBK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PFEM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAICYB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
MC1,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOWED01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Ess09-12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPKYU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANQJC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-016699595,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SCTJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALFWJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
S144-23,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGGZT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAZVR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WRCU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUIKZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGEJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JASBUN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABISL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEINX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUQP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANQNC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
M30B25,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
OXYB2-FULL-49-7,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SG130,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPLKR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUVJU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGVYJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALYHC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALEFQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
ARS1178,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
T1SED10-198M,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUIME01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGPW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGTJX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGSM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Ostreibacteriaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J094,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SKZP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMOTR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADFOU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOVKX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGTL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
REEL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIBAG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHEOI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JASFBJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADGGD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HP12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABDBP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALVIU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHKLY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAYZI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUXAN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-013348725,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADQBU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WJKB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALEGL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPLZO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAOUDF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGDJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKOTC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADFDG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SCPX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOWNY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUVWM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKOSZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADFWU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JASBRU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKPQA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALTGF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAYFS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYNF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADLHZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUYEG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BS150m-G50,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQUKH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUHXS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAADFL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Sifarchaeaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYJF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGOEH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-12-FULL-41-13,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUWBL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUMO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABJPE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALAEC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQURN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACZTA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACOUI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJDCM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACOWJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Neosynechococcaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPQD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JABDJR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
