family,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,coverage_percentage
DYQJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2687185,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
HK-STAS-PATE-3,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUWAW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPHRK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKLHP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUXAP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RGZB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALHPA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGHCH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANWKD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
FACHB-261,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CF-107,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUSJZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZUA-500,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMOQM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Ch66,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPLLA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGGVC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WALR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALYXC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQXIO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-02-FULL-46-11,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALYMT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGGTM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
FEN-1185,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J006,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CP070648,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JdFR-45,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACDOC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPQL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADFKK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALVCQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUYJU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
G020353235,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPCK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAADHN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALJVA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUYFS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHFDA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAKZYD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA5343,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SHVR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEWOZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DRLM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADLFC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CANGXP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGHAA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Parilichlamydiaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEHCK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Q3-R57-64,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALHGX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALTLI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHFGK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGQJR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
S145-11,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQJE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAVHLO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJUFS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIXQD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J046,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGQMS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WOZS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JARGFW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALAML01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SW-11-45-7,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALLUQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
21-14-0-10-42-9,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SHXV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAZVW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGHX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAIOZP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQOS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2699105,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACRJV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALBXV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALHMG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACTTX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA1018,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-01-FULL-59-12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOVJB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2785325,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGLI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJXDB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFATL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2778,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Gugararchaeaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKEIC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SAT41,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALHOP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGBW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANQHP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPDKE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DSGV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SLO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUXIO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKLHY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
2-01-FULL-45-11,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUWKK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
G020348885,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACRIE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQOE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAAZDR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKLIF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQUD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQUM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOUPZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHCLG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
QIAW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUIJE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BWSM-131,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADZDJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAOZPA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPYRI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
MHYJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADLDR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VEMY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
R1DC41,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHEXQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CANNCY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUWAR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
RGIG10202,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHZLG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WTL,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJSAE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAEUWB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUSJJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAOWJH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANQMV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WRDZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JASBVW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SG1,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQWAS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKLKC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJDNE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
WHTO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
G020348925,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUYGA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
NIT-T3,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIVKR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQSXL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Tb-RUG-66,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Desulfurisporaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
G030406045,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPAO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BP-101,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJFIV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-020356005,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAISYE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGGXE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUIEV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPULJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SMBSF77,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGVOV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQUMP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHWKY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUVVS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SKW197,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPCJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUWGG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPDIZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA186,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DNKR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYIH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA202,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUYDJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA2565,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B88-G9,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
B24-G1,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANLHZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJPGV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACCYY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJRUZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFNFQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGLO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
Thiohalospiraceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPUJT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BP-191,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHFTX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALOBY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADZBC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJWUJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAQBPP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DRME01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMCXX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DYEP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGEK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHJGZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JANWYM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DAIDAN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DULL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CACECR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALRBM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CANHCR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAPUJA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACIYF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALEDW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JARIHA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJRZV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAJPHD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACIWT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPXA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGEW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUXFM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAUWHS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SBBB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAMOSO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALFHW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGVFQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADYYK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
VGFF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADZFF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
J132,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTYH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKFYE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
1-14-0-10-41-12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DUSP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALRGP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
SZAS-1,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHFDS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAIQFD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAITVM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
BQJN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PCC-7336,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADGRT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALVRC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CAJQNC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
GCA-2742885,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPPT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
PEVX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALMYZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGXHI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQEN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
CALFVM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACQRN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTGE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAHDHN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAGTRE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DZAY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAKLEA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JADFSL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JAFGEP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
UBA12532,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
DTXE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JALWYX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
JACPDS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,gtdb_only,0.0
