family,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,taxid_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Enterobacteriaceae,1996,23615,0.76,1.98,1093115,4021,1089610,45.88,5.12,99.68,0.496,2.015,1,1,-1,1,matched,Bacteria,
Streptococcaceae,1499,9958,0.57,0.83,158092,659,155933,6.64,0.84,98.63,2.275,0.44,1,1,-1,1,matched,Bacteria,
Campylobacteraceae,194,1558,0.07,0.13,138607,314,137815,5.82,0.4,99.43,0.618,1.619,1,1,-1,1,matched,Bacteria,
Staphylococcaceae,889,7490,0.34,0.63,127616,781,126883,5.36,1.0,99.43,1.138,0.879,1,1,-1,1,matched,Bacteria,
Listeriaceae,31,1399,0.01,0.12,68449,44,68444,2.87,0.06,99.99,0.705,1.419,1,1,-1,1,matched,Bacteria,
Neisseriaceae,472,2677,0.18,0.22,58488,225,57817,2.45,0.29,98.85,2.098,0.477,1,1,-1,1,matched,Bacteria,
Pseudomonadaceae,2409,13628,0.92,1.14,52709,3102,50504,2.21,3.95,95.82,0.777,1.288,1,1,-1,1,matched,Bacteria,
Enterococcaceae,447,2971,0.17,0.25,47640,477,46604,2.0,0.61,97.83,0.937,1.067,1,1,-1,1,matched,Bacteria,
Moraxellaceae,1204,6928,0.46,0.58,45481,1177,43436,1.91,1.5,95.5,1.023,0.978,1,1,-1,1,matched,Bacteria,
Lachnospiraceae,12280,29811,4.68,2.5,42345,1444,3055,1.78,1.84,7.21,8.504,0.118,1,1,-1,1,matched,Bacteria,
Vibrionaceae,893,5299,0.34,0.44,35179,1052,35061,1.48,1.34,99.66,0.849,1.178,1,1,-1,1,matched,Bacteria,
Muribaculaceae,1547,3396,0.59,0.28,23988,64,75,1.01,0.08,0.31,24.172,0.041,1,1,-1,1,matched,Bacteria,
Oscillospiraceae,5753,16512,2.19,1.38,23786,1039,1203,1.0,1.32,5.06,5.537,0.181,1,1,-1,1,matched,Bacteria,
Peptostreptococcaceae,422,3019,0.16,0.25,23344,132,22722,0.98,0.17,97.34,3.197,0.313,1,1,-1,1,matched,Bacteria,
Bacillaceae,4810,22660,1.83,1.9,17899,2854,17361,0.75,3.64,96.99,1.685,0.593,1,1,-1,1,matched,Bacteria,
Lactobacillaceae,1380,7843,0.53,0.66,16494,712,10638,0.69,0.91,64.5,1.938,0.516,1,1,-1,1,matched,Bacteria,
Bacteroidaceae,1171,6085,0.45,0.51,16288,367,6360,0.68,0.47,39.05,3.191,0.313,1,1,-1,1,matched,Bacteria,
Mycobacteriaceae,307,4412,0.12,0.37,14439,605,13860,0.61,0.77,95.99,0.507,1.971,1,1,-1,1,matched,Bacteria,
Yersiniaceae,333,2663,0.13,0.22,12506,284,12354,0.52,0.36,98.78,1.173,0.853,1,1,-1,1,matched,Bacteria,
Streptomycetaceae,1376,8291,0.52,0.69,12413,6996,12287,0.52,8.92,98.98,0.197,5.084,1,1,-1,1,matched,Bacteria,
Burkholderiaceae,1013,8806,0.39,0.74,12198,1162,10050,0.51,1.48,82.39,0.872,1.147,1,1,-1,1,matched,Bacteria,
Clostridiaceae,1843,8212,0.7,0.69,11020,788,6116,0.46,1.0,55.5,2.339,0.428,1,1,-1,1,matched,Bacteria,
Prevotellaceae,2810,8135,1.07,0.68,10599,452,727,0.44,0.58,6.86,6.217,0.161,1,1,-1,1,matched,Bacteria,
Flavobacteriaceae,3630,18399,1.38,1.54,9920,2136,4035,0.42,2.72,40.68,1.699,0.588,1,1,-1,1,matched,Bacteria,
Xanthomonadaceae,935,6338,0.36,0.53,9860,829,8463,0.41,1.06,85.83,1.128,0.887,0,1,0,1,matched,Bacteria,
Rikenellaceae,1913,5299,0.73,0.44,9612,118,496,0.4,0.15,5.16,16.212,0.062,1,1,-1,1,matched,Bacteria,
Pasteurellaceae,650,4161,0.25,0.35,9033,207,8325,0.38,0.26,92.16,3.14,0.318,1,1,-1,1,matched,Bacteria,
Legionellaceae,462,1450,0.18,0.12,8496,101,8329,0.36,0.13,98.03,4.574,0.219,1,1,-1,1,matched,Bacteria,
Morganellaceae,513,1856,0.2,0.16,8457,521,8289,0.35,0.66,98.01,0.985,1.016,1,1,-1,1,matched,Bacteria,
Bifidobacteriaceae,153,1829,0.06,0.15,8126,374,4834,0.34,0.48,59.49,0.409,2.444,1,1,-1,1,matched,Bacteria,
Helicobacteraceae,127,809,0.05,0.07,8092,106,6719,0.34,0.14,83.03,1.198,0.835,1,1,-1,1,matched,Bacteria,
Comamonadaceae,1468,9527,0.56,0.8,4628,840,1227,0.19,1.07,26.51,1.748,0.572,1,1,-1,1,matched,Bacteria,
Paracoccaceae,1092,4625,0.42,0.39,4436,881,1559,0.19,1.12,35.14,1.24,0.807,1,1,-1,1,matched,Bacteria,
Microbacteriaceae,897,6634,0.34,0.56,4395,1834,2821,0.18,2.34,64.19,0.489,2.045,1,1,-1,1,matched,Bacteria,
Rhizobiaceae,893,4481,0.34,0.38,4389,936,3496,0.18,1.19,79.65,0.954,1.048,1,1,-1,1,matched,Bacteria,
Christensenellaceae,1852,4396,0.71,0.37,4053,118,31,0.17,0.15,0.76,15.695,0.064,1,1,-1,1,matched,Bacteria,
Alcaligenaceae,403,3876,0.15,0.32,4024,313,3147,0.17,0.4,78.21,1.288,0.777,1,1,-1,1,matched,Bacteria,
Erysipelotrichaceae,901,3517,0.34,0.29,4024,233,581,0.17,0.3,14.44,3.867,0.259,1,1,-1,1,matched,Bacteria,
Sphingomonadaceae,1382,8519,0.53,0.71,3859,1090,1399,0.16,1.39,36.25,1.268,0.789,1,1,-1,1,matched,Bacteria,
Corynebacteriaceae,745,4544,0.28,0.38,3859,569,3295,0.16,0.73,85.38,1.309,0.764,1,1,-1,1,matched,Bacteria,
Aeromonadaceae,327,1980,0.12,0.17,3845,314,3676,0.16,0.4,95.6,1.041,0.96,1,1,-1,1,matched,Bacteria,
Coriobacteriaceae,184,1177,0.07,0.1,3827,201,547,0.16,0.26,14.29,0.915,1.092,1,1,-1,1,matched,Bacteria,
Porphyromonadaceae,310,1436,0.12,0.12,3747,237,224,0.16,0.3,5.98,1.308,0.765,1,1,-1,1,matched,Bacteria,
Eubacteriaceae,221,1229,0.08,0.1,3644,177,221,0.15,0.23,6.06,1.249,0.801,1,1,-1,1,matched,Bacteria,
Chitinophagaceae,2015,10370,0.77,0.87,3560,323,297,0.15,0.41,8.34,6.238,0.16,1,1,-1,1,matched,Bacteria,
Akkermansiaceae,206,1200,0.08,0.1,3461,128,824,0.15,0.16,23.81,1.609,0.621,1,1,-1,1,matched,Bacteria,
Roseobacteraceae,974,4042,0.37,0.34,3459,1266,2158,0.15,1.61,62.39,0.769,1.3,1,1,-1,1,matched,Bacteria,
Tannerellaceae,321,1751,0.12,0.15,3142,113,758,0.13,0.14,24.12,2.841,0.352,1,1,-1,1,matched,Bacteria,
Propionibacteriaceae,675,4329,0.26,0.36,3080,183,2460,0.13,0.23,79.87,3.689,0.271,1,1,-1,1,matched,Bacteria,
Treponemataceae,980,2616,0.37,0.22,3035,197,744,0.13,0.25,24.51,4.975,0.201,1,1,0,2,matched,Bacteria,
Weeksellaceae,526,2881,0.2,0.24,2998,503,2215,0.13,0.64,73.88,1.046,0.956,1,1,-1,1,matched,Bacteria,
Micrococcaceae,960,4723,0.37,0.4,2923,1061,2172,0.12,1.35,74.31,0.905,1.105,1,1,-1,1,matched,Bacteria,
Desulfovibrionaceae,612,2687,0.23,0.22,2733,187,203,0.11,0.24,7.43,3.273,0.306,1,1,-1,1,matched,Bacteria,
