Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Microscillaceae,1937962,617,0.24,2545,0.21,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Microscillaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;1937962
Desulfovibrionaceae,194924,612,0.23,2687,0.22,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031449;213115;194924
Desulfocapsaceae,2886822,604,0.23,1679,0.14,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031451;3024411;2886822
Halomonadaceae,28256,598,0.23,2529,0.21,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;28256
Armatimonadota.U.family,67819,593,0.23,1638,0.14,cellular organisms;Bacteria;Bacillati;Armatimonadota;Armatimonadota.U.family,cellular root;domain;kingdom;phylum;original_name,131567;2;1783272;67819;67819
Thiovulaceae,2771471,589,0.22,2004,0.17,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;29547;3031852;213849;2771471
Peptococcaceae,186807,585,0.22,1093,0.09,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;186807
Dysgonomonadaceae,2005520,573,0.22,1488,0.12,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;2005520
Ardenticatenales.U.family,1382929,553,0.21,1552,0.13,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ardenticatenia;Ardenticatenales;Ardenticatenales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;200795;1382928;1382929;1382929
Vicinamibacteraceae,2211325,549,0.21,2228,0.19,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;1813735;2910145;2211325
Cyclobacteriaceae,563798,548,0.21,2762,0.23,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;563798
Bdellovibrionales.U.family,213481,544,0.21,2058,0.17,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;3018035;3031418;213481;213481
Veillonellaceae,31977,543,0.21,2922,0.24,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Veillonellales;Veillonellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;909932;1843489;31977
Caulobacteraceae,76892,543,0.21,4094,0.34,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204458;76892
Eubacteriales.U.family,186802,542,0.21,1060,0.09,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;1239;186801;186802;186802
Pseudonocardiaceae,2070,536,0.2,2438,0.2,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85010;2070
Thermodesulfovibrionia.U.family,2811502,532,0.2,1861,0.16,cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionia.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;40117;2811502;2811502
Flavobacteriales.U.family,200644,530,0.2,3714,0.31,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriales.U.family,cellular root;domain;kingdom;clade;clade;phylum;class;order;original_name,131567;2;3379134;1783270;68336;976;117743;200644;200644
Nitrosopumilaceae,338190,529,0.2,4381,0.37,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;651137;1643678;31932;338190
Chitinophagales.U.family,1853229,527,0.2,2355,0.2,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagales.U.family,cellular root;domain;kingdom;clade;clade;phylum;class;order;original_name,131567;2;3379134;1783270;68336;976;1853228;1853229;1853229
Hyphomicrobiaceae,45401,527,0.2,3003,0.25,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;45401
Weeksellaceae,2762318,526,0.2,2881,0.24,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;2762318
Alteromonadaceae,72275,514,0.2,2140,0.18,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135622;72275
Morganellaceae,1903414,513,0.2,1856,0.16,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;91347;1903414
Ilumatobacteraceae,2448023,502,0.19,5998,0.5,cellular organisms;Bacteria;Bacillati;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;84992;84993;2448023
Nitrospiraceae,189779,500,0.19,3718,0.31,cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;40117;203693;189778;189779
Isosphaeraceae,1763524,492,0.19,2150,0.18,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;203683;2691356;1763524
Neisseriaceae,481,472,0.18,2677,0.22,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;206351;481
Lentimicrobiaceae,1840213,468,0.18,2483,0.21,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Lentimicrobiaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;1840213
Myxococcaceae,31,465,0.18,1752,0.15,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae,cellular root;domain;kingdom;phylum;class;order;suborder;family,131567;2;3379134;2818505;32015;29;80811;31
Cyanobacteriota.U.family,1117,464,0.18,972,0.08,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanobacteriota.U.family,cellular root;domain;kingdom;clade;phylum;original_name,131567;2;1783272;1798711;1117;1117
Legionellaceae,444,462,0.18,1450,0.12,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;118969;444
Erwiniaceae,1903409,461,0.18,2143,0.18,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;91347;1903409
Thiotrichaceae,135617,461,0.18,1730,0.14,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72273;135617
Pseudobdellovibrionaceae,213483,458,0.17,965,0.08,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3018035;3031418;213481;213483
Anaerovoracaceae,543314,456,0.17,1143,0.1,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3082720;543314
Thermomicrobiales.U.family,189776,453,0.17,1637,0.14,cellular organisms;Bacteria;Pseudomonadati;Thermomicrobiota;Thermomicrobia;Thermomicrobiales;Thermomicrobiales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;3027942;189775;189776;189776
Enterococcaceae,81852,447,0.17,2971,0.25,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;186826;81852
Bacteriovoracaceae,263369,445,0.17,1603,0.13,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Bacteriovoracia;Bacteriovoracales;Bacteriovoracaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3018035;3031419;2024979;263369
Fusobacteriaceae,203492,439,0.17,2794,0.23,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384189;32066;203490;203491;203492
Rhodanobacteraceae,1775411,437,0.17,2617,0.22,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135614;1775411
Micromonosporaceae,28056,436,0.17,2030,0.17,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85008;28056
Xanthobacteraceae,335928,435,0.17,3679,0.31,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;335928
Blastocatellaceae,1748772,430,0.16,1683,0.14,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;1562566;1748771;1748772
Opitutaceae,134623,427,0.16,4052,0.34,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Opitutales;Opitutaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;414999;415000;134623
Hymenobacteraceae,1853232,426,0.16,1501,0.13,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;1853232
Peptoniphilaceae,1570339,425,0.16,1369,0.11,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;1737404;1737405;1570339
Erysipelotrichales.U.family,526525,423,0.16,1697,0.14,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;1239;526524;526525;526525
Peptostreptococcaceae,186804,422,0.16,3019,0.25,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3082720;186804
Rickettsiaceae,775,420,0.16,1938,0.16,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;766;775
Methanobacteriaceae,2159,420,0.16,3102,0.26,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2283794;183925;2158;2159
Holophagae.U.family,533205,419,0.16,2673,0.22,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Holophagae.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;57723;533205;533205
Marinilabiliaceae,558415,419,0.16,1176,0.1,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;1970189;558415
Puniceicoccaceae,415002,418,0.16,1830,0.15,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Puniceicoccales;Puniceicoccaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;414999;415001;415002
Crocinitomicaceae,1853230,417,0.16,2285,0.19,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Crocinitomicaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;1853230
Acholeplasmataceae,2146,417,0.16,1763,0.15,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;186329;2146
Desulfobulbaceae,213121,417,0.16,1643,0.14,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031451;3024411;213121
Geobacteraceae,213422,415,0.16,1893,0.16,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031651;3031668;213422
Solibacteraceae,332161,415,0.16,2187,0.18,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Bryobacterales;Solibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;204432;332160;332161
Ktedonobacteria.U.family,388447,409,0.16,945,0.08,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacteria.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;1783272;200795;388447;388447
Alcaligenaceae,506,403,0.15,3876,0.32,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;80840;506
Synergistaceae,649777,401,0.15,1117,0.09,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Synergistaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;508458;649775;649776;649777
Calditrichaceae,1962854,399,0.15,1078,0.09,cellular organisms;Bacteria;Pseudomonadati;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1930617;1962850;1962852;1962854
Dojkabacteria.U.family,74243,398,0.15,1302,0.11,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Dojkabacteria;Dojkabacteria.U.family,cellular root;domain;no rank;clade;clade;original_name,131567;2;2323;1783234;74243;74243
Rhodocyclaceae,75787,395,0.15,1594,0.13,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;206389;75787
Rhodospirillaceae,41295,394,0.15,2065,0.17,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;41295
WWE3.U.family,NA,387,0.15,1278,0.11,WWE3.U.family,original_name,NA
Paludibacteraceae,2005523,386,0.15,1426,0.12,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;2005523
Caldilineaceae,475964,386,0.15,1342,0.11,cellular organisms;Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales;Caldilineaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;475962;475963;475964
Arcobacteraceae,2808963,385,0.15,1780,0.15,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;29547;3031852;213849;2808963
Phycisphaerales.U.family,666506,383,0.15,1027,0.09,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaerales.U.family,cellular root;domain;kingdom;clade;phylum;class;order;original_name,131567;2;3379134;1783257;203682;666505;666506;666506
Actinomycetaceae,2049,377,0.14,1477,0.12,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;2037;2049
Halieaceae,1706372,376,0.14,1838,0.15,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;1706369;1706372
Pseudoalteromonadaceae,267888,375,0.14,1914,0.16,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135622;267888
Selenomonadaceae,1843491,369,0.14,1665,0.14,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;909932;909929;1843491
Mycoplasmataceae,2092,367,0.14,1256,0.11,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Mycoplasmatales;Mycoplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;2085;2092
Blastocatellia.U.family,1562566,366,0.14,1390,0.12,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellia.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;57723;1562566;1562566
Lokiarchaeia.U.family,NA,362,0.14,1328,0.11,Lokiarchaeia.U.family,original_name,NA
Sandaracinaceae,1055686,360,0.14,1409,0.12,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae,cellular root;domain;kingdom;phylum;subclass;order;family,131567;2;3379134;2818505;3031711;3031712;1055686
Leptolyngbyaceae,1890438,359,0.14,1192,0.1,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Leptolyngbyales;Leptolyngbyaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079749;1890438
Oceanospirillaceae,135620,354,0.13,1500,0.13,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;135620
