Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Chitinophagales.U.genus,1853229,527,0.2,2355,0.2,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagales.U.genus,cellular root;domain;kingdom;clade;clade;phylum;class;order;original_name,131567;2;3379134;1783270;68336;976;1853228;1853229;1853229
Heterosigma_akashiwo.Mitochondria,2829,524,0.2,2339,0.2,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Raphidophyceae;Chattonellales;Chattonellaceae;Heterosigma;Heterosigma akashiwo;Heterosigma_akashiwo.Mitochondria,cellular root;domain;clade;clade;clade;class;order;family;genus;species;original_name,131567;2759;2698737;33634;2696291;38410;658125;658124;2828;2829;2829
Bryobacter,911113,520,0.2,1850,0.15,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;Bryobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;57723;204432;332160;1962910;911113
Prolixibacteraceae.U.genus,1471398,507,0.19,1696,0.14,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Prolixibacteraceae.U.genus,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;original_name,131567;2;3379134;1783270;68336;976;200643;1970189;1471398;1471398
Vicinamibacteraceae.U.genus,2211325,505,0.19,2041,0.17,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;57723;1813735;2910145;2211325;2211325
Nitrosopumilaceae.U.genus,338190,505,0.19,3920,0.33,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2157;1783275;651137;1643678;31932;338190;338190
Sulfurimonas,202746,493,0.19,1529,0.13,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;29547;3031852;213849;2771471;202746
Enterobacter,547,491,0.19,2388,0.2,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;91347;543;547
Chitinophagaceae.U.genus,563835,482,0.18,2036,0.17,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophagaceae.U.genus,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;original_name,131567;2;3379134;1783270;68336;976;1853228;1853229;563835;563835
Halomonas,2745,470,0.18,2049,0.17,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;28256;2745
Cyanobacteriota.U.genus,1117,464,0.18,972,0.08,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanobacteriota.U.genus,cellular root;domain;kingdom;clade;phylum;original_name,131567;2;1783272;1798711;1117;1117
Chthoniobacteraceae.U.genus,1836792,463,0.18,3212,0.27,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacteraceae.U.genus,cellular root;domain;kingdom;clade;phylum;class;order;family;original_name,131567;2;3379134;1783257;74201;134549;1836787;1836792;1836792
Desulfovibrio,872,462,0.18,1849,0.15,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031449;213115;194924;872
Bdellovibrio,958,457,0.17,962,0.08,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;3018035;3031418;213481;213483;958
Anaerovoracaceae.U.genus,543314,456,0.17,1143,0.1,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Anaerovoracaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;1783272;1239;186801;3082720;543314;543314
Thermomicrobiales.U.genus,189776,453,0.17,1637,0.14,cellular organisms;Bacteria;Pseudomonadati;Thermomicrobiota;Thermomicrobia;Thermomicrobiales;Thermomicrobiales.U.genus,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;3027942;189775;189776;189776
Rhizobiaceae.U.genus,82115,452,0.17,1410,0.12,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobiaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;1224;28211;356;82115;82115
Ilumatobacteraceae.U.genus,2448023,436,0.17,5237,0.44,cellular organisms;Bacteria;Bacillati;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacteraceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;1783272;201174;84992;84993;2448023;2448023
Myxococcaceae.U.genus,31,434,0.17,1450,0.12,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae;Myxococcaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;suborder;family;original_name,131567;2;3379134;2818505;32015;29;80811;31;31
Gemmatimonas,173479,432,0.16,2040,0.17,cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;142182;219685;219686;219687;173479
Coxiella,776,431,0.16,955,0.08,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;118969;118968;776
Alistipes,239759,424,0.16,1595,0.13,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;171549;171550;239759
Erysipelotrichales.U.genus,526525,423,0.16,1697,0.14,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichales.U.genus,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;1239;526524;526525;526525
Subdoligranulum,292632,423,0.16,1295,0.11,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Subdoligranulum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;216572;292632
Candidatus Cloacimonadota.U.genus,456828,419,0.16,1622,0.14,cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Cloacimonadota;Candidatus Cloacimonadota.U.genus,cellular root;domain;kingdom;clade;phylum;original_name,131567;2;3379134;1783270;456828;456828
Holophagae.U.genus,533205,419,0.16,2673,0.22,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Holophagae.U.genus,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;57723;533205;533205
Pirellula,123,418,0.16,1770,0.15,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Pirellula,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;203683;2691354;2691357;123
Solibacteraceae.U.genus,332161,415,0.16,2187,0.18,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Bryobacterales;Solibacteraceae;Solibacteraceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;57723;204432;332160;332161;332161
candidate division Zixibacteria.U.genus,1379697,414,0.16,1152,0.1,cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Zixiibacteriota;candidate division Zixibacteria.U.genus,cellular root;domain;kingdom;clade;phylum;original_name,131567;2;3379134;1783270;1379697;1379697
Botryosphaeria_dothidea.Mitochondria,55169,410,0.16,1614,0.14,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes incertae sedis;Botryosphaeriales;Botryosphaeriaceae;Botryosphaeria;Botryosphaeria dothidea;Botryosphaeria_dothidea.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;no rank;order;family;genus;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;159987;451869;45131;45132;55169;55169
Ktedonobacteria.U.genus,388447,409,0.16,945,0.08,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacteria.U.genus,cellular root;domain;kingdom;phylum;class;original_name,131567;2;1783272;200795;388447;388447
Enterococcus,1350,405,0.15,2809,0.24,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;81852;1350
Legionella,445,405,0.15,1303,0.11,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;118969;444;445
Schizomeris_leibleinii:plas.Chloroplast,104533,398,0.15,1092,0.09,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;OCC clade;Chaetophorales;Schizomeridaceae;Schizomeris;Schizomeris leibleinii;Schizomeris_leibleinii:plas.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2546211;31299;35459;104532;104533;104533
Dojkabacteria.U.genus,74243,398,0.15,1302,0.11,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Dojkabacteria;Dojkabacteria.U.genus,cellular root;domain;no rank;clade;clade;original_name,131567;2;2323;1783234;74243;74243
candidate division NC10.U.genus,NA,395,0.15,3480,0.29,candidate division NC10.U.genus,original_name,NA
Nitrospira,1234,390,0.15,3300,0.28,cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;40117;203693;189778;189779;1234
WWE3.U.genus,NA,387,0.15,1278,0.11,WWE3.U.genus,original_name,NA
Candidatus Berkelbacteria.U.genus,1618330,387,0.15,1291,0.11,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Berkelbacteria;Candidatus Berkelbacteria.U.genus,cellular root;domain;no rank;clade;phylum;original_name,131567;2;2323;1783234;1618330;1618330
Phycisphaerales.U.genus,666506,383,0.15,1027,0.09,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaerales.U.genus,cellular root;domain;kingdom;clade;phylum;class;order;original_name,131567;2;3379134;1783257;203682;666505;666506;666506
Synergistaceae.U.genus,649777,375,0.14,1022,0.09,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Synergistaceae;Synergistaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3384194;508458;649775;649776;649777;649777
Desulfatiglans,1549126,371,0.14,1445,0.12,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfatiglandales;Desulfatiglandaceae;Desulfatiglans,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3024418;3024414;3079273;1549126
Cutibacterium,1912216,369,0.14,2216,0.19,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85009;31957;1912216
uncultured_Alphaproteobacteria_bacterium.Mitochondria,91750,366,0.14,1435,0.12,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;environmental samples;uncultured Alphaproteobacteria bacterium;uncultured_Alphaproteobacteria_bacterium.Mitochondria,cellular root;domain;kingdom;phylum;class;no rank;species;original_name,131567;2;3379134;1224;28211;47925;91750;91750
Candidatus Actinomarinales.U.genus,1389450,366,0.14,1922,0.16,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Candidatus Actinomarinidae;Candidatus Actinomarinales;Candidatus Actinomarinales.U.genus,cellular root;domain;kingdom;phylum;class;subclass;order;original_name,131567;2;1783272;201174;1760;1389441;1389450;1389450
Lokiarchaeia.U.genus,NA,362,0.14,1328,0.11,Lokiarchaeia.U.genus,original_name,NA
Haemophilus,724,362,0.14,1988,0.17,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135625;712;724
Fusobacterium,848,361,0.14,2262,0.19,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3384189;32066;203490;203491;203492;848
Cyclobacteriaceae.U.genus,563798,359,0.14,1140,0.1,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacteriaceae.U.genus,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;original_name,131567;2;3379134;1783270;68336;976;768503;768507;563798;563798
Desulfocapsaceae.U.genus,2886822,359,0.14,948,0.08,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfocapsaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;200940;3031451;3024411;2886822;2886822
Calditrichaceae.U.genus,1962854,358,0.14,950,0.08,cellular organisms;Bacteria;Pseudomonadati;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;Calditrichaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;1930617;1962850;1962852;1962854;1962854
Acetobacteraceae.U.genus,433,358,0.14,1662,0.14,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacteraceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;1224;28211;3120395;433;433
Blastocatellia.U.genus,1562566,355,0.14,1263,0.11,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellia.U.genus,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;57723;1562566;1562566
Pseudoalteromonas,53246,352,0.13,1854,0.16,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135622;267888;53246
Rickettsiaceae.U.genus,775,352,0.13,1595,0.13,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsiaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3379134;1224;28211;766;775;775
Caldilineaceae.U.genus,475964,349,0.13,1227,0.1,cellular organisms;Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales;Caldilineaceae;Caldilineaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;1783272;200795;475962;475963;475964;475964
Vicinamibacteria.U.genus,1813735,347,0.13,1645,0.14,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacteria.U.genus,cellular root;domain;kingdom;phylum;class;original_name,131567;2;3379134;57723;1813735;1813735
Monoglobus,2039302,345,0.13,844,0.07,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Monoglobales;Monoglobaceae;Monoglobus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085656;3085657;2039302
Arthrobacter,1663,344,0.13,2225,0.19,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;1268;1663
Candidatus Sumerlaea,2315418,336,0.13,729,0.06,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Sumerlaeota;Candidatus Sumerlaeia;Candidatus Sumerlaeales;Candidatus Sumerlaeaceae;Candidatus Sumerlaea,cellular root;domain;no rank;clade;phylum;class;order;family;genus,131567;2;2323;1783234;200295;2315419;2315420;2315421;2315418
Candidatus Hydrogenedentes.U.genus,NA,335,0.13,1042,0.09,Candidatus Hydrogenedentes.U.genus,original_name,NA
metagenome.Mitochondria,256318,333,0.13,1693,0.14,unclassified entries;unclassified sequences;metagenomes;metagenome,no rank;no rank;no rank;species,2787823;12908;408169;256318
Chthoniobacter,295577,328,0.13,1537,0.13,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;74201;134549;1836787;1836792;295577
Bacteroidia.U.genus,200643,326,0.12,1307,0.11,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidia.U.genus,cellular root;domain;kingdom;clade;clade;phylum;class;original_name,131567;2;3379134;1783270;68336;976;200643;200643
Microbacterium,33882,326,0.12,1961,0.16,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;85023;33882
Erysipelotrichaceae.U.genus,128827,319,0.12,1564,0.13,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;1783272;1239;526524;526525;128827;128827
