DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_genome_counts
COLOR	#ff0000
Limnohabitans_sp._species_1907725	203
uncultured_Acidimicrobiia_bacterium_species_179112	203
Methylococcaceae_bacterium_species_1933926	203
Rhodococcoides_fascians_species_1828	202
Yersinia_ruckeri_species_29486	202
SAR86_cluster_bacterium_species_2030880	201
Microcystis_aeruginosa_species_1126	201
Vicinamibacteria_bacterium_species_2793154	201
Listeria_welshimeri_species_1643	201
Porphyromonadaceae_bacterium_UBA3317_species_1952567	199
Dialister_sp._species_1955814	198
Phascolarctobacterium_succinatutens_species_626940	197
Candidatus_Bipolaricaulota_bacterium_species_2306012	197
Lachnospira_eligens_species_39485	196
Desulfobulbaceae_bacterium_species_2053307	196
Alistipes_sp._UBA6068_species_1946012	195
uncultured_Helicobacter_sp._species_175537	195
Caldilineaceae_bacterium_species_2614250	195
Lysobacteraceae_bacterium_species_1926873	195
Cryomorphaceae_bacterium_species_1898111	195
uncultured_Porphyromonas_sp._species_159274	194
uncultured_Rhodospirillales_bacterium_species_296830	194
Porphyromonadaceae_bacterium_UBA3276_species_1952561	194
Pediococcus_pentosaceus_species_1255	194
Streptococcus_uberis_species_1349	193
Muribaculaceae_bacterium_Isolate-043_Harlan_species_2486463	193
uncultured_Pirellulales_bacterium_species_2890866	193
Prolixibacteraceae_bacterium_species_2053594	193
Xanthomonas_arboricola_species_56448	192
Coriobacteriaceae_bacterium_species_2011094	192
Thomasclavelia_ramosa_species_1547	192
Enterococcus_avium_species_33945	191
Coprococcus_comes_species_410072	191
Dolichospermum_sp._species_2720786	191
Nitrosomonas_sp._species_42353	190
Nitratireductor_sp._species_1872084	190
Vibrio_metschnikovii_species_28172	189
Bilophila_wadsworthia_species_35833	188
Dysosmobacter_sp._species_2591382	188
Leptospira_borgpetersenii_species_174	188
Candidatus_Uhrbacteria_bacterium_species_2053634	188
uncultured_Rhodobacterales_bacterium_species_293400	187
uncultured_Rickettsiales_bacterium_species_219660	187
Aggregatibacter_actinomycetemcomitans_species_714	187
Candidatus_Kaiserbacteria_bacterium_species_2030810	186
Acinetobacter_radioresistens_species_40216	186
Serratia_nevei_species_2703794	186
Levilactobacillus_brevis_species_1580	186
Oscillibacter_sp._species_1945593	186
Serratia_ureilytica_species_300181	186
Veillonella_parvula_species_29466	184
Porphyromonadaceae_bacterium_UBA7167_species_1952658	184
uncultured_SAR116_cluster_alpha_proteobacterium_species_281031	184
Candidatus_Liberibacter_asiaticus_species_34021	184
Mycobacteriales_bacterium_species_1957017	184
Acidaminococcaceae_bacterium_species_2049052	183
Prochlorococcus_marinus_species_1219	182
uncultured_Anaerolineae_bacterium_species_452435	182
Syntrophales_bacterium_species_2928017	182
Erythrobacter_sp._species_1042	181
Candidatus_Pelagibacter_ubique_species_198252	180
Xanthomonas_phaseoli_species_1985254	180
Alteromonas_macleodii_species_28108	180
Candidatus_Acidiferrum_sp._species_3069120	180
uncultured_Elusimicrobium_sp._species_575659	179
Propionibacteriaceae_bacterium_species_2021380	178
Staphylococcus_chromogenes_species_46126	178
Sediminibacterium_sp._species_1917865	178
Borreliella_garinii_species_29519	177
Lactobacillus_jensenii_species_109790	177
uncultured_Bacteroidaceae_bacterium_species_163362	177
Thermoleophilaceae_bacterium_species_2732252	177
Fusobacterium_nucleatum_species_851	176
Pseudolabrys_sp._species_1960880	176
uncultured_Flavobacterium_sp._species_165435	175
Actinomycetales_bacterium_species_1911520	175
Streptococcus_sp._species_1306	175
Bacillus_atrophaeus_species_1452	175
Dialister_invisus_species_218538	174
uncultured_Holophagaceae_bacterium_species_904990	174
Weissella_confusa_species_1583	174
Nitrospirales_bacterium_species_2358460	174
Blautia_obeum_species_40520	174
Candidatus_Thiodubiliella_endoseptemdiera_species_2738886	173
Pseudomonas_chlororaphis_species_587753	173
Candidatus_Sulfotelmatobacter_sp._species_2771375	173
Buchnera_aphidicola_species_9	172
Porphyromonadaceae_bacterium_UBA7145_species_1952649	172
Ignavibacteriota_bacterium_species_2026749	172
Candidatus_Dojkabacteria_bacterium_species_2099670	171
Rhodothermales_bacterium_species_2306054	171
Ruegeria_conchae_species_981384	171
Gemmataceae_bacterium_species_2052164	171
Acinetobacter_ursingii_species_108980	170
Thermomicrobiales_bacterium_species_2482790	170
Mesomycoplasma_ovipneumoniae_species_29562	170
Parcubacteria_group_bacterium_species_2026774	170
Hyphomicrobium_sp._species_82	170
Ignavibacteriales_bacterium_species_2049428	169
Streptococcus_infantarius_species_102684	169
Pseudosulfitobacter_pseudonitzschiae_species_1402135	168
uncultured_Desulfobacteraceae_bacterium_species_218296	168
Sodaliphilus_sp._species_2815818	167
Streptomyces_anulatus_species_1892	167
uncultured_Opitutales_bacterium_species_592834	167
uncultured_Phascolarctobacterium_sp._species_512296	167
Peptococcaceae_bacterium_species_2052179	166
uncultured_Dialister_sp._species_278064	165
Dysgonamonadaceae_bacterium_species_2065189	165
Miltoncostaeaceae_bacterium_species_2952967	165
Lentilitoribacter_sp._species_2021253	164
Burkholderia_contaminans_species_488447	164
Hydrogenophaga_sp._species_1904254	164
Xanthomonas_vasicola_species_56459	163
Syntrophaceae_bacterium_species_2052184	163
Acinetobacter_indicus_species_756892	163
Pectobacterium_brasiliense_species_180957	162
Rhizomicrobium_sp._species_1978228	162
Bifidobacterium_catenulatum_species_1686	161
Vibrio_chagasii_species_170679	161
Bacteroides_caecimuris_species_1796613	161
uncultured_Sphingomonas_sp._species_158754	161
uncultured_Rikenella_sp._species_368003	161
Lactococcus_sp._species_44273	161
Serratia_liquefaciens_species_614	161
Sphingobacteriales_bacterium_species_2044944	160
Candidatus_Fimenecus_sp._species_3022888	159
Candidatus_Actinomarina_sp._species_2578121	159
Hyphomonadaceae_bacterium_species_2026748	159
uncultured_Bilophila_sp._species_529385	159
Balneolaceae_bacterium_species_2053516	158
Casimicrobiaceae_bacterium_species_2906524	158
uncultured_Gemmatimonadota_bacterium_species_203437	158
Rothia_mucilaginosa_species_43675	158
uncultured_Phycisphaeraceae_bacterium_species_904980	158
Coxiella_burnetii_species_777	157
Beijerinckiaceae_bacterium_species_1978229	157
Bacteroides_heparinolyticus_species_28113	157
Ignavibacteriaceae_bacterium_species_2651163	157
Streptococcus_sanguinis_species_1305	157
Treponemataceae_bacterium_species_2854022	157
Vibrio_diabolicus_species_50719	156
Stellaceae_bacterium_species_2910174	156
Chlamydiota_bacterium_species_2081524	155
Arenicellales_bacterium_species_2913493	155
Nitrospinota_bacterium_species_2026769	155
Rhizobium_ruizarguesonis_species_2081791	155
Lachnospira_sp._species_2049031	155
Hominenteromicrobium_sp._species_3073581	155
Rhizobiaceae_bacterium_species_1913961	154
Phocaeicola_plebeius_species_310297	153
Phycisphaeraceae_bacterium_species_2026777	153
Candidatus_Thioglobus_sp._species_2026721	151
uncultured_Phocaeicola_sp._species_990718	151
Stenotrophomonas_sp._species_69392	151
uncultured_Schaedlerella_sp._species_2676055	151
Rhodobiaceae_bacterium_species_2026785	151
Thermoguttaceae_bacterium_species_2691551	151
Limisphaerales_bacterium_species_2052186	151
Apilactobacillus_kunkeei_species_148814	150
Clostridium_sporogenes_species_1509	150
Roseburia_inulinivorans_species_360807	150
Desulfovibrionaceae_bacterium_species_2049043	149
Sphingobacteriaceae_bacterium_species_2021370	149
Desulfuromonadales_bacterium_species_2099678	149
uncultured_Atopobium_sp._species_274587	149
Bacillus_inaquosorum_species_483913	148
Streptomyces_griseus_species_1911	148
Rhodobacter_sp._species_1062	148
uncultured_Solobacterium_sp._species_747375	148
uncultured_Pseudomonas_sp._species_114707	148
Ligilactobacillus_ruminis_species_1623	147
Roseburia_sp._species_2049040	147
uncultured_Eggerthella_sp._species_293422	147
uncultured_Verrucomicrobia_subdivision_3_bacterium_species_257465	147
uncultured_Enterobacteriaceae_bacterium_species_218034	146
uncultured_Nitrospiraceae_bacterium_species_213324	146
Vibrio_lentus_species_136468	146
Lactobacillus_intestinalis_species_151781	146
Acinetobacter_junii_species_40215	146
uncultured_Subdoligranulum_sp._species_512298	145
Candidatus_Nitrotoga_sp._species_2022770	145
Lactobacillus_acidophilus_species_1579	145
Nocardioidaceae_bacterium_species_1871072	145
Cutibacterium_avidum_species_33010	145
Candidatus_Phytoplasma_australasiaticum_species_2754999	145
Brachyspira_hyodysenteriae_species_159	145
Planctomycetales_bacterium_species_2053591	145
Staphylococcus_lugdunensis_species_28035	145
Staphylococcus_equorum_species_246432	145
Enterocloster_bolteae_species_208479	144
Staphylococcus_xylosus_species_1288	143
Duncaniella_freteri_species_2530391	143
Moraxellaceae_bacterium_species_1889775	143
Campylobacterota_bacterium_species_2026809	143
Acutalibacter_muris_species_1796620	143
Serratia_fonticola_species_47917	142
Trueperella_pyogenes_species_1661	142
uncultured_Desulfovibrionaceae_bacterium_species_194926	142
uncultured_Phycisphaerales_bacterium_species_904075	142
Enterocloster_clostridioformis_species_1531	142
Bacillus_haynesii_species_1925021	142
Mediterraneibacter_faecis_species_592978	141
Selenomonadaceae_bacterium_species_2652289	141
Roseburia_intestinalis_species_166486	141
Acholeplasmataceae_bacterium_species_1898209	140
Kofleriaceae_bacterium_species_2212474	140
Gemmiger_sp._species_2049027	140
Succinivibrio_sp._species_2053619	140
Ruminococcus_bicirculans_ex_Wegman_et_al._2014_species_1160721	140
uncultured_Olsenella_sp._species_190764	140
Latilactobacillus_sakei_species_1599	139
uncultured_Pirellulaceae_bacterium_species_2706754	139
Bacillus_pseudomycoides_species_64104	139
uncultured_Synechococcus_sp._species_154535	139
Lactococcus_garvieae_species_1363	138
Bradyrhizobium_japonicum_species_375	138
Delftia_acidovorans_species_80866	138
Candidatus_Magasanikiibacteriota_bacterium_species_2026717	137
Cytophagaceae_bacterium_species_2026729	137
Pseudobdellovibrionaceae_bacterium_species_2026715	137
uncultured_Ignavibacteriaceae_bacterium_species_1162697	137
Thiobacillus_sp._species_924	136
Bacteriovoracaceae_bacterium_species_2081706	136
uncultured_Mycoplasma_sp._species_167967	136
Accumulibacter_sp._species_2053492	135
uncultured_Corynebacterium_sp._species_159447	135
Paenibacillus_polymyxa_species_1406	135
Pseudomonas_fulva_species_47880	135
Pseudomonas_savastanoi_species_29438	134
Agathobacter_sp._species_2021311	134
uncultured_Opitutaceae_bacterium_species_333967	134
Verrucomicrobiaceae_bacterium_species_2026800	134
Polyangiales_bacterium_species_3034171	134
Kingella_kingae_species_504	133
Rhodanobacteraceae_bacterium_species_2052182	133
Finegoldia_magna_species_1260	132
Nonlabens_ulvanivorans_species_906888	132
Alistipes_communis_species_2585118	132
Actinobacillus_pleuropneumoniae_species_715	132
Thermotogota_bacterium_species_2053689	132
Smithellaceae_bacterium_species_2964540	132
uncultured_Megasphaera_sp._species_165188	132
Vibrio_campbellii_species_680	131
Streptococcus_pseudopneumoniae_species_257758	131
uncultured_Neisseria_sp._species_237778	131
Atopobiaceae_bacterium_species_2485926	131
Gallionella_sp._species_2052161	131
Acidaminococcus_intestini_species_187327	131
uncultured_Burkholderiaceae_bacterium_species_188056	131
Phascolarctobacterium_sp._species_2049039	130
Propionibacterium_freudenreichii_species_1744	130
Candidatus_Rokuibacteriota_bacterium_species_2053607	130
Coriobacteriia_bacterium_species_2052159	129
Solobacterium_sp._species_2060878	129
Latilactobacillus_curvatus_species_28038	129
uncultured_Desulfobacterales_bacterium_species_246132	129
Hyphomonas_sp._species_87	129
Thermodesulfovibrionales_bacterium_species_2814272	128
Pectobacterium_carotovorum_species_554	128
Alcaligenaceae_bacterium_species_2021368	128
Candidatus_Kuenenia_stuttgartensis_species_174633	128
Dubosiella_newyorkensis_species_1862672	128
Weissella_cibaria_species_137591	128
Citrobacter_farmeri_species_67824	127
Tenacibaculum_finnmarkense_species_2781243	127
Marinomonas_sp._species_1904862	127
Microthrixaceae_bacterium_species_2497627	127
Duodenibacillus_sp._species_1980700	126
uncultured_Ignavibacteria_bacterium_species_1645732	126
Photobacterium_leiognathi_species_553611	126
Filifactoraceae_bacterium_species_3121792	126
Candidatus_Peregrinibacteria_bacterium_species_2030811	126
Candidatus_Woesebacteria_bacterium_species_2026804	126
uncultured_Solibacteraceae_bacterium_species_498749	126
Fibrobacter_sp._species_35828	125
Bdellovibrionota_bacterium_species_3034175	125
Bacillus_pacificus_species_2026187	125
Chryseobacterium_gleum_species_250	125
Candidatus_Zhuqueibacterota_bacterium_species_2172550	125
Bacteroides_eggerthii_species_28111	125
Vibrio_breoganii_species_553239	125
Anaerobutyricum_hallii_species_39488	124
Helicobacter_ganmani_species_60246	124
Streptococcus_iniae_species_1346	124
uncultured_Lentisphaeria_bacterium_species_1506601	124
Pseudomonas_protegens_species_380021	124
Campylobacter_sp._species_205	123
Nitrospinaceae_bacterium_species_2358456	123
Aliarcobacter_cryaerophilus_species_28198	123
Ktedonobacteraceae_bacterium_species_2740538	123
Helicobacter_hepaticus_species_32025	123
Pseudomonas_amygdali_species_47877	123
Streptomyces_rimosus_species_1927	123
[Clostridium]_symbiosum_species_1512	122
Bacteroidales_bacterium_M1_species_1807729	122
Pseudomonas_syringae_group_genomosp._3_species_251701	122
uncultured_Caulobacterales_bacterium_species_395523	122
Phocaeicola_massiliensis_species_204516	121
Leuconostoc_citreum_species_33964	121
Atlantibacter_hermannii_species_565	121
Waltera_sp._species_2815806	121
Edwardsiella_ictaluri_species_67780	121
Streptococcus_gordonii_species_1302	121
Candidatus_Levyibacteriota_bacterium_species_2052151	121
Staphylococcus_cohnii_species_29382	120
Roseburia_hominis_species_301301	120
Ferrovum_sp._species_2609467	120
Pseudanabaena_sp._species_1153	120
uncultured_Veillonellaceae_bacterium_species_194923	119
uncultured_Coprococcus_sp._species_458253	118
Chromatiaceae_bacterium_species_2049432	118
Bifidobacterium_sp._species_41200	118
Streptomyces_microflavus_species_1919	118
uncultured_Selenomonas_sp._species_159275	118
Muribaculaceae_bacterium_Isolate-104_HZI_species_2486471	118
uncultured_Elusimicrobia_bacterium_species_699876	118
Lactobacillus_amylovorus_species_1604	118
Candidatus_Krumholzibacteriia_bacterium_species_2774603	118
Helicobacter_japonicus_species_425400	117
Adlercreutzia_equolifaciens_species_446660	117
Helicobacter_apodemus_species_135569	117
Subdoligranulum_sp._species_2053618	117
Candidatus_Karelsulcia_muelleri_species_336810	117
Fusobacterium_necrophorum_species_859	117
SAR202_cluster_bacterium_species_2030829	117
Bifidobacterium_dentium_species_1689	117
Tenacibaculum_maritimum_species_107401	117
Candidatus_Thiodiazotropha_sp._species_2847306	117
Sedimentisphaerales_bacterium_species_2813034	116
Allosphingosinicella_sp._species_2823234	116
Nostoc_sp._species_1180	116
Alcanivorax_sp._species_1872427	116
Porphyromonas_gingivalis_species_837	116
[Ruminococcus]_lactaris_species_46228	116
Candidatus_Falkowbacteria_bacterium_species_2053554	116
Dorea_formicigenerans_species_39486	116
uncultured_Bifidobacteriaceae_bacterium_species_725926	116
uncultured_Paraprevotella_sp._species_910951	116
Synechococcus_sp._species_1131	115
Parabacteroides_sp._species_1869337	115
Avibacterium_paragallinarum_species_728	115
Pseudomonas_alliivorans_species_2810613	115
Rhizobium_sp._Q54_species_1335060	114
Gallibacterium_anatis_species_750	114
Flavobacteriia_bacterium_species_2044941	114
Vibrio_mimicus_species_674	114
Ramlibacter_sp._species_1917967	114
Pseudomonadaceae_bacterium_species_1914538	114
Enterococcus_aquimarinus_species_328396	114
Polynucleobacter_paneuropaeus_species_2527775	114
Enterocloster_sp._species_2719315	113
Pectobacterium_versatile_species_2488639	113
Lactococcus_raffinolactis_species_1366	113
Burkholderia_mallei_species_13373	113
Methylococcales_bacterium_species_2304002	113
Staphylococcus_simulans_species_1286	112
uncultured_Syntrophaceae_bacterium_species_293303	112
Streptococcus_lutetiensis_species_150055	112
Acinetobacter_bereziniae_species_106648	111
Pirellula_sp._species_117	111
Limosilactobacillus_mucosae_species_97478	111
uncultured_Sphingomonadaceae_bacterium_species_169976	111
Fusobacterium_polymorphum_species_76857	111
Giesbergeria_sp._species_2818473	111
Micrococcales_bacterium_species_2026762	110
Mycobacterium_intracellulare_species_1767	110
Candidatus_Pelagibacterales_bacterium_species_2026776	110
Helicobacter_rodentium_species_59617	110
[Kitasatospora]_papulosa_species_1464011	110
uncultured_Chryseobacterium_sp._species_259322	110
uncultured_Staphylococcus_sp._species_189668	109
uncultured_Mucispirillum_sp._species_1399876	109
Aquiluna_sp._species_2053504	109
Thiomonas_sp._species_2047785	109
Priestia_aryabhattai_species_412384	109
Polynucleobacter_sp._species_2029855	109
Nitrosomonadales_bacterium_species_2026761	109
Dermatophilaceae_bacterium_species_2728912	109
Leyella_stercorea_species_363265	109
Leptospiraceae_bacterium_species_2026757	108
Methyloceanibacter_sp._species_1965321	108
