DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_species_per_genus
COLOR	#4a90e2
LEGEND_TITLE	Species Count
LEGEND_SHAPES	1
LEGEND_COLORS	#4a90e2
LEGEND_LABELS	Number of species
DATA
Actinopolymorpha_genus_117156	9
Periweissella_genus_2930384	5
Pseudopedobacter_genus_1649482	3
Rhodovibrio_genus_85274	4
Crenalkalicoccus_genus_1820341	2
Bernardetia_genus_1937972	6
Flectobacillus_genus_101	6
Ruminococcoides_genus_2893095	3
Anseongella_genus_1773450	2
Lutimaribacter_genus_490828	8
Limibacillus_genus_1848396	3
Jhaorihella_genus_1511750	2
Azorhizophilus_genus_157913	1
Azohydromonas_genus_312063	8
Terrimicrobium_genus_1649503	2
Pseudooctadecabacter_genus_1686374	2
Ancylomarina_genus_1970195	7
Methylocaldum_genus_73778	7
Paracerasibacillus_genus_3133045	1
Candidatus Nardonella_genus_204619	3
Filimonas_genus_649460	4
Candidatus Villigracilis_genus_3140593	6
Pontibacillus_genus_289201	10
Xaviernesmea_genus_2925678	2
Flaviaestuariibacter_genus_1789690	4
Rhodocyclus_genus_1064	3
Massiliimalia_genus_2895461	3
Sulfurifustis_genus_1692042	2
Paralcaligenes_genus_1148163	3
Agarivorans_genus_261825	17
Siccirubricoccus_genus_2044848	4
Paraferrimonas_genus_375673	3
Allochromatium_genus_85072	5
Allopusillimonas_genus_2987604	2
Galbibacter_genus_379068	9
Candidatus Flexifilum_genus_3140599	2
Chromatium_genus_1047	3
Paeniclostridium_genus_1849828	3
Natronospira_genus_2024969	4
Halolactibacillus_genus_306539	4
Ameyamaea_genus_442968	1
Neopusillimonas_genus_2987605	2
Planktosalinus_genus_1810932	3
Xylanimonas_genus_186188	7
Hyalangium_genus_224455	5
Psittacicella_genus_2873964	4
Aminicella_genus_1637744	1
Candidatus Choladocola_genus_2840621	2
Williamwhitmania_genus_2038697	2
Planotetraspora_genus_58120	7
Leptonema_genus_32205	2
Bhargavaea_genus_941338	7
Xanthocytophaga_genus_3078918	2
Cerasicoccus_genus_468938	4
Spirillospora_genus_58122	23
Falsarthrobacter_genus_2109356	1
Candidatus Muiribacterium_genus_2767204	1
Desulfonauticus_genus_206664	4
Spirulina_genus_1154	11
Antarcticibacterium_genus_2058174	6
Amygdalobacter_genus_3079925	2
Saccharibacillus_genus_456492	13
Proteiniborus_genus_415014	4
Thermosulfurimonas_genus_1522431	4
Bacterioplanoides_genus_2066071	3
Aquaspirillum_genus_187	4
Candidatus Makana_genus_3343723	1
Candidatus Kentron_genus_2126330	1
Aphanocapsa_genus_1119	3
Lentisphaera_genus_256846	5
Dehalobacterium_genus_51514	2
Wigglesworthia_genus_51228	1
Candidatus Anaerovoracibacter_genus_3004223	1
Rhodonellum_genus_336827	3
Candidatus Tokpelaia_genus_1902578	6
Xinfangfangia_genus_2250589	2
Thermopetrobacter_genus_1495041	2
Aliirhizobium_genus_3070965	3
Kineosporia_genus_49184	14
Saliniramus_genus_2919362	2
Wenxinia_genus_653686	2
Actinocatenispora_genus_390988	5
Novilysobacter_genus_3382699	10
Candidatus Opimibacter_genus_2981997	2
Candidatus Psychracetigena_genus_2986054	1
Tindallia_genus_69894	4
Catenibacillus_genus_2316203	3
Porcipelethomonas_genus_2981643	2
Hominimerdicola_genus_2981634	1
Zhouia_genus_561555	3
Planosporangium_genus_689760	4
Flammeovirga_genus_59739	11
Parvicella_genus_2975260	2
Capillimicrobium_genus_2976759	2
Intestinibaculum_genus_2679910	1
Pelobacter_genus_18	7
Thermanaerothrix_genus_1077886	4
Fluviispira_genus_2698753	3
Phytopseudomonas_genus_3236657	7
Aureibaculum_genus_2706948	8
Exilibacterium_genus_2752545	2
Capsulimonas_genus_2494209	2
Paraliobacillus_genus_200903	8
Candidatus Protochlamydia_genus_282132	8
Schnuerera_genus_2794837	3
Planifilum_genus_332100	3
Symmachiella_genus_2795780	2
Crateriforma_genus_2714592	2
Smaragdicoccus_genus_613121	1
Oecophyllibacter_genus_2791118	1
Soehngenia_genus_253255	4
Glaciibacter_genus_501022	3
Psychrilyobacter_genus_623282	4
Nibricoccus_genus_2576890	3
Candidatus Bandiella_genus_2716172	3
Parashewanella_genus_2547964	5
Mumia_genus_1546255	11
Tomitella_genus_741759	5
Candidatus Tharpella_genus_2954147	2
Spirilliplanes_genus_42232	1
Suipraeoptans_genus_2815779	2
Floccifex_genus_2815783	2
Roseiconus_genus_2814446	4
Inconstantimicrobium_genus_2815784	2
Candidatus Phosphoribacter_genus_2953741	3
Aliihoeflea_genus_610116	4
Enhygromyxa_genus_215802	3
Flavilitoribacter_genus_2762562	2
Gallicola_genus_162290	2
Xiamenia_genus_2981344	1
Galactobacter_genus_2676121	3
Fundicoccus_genus_2761542	2
Skermania_genus_59613	2
Novosphingopyxis_genus_2709686	4
Streptacidiphilus_genus_228398	26
Candidatus Anammoxibacter_genus_2945015	1
Phragmitibacter_genus_2717700	2
Candidatus Gallispira_genus_2720807	2
Candidatus Heteroclostridium_genus_2721103	2
Candidatus Parachristensenella_genus_2721113	1
Candidatus Paralachnospira_genus_2721114	3
Neoasaia_genus_320496	1
Sphaerisporangium_genus_321315	26
Tautonia_genus_2680020	5
Bergeriella_genus_334108	1
Williamsoniiplasma_genus_2919614	3
Caniella_genus_2941496	1
Prolixibacter_genus_314318	6
Gracilinema_genus_2951106	1
Elainella_genus_2108438	4
Planobispora_genus_29298	4
Marnyiella_genus_3088764	1
Flaviflexus_genus_1522056	6
Thermaurantiacus_genus_2820281	2
Zhenpiania_genus_2944199	2
Antrihabitans_genus_2799491	6
Garciella_genus_218204	2
Putridiphycobacter_genus_2772525	2
Candidatus Thermochlorobacter_genus_1868323	2
Pinirhizobacter_genus_2950430	2
Thermogemmata_genus_2787008	2
Rhodobium_genus_34016	3
Dryocola_genus_3021684	3
Thalassoglobus_genus_2795865	4
Alteripontixanthobacter_genus_2788933	4
Tsuneonella_genus_2800686	12
Anatilimnocola_genus_2807414	3
Parasulfuritortus_genus_2807738	2
Candidatus Hepatoplasma_genus_295595	3
Caldalkalibacillus_genus_379065	5
Lichenicola_genus_2804525	2
Oceanomicrobium_genus_2815007	2
Algihabitans_genus_2821512	2
Fuscovulum_genus_2818469	3
Pikeienuella_genus_2831955	2
Subsaximicrobium_genus_291178	1
Antarcticimicrobium_genus_2824145	3
Candidatus Mariimomonas_genus_2910917	1
Flavimobilis_genus_2756312	4
Onishia_genus_3137765	2
Salibacterium_genus_1884429	5
Tichowtungia_genus_2907187	2
Streptantibioticus_genus_2995706	6
Caedibacter_genus_28905	4
Candidatus Avitreponema_genus_2840651	1
Candidatus Aphodomonas_genus_2840576	2
Candidatus Avibacteroides_genus_2840530	3
Candidatus Avidehalobacter_genus_2840628	2
Candidatus Coprosoma_genus_2840541	2
Candidatus Coprovicinus_genus_2840517	1
Candidatus Coprovivens_genus_2840547	2
Candidatus Caccomorpha_genus_2840561	1
Candidatus Caccopulliclostridium_genus_2840562	1
Candidatus Caccosoma_genus_2840540	2
Candidatus Caccovicinus_genus_2840570	1
Candidatus Caccovivens_genus_2840581	2
Candidatus Egerieicola_genus_2840629	2
Methylotuvimicrobium_genus_2822410	4
Atopococcus_genus_269773	3
Fangia_genus_482136	1
Geotoga_genus_28233	2
Candidatus Faecimorpha_genus_2840586	1
Allopontixanthobacter_genus_2830882	3
Candidatus Fimihabitans_genus_2840656	1
Candidatus Solincola_genus_2900664	6
Candidatus Limicola_genus_2840519	1
Candidatus Fimiplasma_genus_2840591	1
Acidothermus_genus_28048	2
Candidatus Gallacutalibacter_genus_2840572	3
Candidatus Merdivicinus_genus_2840633	4
Candidatus Merdivivens_genus_2840533	3
Candidatus Onthenecus_genus_2840596	1
Candidatus Onthousia_genus_2840550	4
Candidatus Scatousia_genus_2840513	3
Candidatus Ornithocaccomicrobium_genus_2840558	1
Candidatus Pullilachnospira_genus_2840612	3
Candidatus Scatenecus_genus_2840512	1
Candidatus Limivivens_genus_2840661	3
Candidatus Scybalomonas_genus_2840619	2
Candidatus Spyradomonas_genus_2840514	2
Candidatus Thermofontivivens_genus_3377970	1
Candidatus Ventrenecus_genus_2840508	3
Candidatus Ventrousia_genus_2840606	1
Geovibrio_genus_46200	3
Desulfospira_genus_53328	2
Candidatus Defluviibacillus_genus_3386155	1
Uruburuella_genus_299568	2
Diplocloster_genus_2918511	3
Sedimentimonas_genus_2952781	1
Nitrococcus_genus_35796	2
Thermaerobacillus_genus_3390020	1
Perlabentimonas_genus_2866216	2
Salibaculum_genus_2855478	3
Zeimonas_genus_2880942	3
Candidatus Opitulatrix_genus_3411283	2
Thermocatellispora_genus_1649505	1
Candidatus Halichondribacter_genus_2494551	1
Lamprobacter_genus_1064513	2
Metasolibacillus_genus_2703677	5
Luteimicrobium_genus_754249	5
Pseudobacteroides_genus_1486726	2
Otariodibacter_genus_1249016	2
Veronia_genus_2886886	2
Hyunsoonleella_genus_1080193	9
Catalinimonas_genus_1522128	3
Oceanicola_genus_252301	7
Gracilibacter_genus_342658	5
Catenuloplanes_genus_33874	10
Pelagicoccus_genus_455433	8
Candidatus Moranella_genus_1048757	1
Candidatus Protistobacter_genus_1415196	1
Desulfolutivibrio_genus_2773294	3
Polycladospora_genus_3079942	1
Bacterioplanes_genus_1537406	2
Paludibaculum_genus_1649475	3
Saezia_genus_2709671	1
Urmitella_genus_1965226	2
Xylanivirga_genus_2712271	1
Pengzhenrongella_genus_2888818	4
Oryzihumus_genus_344063	2
Segeticoccus_genus_2706529	2
Thalassocella_genus_1123951	2
Ciceribacter_genus_1648508	13
Acidibrevibacterium_genus_2603324	1
Sinomicrobium_genus_1434045	6
Glycocaulis_genus_1433402	5
Luteipulveratus_genus_745364	3
Myceligenerans_genus_253183	5
Lederbergvirus_genus_186794	6
Tropicimonas_genus_599652	11
Pseudodonghicola_genus_1649481	3
Granulimonas_genus_2995121	1
Leptogranulimonas_genus_2995122	1
Thiococcus_genus_85078	1
Hyphococcus_genus_2038635	4
Portibacter_genus_1227556	3
Venatoribacter_genus_2893036	2
Vineibacter_genus_2903056	2
Meinhardsimonia_genus_2846747	1
Paracholeplasma_genus_2903107	6
Naumannella_genus_1294511	3
Faecalibacter_genus_2766734	5
Sinobacterium_genus_1434044	3
Halovibrio_genus_576341	4
Olivibacter_genus_376469	13
Candidatus Laterigemmans_genus_2813766	1
Quatrionicoccus_genus_138117	1
Yimella_genus_908935	6
Aestuariibaculum_genus_1386924	7
Peristeroidobacter_genus_3060227	2
Desulforhabdus_genus_39840	3
Mastigocoleus_genus_996924	3
Puniceibacterium_genus_1608404	6
Paramicrobacterium_genus_3110364	4
Candidatus Geothermincola_genus_2900663	2
Candidatus Cibiobacter_genus_2527773	1
Candidatus Babela_genus_1551504	3
Citreicella_genus_282682	4
Aldersonia_genus_2767320	3
Parendozoicomonas_genus_2066475	3
Halothermothrix_genus_32636	5
Geoalkalibacter_genus_392332	4
Caviibacter_genus_1792239	1
Corallincola_genus_1775176	6
Candidatus Orphnella_genus_3041127	1
Superficieibacter_genus_2303321	5
Thiofilum_genus_2212731	2
Dissulfurirhabdus_genus_1840207	1
Microbaculum_genus_2185300	2
Cognatiluteimonas_genus_3382692	5
Thiosulfatihalobacter_genus_2930249	1
Varunaivibrio_genus_1866954	1
Galliscardovia_genus_2023242	1
Aurantiacibacter_genus_2800681	20
Candidatus Galacturonibacter_genus_2307008	1
Caryophanon_genus_33976	3
Termitidicoccus_genus_3126963	1
Ferriphaselus_genus_1443590	2
Oceanivirga_genus_1824856	3
Actinopolyspora_genus_1849	12
Kribbibacterium_genus_3153722	1
Cribrihabitans_genus_1604279	4
Hoyosella_genus_697025	4
Iodidimonas_genus_2066486	7
Nguyenibacter_genus_1519186	2
Ruicaihuangia_genus_3137419	1
Caulifigura_genus_2795778	2
Acetobacteroides_genus_1647173	2
Frederiksenia_genus_1649317	1
Gelatiniphilus_genus_2041439	1
Paludibacterium_genus_400060	7
Paraphotobacterium_genus_2042066	1
Desulfacinum_genus_35836	3
Candidatus Aeolococcus_genus_3127006	1
Geopseudomonas_genus_3236655	3
Lichenicoccus_genus_2781897	2
Hominiventricola_genus_3073584	2
Brotaphodocola_genus_3073574	1
Calditerricola_genus_373053	2
Dethiosulfovibrio_genus_47054	8
Rivibacter_genus_1146865	3
Kineococcus_genus_33981	21
Sediminihabitans_genus_1217414	1
Musicola_genus_2884243	2
Tepidimicrobium_genus_285105	2
Agrilactobacillus_genus_2767875	3
Candidatus Epilinea_genus_3140585	1
Solibaculum_genus_2842531	3
Filibacter_genus_34100	1
Pseudogemmobacter_genus_2663134	6
Thermoleptolyngbya_genus_2303528	6
Antiquaquibacter_genus_3108736	1
Candidatus Celaenobacter_genus_3039894	2
Psychromarinibacter_genus_2035345	2
Candidatus Euphemobacter_genus_3039689	1
Catenovulum_genus_1172191	5
Methyloradius_genus_2872156	2
Candidatus Electryonea_genus_3039637	1
Coralloluteibacterium_genus_2315876	2
Stygibacter_genus_3039897	2
Gloeocapsa_genus_102231	6
Dissulfuribacter_genus_1433998	1
Candidatus Magnetominusculus_genus_2914032	3
Candidatus Altimarinus_genus_1432330	2
Candidatus Aminicenans_genus_1432324	2
Melaminivora_genus_1649468	4
Entomomonas_genus_2758906	4
Piscinibacterium_genus_2066914	1
Anaerosporomusa_genus_1794910	2
Candidatus Mcinerneyibacterium_genus_2703814	2
Gilvimarinus_genus_940550	11
Crossiella_genus_130795	6
Ulvibacterium_genus_2665910	2
Acrocarpospora_genus_90974	6
Candidatus Stoquefichus_genus_1470349	4
Ferrigenium_genus_2249462	5
Rugamonas_genus_212744	14
Paenochrobactrum_genus_999488	6
Thermosporothrix_genus_768650	1
Parahaliea_genus_1857932	4
Aestuariirhabdus_genus_2717331	3
Haloactinopolyspora_genus_1217101	2
Lentisalinibacter_genus_3382081	3
Candidatus Malihini_genus_3343722	1
Megalodesulfovibrio_genus_2910978	2
Pararobbsia_genus_2718863	3
Tranquillimonas_genus_1400062	2
Roholtiella_genus_1612341	1
Fortiea_genus_1049006	3
Oculatella_genus_1240886	2
Aliibacillus_genus_2613330	1
Jeongeupia_genus_885864	4
Thermithiobacillus_genus_119979	2
Novimethylophilus_genus_2137425	2
Peteryoungia_genus_2853332	4
Tychonema_genus_54312	7
Thiorhodovibrio_genus_61593	4
Lampropedia_genus_198705	4
Aliterella_genus_1827277	4
Aliikangiella_genus_1920241	5
Vaginella_genus_1935184	1
Raphidiopsis_genus_244599	3
Miniimonas_genus_947525	2
Holzapfeliella_genus_2767883	2
Anaeromusa_genus_81463	3
Branchiibius_genus_908251	4
Plantactinospora_genus_673534	20
Trujillonella_genus_2997368	2
Kushneria_genus_504090	10
Angustibacter_genus_908626	4
Neokomagataea_genus_1223423	4
Pseudobacter_genus_1860196	3
Candidatus Jidaibacter_genus_1891672	3
Embleya_genus_2699295	18
Spartinivicinus_genus_2768738	3
Jiangella_genus_281472	12
Aerobium_genus_3143707	1
Rhodophyticola_genus_2680018	4
Roseicitreum_genus_1209946	1
Metaplanococcus_genus_2703678	1
Siphonobacter_genus_700450	8
Flexivirga_genus_1096776	7
Candidatus Ruminimicrobium_genus_3238964	1
Parasedimentitalea_genus_2738399	5
Meridianimarinicoccus_genus_2917831	6
Caldicoprobacter_genus_715222	6
Sediminimonas_genus_659427	2
Paraoerskovia_genus_665568	2
Frigoriflavimonas_genus_2885966	1
Murdochiella_genus_1161127	4
Aquicoccus_genus_2055850	4
Pseudohaliea_genus_1341120	2
Candidatus Lithacetigena_genus_2986053	1
Agaricicola_genus_1364858	1
Jeotgalibacillus_genus_157226	14
Sebaldella_genus_32068	3
Minisyncoccus_genus_3238478	1
Pendulispora_genus_3375062	3
Calidifontibacillus_genus_2792299	2
Thermolongibacillus_genus_1500514	1
Lacicoccus_genus_3076172	2
Ornithinibacillus_genus_484508	17
Gaetbulibacter_genus_311207	11
Candidatus Leptofilum_genus_3140596	3
Pseudoprimorskyibacter_genus_2846763	2
Provencibacterium_genus_1987016	2
Methylopila_genus_61653	9
Novipirellula_genus_2795426	9
Stieleria_genus_2795973	11
Engelhardtia_genus_3405233	1
Thiovulum_genus_936	5
Candidatus Zinderia_genus_884214	2
Dendrosporobacter_genus_146813	2
Occultella_genus_2828348	4
Aequoribacter_genus_2847769	1
Alkalitalea_genus_1193324	2
Aureibacter_genus_1097443	1
Aminiphilus_genus_290731	3
Candidatus Neptunochlamydia_genus_1891669	3
Candidatus Endolissoclinum_genus_1263978	7
Candidatus Latescibacter_genus_1432311	3
Flavivirga_genus_1209327	10
Ardenticatena_genus_1382931	2
Fulvimarina_genus_217510	7
Belnapia_genus_365532	6
Casaltella_genus_1715793	1
Desulfurispirillum_genus_393029	1
Plectonema_genus_1183	1
Wansuia_genus_2944198	1
Desulfocicer_genus_2904316	2
Alteribacillus_genus_1433300	6
Necropsobacter_genus_908284	2
Candidatus Immundihabitans_genus_3378345	1
Candidatus Sordicultor_genus_3378229	2
Sessilibacter_genus_2950393	1
Aliamphritea_genus_3018276	3
Echinicola_genus_390846	11
Fulvimonas_genus_155196	4
Litoribacter_genus_1237104	2
Terrihabitans_genus_2874214	2
Marisediminicola_genus_1230698	7
Phytomonospora_genus_1434030	3
Heliophilum_genus_150818	1
Spinactinospora_genus_1434047	1
Chryseomicrobium_genus_889388	5
Tequatrovirus_genus_10663	3
Aestuariivivens_genus_1820275	5
Candidatus Methylospira_genus_1808977	1
Marixanthomonas_genus_387658	4
Changpingibacter_genus_2912996	1
Candidatus Chlorohelix_genus_3139173	2
Allgaiera_genus_2823221	2
Synoicihabitans_genus_2892920	3
Pontivivens_genus_1844015	4
Mongoliitalea_genus_1511649	2
Chelativorans_genus_449972	16
Parerythrobacter_genus_2800684	5
Pisciglobus_genus_1384499	1
Piscicoccus_genus_985001	1
Sporocytophaga_genus_1011	2
Rarobacter_genus_13242	2
Cyanothece_genus_43988	4
Numidum_genus_1924101	1
Chania_genus_1745211	2
Simiduia_genus_447467	5
Gilvirhabdus_genus_3389910	1
Lysinibacter_genus_1857011	3
Marinicrinis_genus_1943561	2
Thermobrachium_genus_150333	1
Rubeoparvulum_genus_1935206	1
Hominibacterium_genus_3016626	1
Prodigiosinella_genus_3059405	2
Massilibacterium_genus_1923871	2
Dendronalium_genus_2840442	2
Candidatus Aphodocola_genus_2840545	2
Candidatus Aphodenecus_genus_2840650	1
Candidatus Alectryobacillus_genus_2840544	2
Tamlana_genus_393005	7
Geoanaerobacter_genus_2883485	2
Citrifermentans_genus_2883512	2
Pyrinomonas_genus_1562565	3
Haploplasma_genus_2903106	3
Pelagibaculum_genus_2590445	1
Thermoleophilum_genus_192992	2
Candidatus Protoclostridium_genus_2721116	4
Palleronia_genus_315422	12
Stackebrandtia_genus_283810	7
Asaccharospora_genus_1505660	1
Alkalithermobacter_genus_3120163	2
Defluviitalea_genus_1185408	3
Kallipyga_genus_1472763	2
Desulforapulum_genus_2904687	2
Crinalium_genus_241421	2
Drouetiella_genus_2303513	2
Egicoccus_genus_1755825	4
Basilea_genus_1472344	1
Arhodomonas_genus_2368	4
Conyzicola_genus_1648520	3
Anabaenopsis_genus_110103	5
Chitinivorax_genus_1433992	4
Desulfoprunum_genus_1654934	2
Aureitalea_genus_1176327	4
Marinisporobacter_genus_2018663	2
Candidatus Caldipriscus_genus_2777201	3
Dinghuibacter_genus_1795363	2
Candidatus Thermokryptus_genus_1855362	2
Paradesertivirga_genus_3153691	1
Halopolyspora_genus_1649455	1
Sorlinia_genus_3375753	1
Denitrobaculum_genus_2752546	2
Robertmurraya_genus_2837507	14
Canibacter_genus_1648503	3
Peredibacter_genus_263370	3
Marinimicrobium_genus_359337	12
Hirschia_genus_2723	5
Rubinisphaera_genus_1649490	6
Pseudozobellia_genus_633413	3
Serinibacter_genus_690565	2
Thiorhodococcus_genus_57488	5
Tamilnaduibacter_genus_1857014	1
Salinispirillum_genus_1649491	2
Candidatus Scybalocola (ex Gilroy et al. 2022)_genus_3082845	1
Candidatus Phycorickettsia_genus_2115980	1
Chlorogloea_genus_688241	2
Marivibrio_genus_2039718	2
Gellertiella_genus_2040486	2
Kistimonas_genus_1036132	5
Longimonas_genus_1829937	2
Brotocaccenecus_genus_3064194	1
Allobranchiibius_genus_2040262	5
Candidatus Regnicoccus_genus_3074014	1
Miltoncostaea_genus_2843200	3
Candidatus Sivonenia_genus_3062001	1
Candidatus Zymogenus_genus_2844890	2
Falsihalocynthiibacter_genus_2854182	5
Phaeocystidibacter_genus_1577779	2
Orbus_genus_743714	5
Thalassobellus_genus_3400333	1
Pseudogemmatithrix_genus_3237678	1
Pseudocolwellia_genus_2848177	2
Desulfofundulus_genus_2282741	8
Candidatus Sororendozoicomonas_genus_3119023	1
Brumicola_genus_3160924	3
Chondromyces_genus_50	3
Anaerolactibacter_genus_2563783	1
Neobittarella (ex Bilen et al. 2018)_genus_2126544	1
Solilutibacter_genus_3382695	4
Marilutibacter_genus_3382698	6
Denitrovibrio_genus_117999	2
Citroniella_genus_2870444	1
Candidatus Tyrphobacter_genus_2829306	1
Salininema_genus_1840204	1
Hanstruepera_genus_1707752	4
Candidatus Cottocaccamicrobium_genus_2840611	1
Candidatus Coprocola_genus_2840607	1
Candidatus Egerieimonas_genus_2840614	2
Mycoplana_genus_13159	7
Herbidospora_genus_28443	8
Corticibacter_genus_1758230	1
Candidatus Avimonoglobus_genus_2840580	1
Candidatus Avidesulfovibrio_genus_2840647	1
Hahella_genus_158481	9
Candidatus Caccomonas_genus_2840534	1
Lacisediminimonas_genus_2705466	2
Candidatus Avisuccinivibrio_genus_2840649	2
Candidatus Avimuribaculum_genus_2840522	1
Bradymonas_genus_1779136	1
Candidatus Caccenecus_genus_2840546	1
Candidatus Spyradosoma_genus_2840659	1
Candidatus Scybalenecus_genus_2840637	2
Candidatus Scatoplasma_genus_2840555	1
Xylanibacillus_genus_1975703	1
Larkinella_genus_332157	11
Carboxydothermus_genus_129957	4
Lunatimonas_genus_1774589	3
Candidatus Gallipaludibacter_genus_2840526	1
Candidatus Fimicola_genus_2840623	2
Evansella_genus_2837485	10
Candidatus Faecicola_genus_2840585	1
Candidatus Faecaligallichristensenella_genus_2840557	1
Acididesulfobacillus_genus_2924872	1
Candidatus Photodesmus_genus_1076727	2
Candidatus Faecisoma_genus_2840655	2
Ostreiculturibacter_genus_3143968	1
Candidatus Merdisoma_genus_2840622	5
Candidatus Pullibacteroides_genus_2840529	1
Candidatus Pelethosoma_genus_2840657	1
Candidatus Gallitreponema_genus_2840652	1
Candidatus Onthovicinus_genus_2840634	2
Candidatus Cytomitobacter_genus_2601574	2
Pseudazoarcus_genus_2891323	1
Candidatus Sumerlaea_genus_2315418	2
Pararcticibacter_genus_2703944	2
Bowmanella_genus_366580	5
Dethiosulfatibacter_genus_448125	2
Zymobacter_genus_33073	3
Cnuella_genus_1648511	1
Faecalimicrobium_genus_3120164	1
Serpentinicella_genus_1890059	2
Candidatus Amphirhobacter_genus_2806490	2
Edaphovirga_genus_2678248	1
Arenibaculum_genus_2865859	2
Candidatus Syntrophopropionicum_genus_2807339	2
Actimicrobium_genus_1051898	4
Paralysiella_genus_2898489	1
Stomatohabitans_genus_3128953	1
Cognatiyoonia_genus_2211636	6
Pseudoluteimonas_genus_3382694	1
Prosthecomicrobium_genus_81894	3
Nitrogeniibacter_genus_2891294	3
Pinisolibacter_genus_2172022	2
Risungbinella_genus_1763555	1
Pelomicrobium_genus_2815315	2
Methylocucumis_genus_2204160	2
Halioxenophilus_genus_2108524	2
Senegalia_genus_1924097	1
Luxibacter_genus_2813348	1
Urinicoccus_genus_2024199	3
Acidicapsa_genus_1078830	3
Acetilactobacillus_genus_2767874	1
Stigonema_genus_221292	2
Streptoalloteichus_genus_2016	2
Propioniferax_genus_53456	1
Thermicanus_genus_94008	2
Garicola_genus_1774136	1
Aquilutibacter_genus_3382671	1
Candidatus Pelagadaptatus_genus_3414012	1
Gorillibacterium_genus_1689250	4
Hwangdonia_genus_1649460	3
Pelagibaca_genus_360528	1
Aristaeella_genus_3046369	2
Aerosakkonema_genus_1246629	2
Peptoclostridium_genus_1481960	6
Candidatus Fibrimonas_genus_1812918	2
Aggregatilinea_genus_2806306	2
Allosediminivita_genus_2823226	1
Thalassorhabdus_genus_2282693	1
Zhengella_genus_2282761	3
Spelaeicoccus_genus_1649497	1
Iningainema_genus_1932705	2
Keratinibaculum_genus_1354809	1
Caedimonas_genus_2100210	2
Candidatus Ancillula_genus_1265508	5
Crenobacter_genus_1654931	5
Miniphocaeibacter_genus_2126548	3
Thermostichus_genus_2881385	11
Candidatus Vondammii_genus_2686004	2
Limnothrix_genus_132605	12
Kineosphaera_genus_211469	2
Pacificitalea_genus_2846749	1
Candidatus Spongiisocius_genus_2983163	2
Tepidibacillus_genus_1494427	7
Candidatus Foliamicus_genus_3023563	1
Candidatus Pelethocola_genus_2840616	2
Diaminobutyricimonas_genus_1433997	4
Agaribacter_genus_1494561	2
Aestuarium_genus_2820509	3
Caminibacter_genus_191301	2
Geosporobacter_genus_390805	3
Candidatus Carbobacillus_genus_2170555	2
Limimonas_genus_1434015	2
Dulcicalothrix_genus_2662189	1
Aquibium_genus_2911176	6
Candidatus Magnetobacterium_genus_40118	4
Candidatus Phaeomarinobacter_genus_1541445	2
Parenemella_genus_2896778	1
Candidatus Meridianibacter_genus_2829304	1
Candidatus Eremiobacter_genus_2599621	2
Croceimicrobium_genus_2828338	2
Bisgaardia_genus_109471	1
Pullulanibacillus_genus_475230	3
Chenggangzhangella_genus_2041902	1
Candidatus Humimicrobium_genus_2900675	2
Arenibacterium_genus_2824249	3
Vespertiliibacter_genus_1520333	1
Marinibactrum_genus_1930860	1
Acuticoccus_genus_1904377	8
Aerophototrophica_genus_2811387	1
Candidatus Trichorickettsia_genus_1522201	1
Virgisporangium_genus_65504	3
Jiella_genus_1775688	9
Tenggerimyces_genus_1784839	1
Pseudemcibacter_genus_2943291	1
Candidatus Electronema_genus_1859129	7
Effusibacillus_genus_1502725	4
Pseudothauera_genus_2891324	4
Tepidicaulis_genus_1742977	2
Cryptosporangium_genus_65502	7
Winogradskya_genus_3240235	2
Scrofimicrobium_genus_2815785	3
Bilifractor_genus_2815776	2
Albimonas_genus_663242	4
Tenebrionicola_genus_2943312	1
Mangrovicoccus_genus_2201383	5
Egibacter_genus_1747770	2
Anaerocellum_genus_32631	1
Avrilella_genus_2774168	1
Thalassorhabdomicrobium_genus_2679899	1
Salibacter_genus_444513	2
Paragemmobacter_genus_3143992	5
Sinosporangium_genus_1367968	2
Tibeticola_genus_1940136	2
Thermaurantimonas_genus_2681566	2
Haloimpatiens_genus_1755832	4
Sulfurisoma_genus_1499082	2
Thermorudis_genus_1649508	1
Aliishimia_genus_2603325	3
Natranaerobius_genus_375928	2
Gulbenkiania_genus_397456	2
Desulfobaculum_genus_1433996	3
Halotalea_genus_376488	1
Antarcticirhabdus_genus_3042730	1
Magnetospira_genus_1182780	2
Agrilutibacter_genus_3382696	3
Pseudoroseomonas_genus_2870717	1
Hwanghaeella_genus_2605940	5
Speluncibacter_genus_3121559	1
Pareuzebyella_genus_2797878	1
Venteria_genus_3055516	1
Caenimonas_genus_763439	7
Paeniroseomonas_genus_2870714	1
Insolitispirillum_genus_660628	1
Oceanidesulfovibrio_genus_2905722	3
Hypericibacter_genus_2705399	2
Heminiphilus_genus_2814934	1
Candidatus Nesciobacter_genus_2601651	1
Candidatus Mesenet_genus_2883098	3
Methylohalobius_genus_244364	2
Skermanella_genus_204447	7
Salirhabdus_genus_394505	4
Pyxidicoccus_genus_224458	8
Thermodesulfitimonas_genus_1914252	1
Thermophagus_genus_1434049	1
Candidatus Cyanaurora_genus_2714957	1
Pusillibacter_genus_2892397	1
Parapusillimonas_genus_1403714	2
