DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Viruses_species_per_genus
COLOR	#4a90e2
LEGEND_TITLE	Species Count
LEGEND_SHAPES	1
LEGEND_COLORS	#4a90e2
LEGEND_LABELS	Number of species
DATA
Puahadnavirus_genus_3044797	4
Purivirus_genus_3044798	1
Quivirus_genus_3044799	1
Richievirus_genus_3044803	2
Rivsvirus_genus_3044804	1
Rochuvirus_genus_3044805	1
Heliosvirus_genus_3044727	1
Faustvirus_genus_3044714	2
Feravirus_genus_2501995	4
Firavirus_genus_3044716	1
Flagovirus_genus_3044717	1
Galvastonvirus_genus_3044720	1
Duonihilunusvirus_genus_3044707	3
Emnonavirus_genus_3044708	1
Emperorvirus_genus_3044709	2
Enfavirus_genus_3044710	1
Kieseladnavirus_genus_2169609	4
Kirovvirus_genus_3044745	1
Hestiavirus_genus_3044729	1
Hiroshimavirus_genus_3044731	1
Homochaacvirus_genus_3044732	2
Horwuvirus_genus_2501976	3
Huanghaivirus_genus_3044734	1
Hzauvirus_genus_3044735	1
Haetaevirus_genus_3044726	1
Innesvirus_genus_3044739	5
Gammabaculovirus_genus_558018	3
Fadolivirus_genus_2763561	1
Gimaduovirus_genus_3044721	1
Gonggongvirus_genus_3044723	1
Graikaemvirus_genus_3044724	1
Grutrevirus_genus_3044725	2
Cuauhnahuacvirus_genus_3044696	8
Cyamitesvirus_genus_3044697	2
Eowynvirus_genus_3044711	1
Chidieberevirus_genus_3044687	2
Citricivirus_genus_3044688	1
Clawzvirus_genus_3044689	2
Ericdabvirus_genus_3044712	1
Fajavirus_genus_3044713	1
Dalianvirus_genus_3044699	2
Deepoceanvirus_genus_3044700	1
Demiitzamnavirus_genus_3044702	1
Denisevirus_genus_3044703	1
Diciambidensovirus_genus_2842645	3
Dolusvirus_genus_3044705	2
Dubuvirus_genus_3044706	1
Mobuvirus_genus_2501979	4
Kenyattavirus_genus_3044744	1
Mathaucavirus_genus_3044756	1
Mcgonagallvirus_genus_3044757	2
Meadowvirus_genus_3044758	1
Medusavirus_genus_3044760	2
Metalloincertoparvovirus_genus_3044762	1
Miamivirus_genus_3044763	1
Ludhianavirus_genus_3044751	4
Kisinvirus_genus_3044746	1
Kukulkanvirus_genus_3044748	2
Kumottavirus_genus_3044749	2
Midgardsormrvirus_genus_3044764	1
Innmovirus_genus_3044740	1
Isoldevirus_genus_3044741	1
Ittyvirus_genus_3044742	1
Keisodnavirus_genus_3044743	1
Miltoncavirus_genus_3044765	1
Maaswegvirus_genus_3044752	1
Magiavirus_genus_3044753	1
Mareflavirus_genus_3044755	1
Laulavirus_genus_2560166	5
Libingvirus_genus_3044750	1
Chenonavirus_genus_1623282	3
Moumouvirus_genus_3080801	5
Ghobesvirus_genus_2560140	2
Betafusellovirus_genus_1299307	3
Rhotorquevirus_genus_2843007	1
Sabavirus_genus_2843013	1
Pacuvirus_genus_2560198	5
Penstylhamaparvovirus_genus_2733234	1
Phasivirus_genus_1980421	7
Gammanudivirus_genus_2842693	4
Dianlovirus_genus_2733240	1
Diatodnavirus_genus_2169608	1
Dioscovirus_genus_2733292	1
Entovirus_genus_2733257	1
Cynoglossusvirus_genus_2733242	1
Hepanhamaparvovirus_genus_2733232	1
Herbevirus_genus_1980533	3
Hetorquevirus_genus_2842729	1
Heverleevirus_genus_3044730	1
Hoplichthysvirus_genus_2733243	1
Hudivirus_genus_2501977	1
Hudovirus_genus_2501978	1
Hymovirus_genus_2842749	2
Ichtchaphamaparvovirus_genus_3044736	1
Hemiambidensovirus_genus_2733225	1
Chitorquevirus_genus_2842598	1
Norwavirus_genus_2842910	1
Nutorquevirus_genus_2560191	2
Ocetevirus_genus_2842916	1
Okavirus_genus_199703	3
Omegatorquevirus_genus_2842923	1
Muscavirus_genus_1285593	1
Lentinuvirus_genus_2733259	1
Loanvirus_genus_2501366	2
Ixovirus_genus_2733258	3
Mechlorovirus_genus_3044759	1
Loriparvovirus_genus_2733236	1
Wuhivirus_genus_2501998	1
Xinspivirus_genus_2843144	1
Xitorquevirus_genus_2843145	2
Salemvirus_genus_2560217	1
Sawastrivirus_genus_2560224	1
Scoliodonvirus_genus_2733244	1
Shangavirus_genus_2501994	1
Shaspivirus_genus_2501970	1
Sigmatorquevirus_genus_2843044	3
Reptillovirus_genus_2560212	1
Vaccinivirus_genus_2733293	1
Thetatorquevirus_genus_687338	4
Striavirus_genus_2560232	1
Striwavirus_genus_2501971	1
Synodonvirus_genus_2560234	1
Tanzavirus_genus_2843070	1
Ronavirus_genus_2733287	1
Ruflodivirus_genus_2843011	1
Batravirus_genus_3044671	3
Dianthovirus_genus_12266	3
Rosadnavirus_genus_1748295	1
Gammacarmovirus_genus_1911601	4
Alphanudivirus_genus_1511853	7
Panicovirus_genus_186844	4
Avenavirus_genus_146761	1
Alphanecrovirus_genus_1299309	4
Petuvirus_genus_186845	1
Manticavirus_genus_2842851	2
Betacarmovirus_genus_1911600	4
Deltanudivirus_genus_2842638	1
Betanecrovirus_genus_1299311	3
Solendovirus_genus_1232640	2
Zetatorquevirus_genus_687336	1
Telnavirus_genus_2733288	1
Kappatorquevirus_genus_1218487	2
Deltatorquevirus_genus_687334	1
Deltabaculovirus_genus_558019	1
Rheavirus_genus_3044800	1
Blosnavirus_genus_564643	2
Gallantivirus_genus_1299312	1
Machlomovirus_genus_39739	1
Zeavirus_genus_1299313	1
Maculavirus_genus_249185	6
Macanavirus_genus_1299310	1
Higrevirus_genus_1513277	1
Patagivirus_genus_2842939	1
Artiparvovirus_genus_2733235	1
Beidivirus_genus_2501981	1
Antennavirus_genus_2560091	3
Actinovirus_genus_2560082	4
Agnathovirus_genus_2560083	1
Aleptorquevirus_genus_2842365	2
Bossavirus_genus_2842564	1
Piscihepevirus_genus_1678142	1
Megabirnavirus_genus_1285597	3
Raphidovirus_genus_573012	1
Picobirnavirus_genus_104394	13
Parahepadnavirus_genus_2733291	1
Emdodecavirus_genus_1980937	4
Goravirus_genus_1920771	2
Kunsagivirus_genus_1755589	3
Marseillevirus_genus_1513458	11
Dyosigmapapillomavirus_genus_1513245	1
Avisivirus_genus_1511771	5
Dyomupapillomavirus_genus_1513240	2
Passerivirus_genus_1511802	2
Dyokappapapillomavirus_genus_1513238	5
Dyolambdapapillomavirus_genus_1513239	1
Olivavirus_genus_2948844	3
Equispumavirus_genus_2169665	1
Dinovernavirus_genus_699180	2
Ravavirus_genus_2733238	1
Jilinvirus_genus_1918725	5
Ictalurivirus_genus_172653	1
Betatetravirus_genus_85650	1
Alphapermutotetravirus_genus_1283211	2
Pteropopoxvirus_genus_2733298	1
Mycoreovirus_genus_311227	4
Brevidensovirus_genus_136466	2
Mylasvirus_genus_2948831	1
Deltaentomopoxvirus_genus_2733302	1
Husavirus_genus_2219049	2
Sunshinevirus_genus_1921703	1
Zetapolyomavirus_genus_2843160	1
Bacillarnavirus_genus_674962	4
Hapunavirus_genus_1198976	2
Cequinquevirus_genus_1912760	7
Botrexvirus_genus_675065	1
Bcepmuvirus_genus_1198139	2
Poacevirus_genus_1230390	3
Voetvirus_genus_2731986	2
Vespertiliovirus_genus_1977144	3
Naesvirus_genus_2733115	4
Invictavirus_genus_2022640	1
Dinodnavirus_genus_1232647	1
Clavavirus_genus_1232738	1
Salchichonvirus_genus_2843016	1
Arenavirus_genus_11618	1
Polemovirus_genus_645516	1
Idnoreovirus_genus_311225	1
Myxoctovirus_genus_2560181	2
Captovirus_genus_2948650	1
Sciuripoxvirus_genus_2733300	1
Alphaturrivirus_genus_1511859	2
Keylargovirus_genus_2948782	1
Ryyoungvirus_genus_2733147	1
Fischettivirus_genus_2733143	1
Menthavirus_genus_2948819	1
Etapapillomavirus_genus_325458	2
Chopinvirus_genus_2843365	1
Lolavirus_genus_675076	1
Tigunavirus_genus_2733217	1
Bafinivirus_genus_694018	3
Vipivirus_genus_2843119	1
Svunavirus_genus_2169625	2
Nupapillomavirus_genus_475861	1
Dybvigvirus_genus_2843377	1
Bovispumavirus_genus_2169664	1
Mimoreovirus_genus_699182	1
Alphacarmotetravirus_genus_1283209	1
Brambyvirus_genus_675844	1
Sclerodarnavirus_genus_675066	1
Bluvavirus_genus_2946831	1
Sigmapapillomavirus_genus_935635	1
Dyoepsilonpapillomavirus_genus_935646	1
Dyoetapapillomavirus_genus_935641	1
Phipapillomavirus_genus_934802	1
Psipapillomavirus_genus_935650	3
Dyodeltapapillomavirus_genus_936056	1
Klementvirus_genus_2560159	1
Dyothetapapillomavirus_genus_1052159	1
Divavirus_genus_1914293	4
Platypuvirus_genus_1921433	1
Pithovirus_genus_1805626	1
Dicipivirus_genus_1330067	2
Tiilvirus_genus_2731984	1
Mycoflexivirus_genus_675062	1
Alphaspiravirus_genus_1511856	1
Roymovirus_genus_2169649	2
Betaguttavirus_genus_1298634	1
Socyvirus_genus_1884454	1
Donellivirus_genus_2843376	1
Gaiavirus_genus_1982113	2
Arepavirus_genus_2733284	2
Tapwovirus_genus_2501974	1
Wumivirus_genus_2509285	1
Bolenivirus_genus_2508220	1
Berhavirus_genus_2501972	3
Yingvirus_genus_2507497	8
Turrinivirus_genus_2507289	1
Alphamononivirus_genus_2508224	1
Charybnivirus_genus_2508230	2
Paguronivirus_genus_2508231	1
Yuyuevirus_genus_2508253	2
Hubavirus_genus_2508258	1
Celavirus_genus_2733285	1
Plasmavirus_genus_10473	1
Zetaarterivirus_genus_2499617	1
Gammaarterivirus_genus_2499675	1
Alphaarterivirus_genus_2499610	1
Lambdaarterivirus_genus_2499611	1
Deltaarterivirus_genus_2499612	1
Muarterivirus_genus_2499609	1
Leocovirus_genus_2948799	1
Damravirus_genus_2948673	1
Ganiavirus_genus_2948721	1
Nematovirus_genus_2948837	1
Crustavirus_genus_1884458	3
Sanstrivirus_genus_2948893	1
Epsilonarterivirus_genus_2499613	3
Etaarterivirus_genus_2499614	1
Thetaarterivirus_genus_2499616	2
Alasvirus_genus_2946788	1
Drunivirus_genus_2948685	1
Draselvirus_genus_2948683	1
Hoptevirus_genus_2948759	1
Carbovirus_genus_2136036	2
Cocosatellite_genus_2842611	4
Coprasatellite_genus_2842617	1
Errantivirus_genus_186666	2
Tupanvirus_genus_2094720	2
Bowservirus_genus_2560106	3
Bacilladnavirus_genus_674979	1
Batrachovirus_genus_692605	1
Weaselvirus_genus_2560253	3
Chipolycivirus_genus_2169644	1
Hawkeyevirus_genus_2169612	1
Metahepadnavirus_genus_2733290	1
Herpetohepadnavirus_genus_2733289	1
Kwaitsingvirus_genus_2842814	2
Saikungvirus_genus_2843015	2
Doucettevirus_genus_2169653	4
Crohivirus_genus_1506581	2
Aalivirus_genus_2169637	1
Alefpapillomavirus_genus_2169650	1
Simiispumavirus_genus_2169668	14
Pollockvirus_genus_2842973	1
Treisiotapapillomavirus_genus_2169614	1
Treiskappapapillomavirus_genus_2169615	1
Treisthetapapillomavirus_genus_2169616	1
Cuauhtlivirus_genus_2842619	1
Hupolycivirus_genus_2169645	1
Draflysatellite_genus_2842656	1
Plectrovirus_genus_10875	1
Ophiovirus_genus_88129	7
Rymovirus_genus_39730	3
Hicfunavirus_genus_2842730	1
Oryzavirus_genus_10992	1
Epsilonretrovirus_genus_153137	3
Ravinvirus_genus_308911	2
Chakrabartyvirus_genus_2560113	1
Tabernariusvirus_genus_2560235	1
Krylovvirus_genus_2560162	1
Vicosavirus_genus_2560248	2
Noxifervirus_genus_2560190	1
Plaisancevirus_genus_2560204	1
Poecivirus_genus_2560205	1
Brunovirus_genus_2560108	1
Recovirus_genus_873551	1
Napahaivirus_genus_2560184	1
Kairosalinivirus_genus_2560158	3
Stockinghallvirus_genus_2733082	1
Malagasivirus_genus_2560173	2
Farahnazvirus_genus_2560130	1
Minunavirus_genus_2560178	1
Minovirus_genus_2560177	1
Tortellinivirus_genus_2560240	1
Shilevirus_genus_2560229	1
Iodovirus_genus_2560151	1
Locarnavirus_genus_2560169	4
Bjornvirus_genus_2560104	1
Nacovirus_genus_2560182	1
Lilyvirus_genus_2560167	1
Salisharnavirus_genus_2560218	5
Vidquintavirus_genus_2560249	1
Vhulanivirus_genus_2560247	1
Peatvirus_genus_2560201	1
Myunavirus_genus_2560180	1
Cultervirus_genus_2560119	1
Lacusarxvirus_genus_2560165	1
Tijeunavirus_genus_2560239	1
Caligrhavirus_genus_2560110	3
Whiflysatellite_genus_2843134	1
Tottorivirus_genus_2560241	1
Eisenstarkvirus_genus_2560125	1
Metrivirus_genus_2560175	1
Negarvirus_genus_2560187	1
Aqualcavirus_genus_2560093	1
Galaxyvirus_genus_2560134	2
Polybotosvirus_genus_2560207	1
Ailurivirus_genus_2560085	1
Busanvirus_genus_2560109	1
Galunavirus_genus_2560135	1
Gamtrevirus_genus_2560137	1
Gesputvirus_genus_2560138	1
Gorjumvirus_genus_2560143	1
Gammatectivirus_genus_2560136	1
Britbratvirus_genus_2560107	1
Eyrevirus_genus_2560129	1
Ahduovirus_genus_2560084	1
Nazgulvirus_genus_2560186	1
Matervirus_genus_2842856	1
Magadivirus_genus_2560171	1
Moonbeamvirus_genus_2842880	1
Chunghsingvirus_genus_2560115	1
Ikedavirus_genus_2560149	2
Ionavirus_genus_2560152	1
Bavovirus_genus_2560097	1
Cimpunavirus_genus_2560116	1
Cinunavirus_genus_2560117	1
Sasvirus_genus_2560223	1
Shalavirus_genus_2560228	1
Psavirus_genus_1921434	2
Kilunavirus_genus_2733183	1
Papanivirus_genus_1921431	1
Slashvirus_genus_1921709	4
Treisdeltapapillomavirus_genus_1921772	1
Treiszetapapillomavirus_genus_1922207	1
Vhmlvirus_genus_1922210	3
Treisetapapillomavirus_genus_1921823	1
Aumaivirus_genus_1917979	1
Siminovitchvirus_genus_1918721	3
Dyochipapillomavirus_genus_1918728	1
Dyoomegapapillomavirus_genus_1918730	1
Dyotaupapillomavirus_genus_1932909	1
Dyoupsilonpapillomavirus_genus_1932911	1
Livupivirus_genus_2560168	1
Alphaentomopoxvirus_genus_62098	1
Torchivirus_genus_2025078	1
Ampivirus_genus_1986961	1
Harkavirus_genus_2003390	1
Subteminivirus_genus_2732880	1
Staminivirus_genus_2732879	1
Parhipatevirus_genus_2732874	1
Psecadovirus_genus_2732876	1
Vicialiavirus_genus_2732884	1
Suturavirus_genus_2732099	1
Capistrivirus_genus_2732871	1
Scuticavirus_genus_2732878	1
Alphaovalivirus_genus_2560089	1
Isavirus_genus_324913	1
Metavirus_genus_186667	1
Cetovirus_genus_2560112	1
Tilapinevirus_genus_2034997	1
Dinornavirus_genus_674976	1
Wamavirus_genus_2560252	1
Diegovirus_genus_1981158	2
Inshuvirus_genus_2501996	1
Mieseafarmvirus_genus_1980921	1
Saetivirus_genus_1977143	2
Infulavirus_genus_2732873	1
Catovirus_genus_1977635	1
Indivirus_genus_1977632	1
Hokovirus_genus_1977636	1
Klosneuvirus_genus_1977639	1
Abouovirus_genus_1984773	2
Limelightvirus_genus_2731954	1
Waewaevirus_genus_2731988	1
Stubburvirus_genus_2732924	1
Bdellomicrovirus_genus_10856	1
Incheonvirus_genus_2976977	2
Inhavirus_genus_1982244	2
Bevemovirus_genus_2169648	1
Pepyhexavirus_genus_1982367	2
Predatorvirus_genus_2843439	1
