DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Eukaryota_species_per_genus
COLOR	#4a90e2
LEGEND_TITLE	Species Count
Hyaloperonospora_genus_184462	3
Pituophis_genus_8594	1
Pantherophis_genus_201800	5
Baudoinia_genus_483074	1
Parnassius_genus_42291	7
Tineola_genus_93882	1
Argiope_genus_94028	4
Nylanderia_genus_710235	1
Hoolock_genus_325167	1
Panagrolaimus_genus_55784	11
Pimephales_genus_51137	1
Polarella_genus_89956	1
Cunninghamella_genus_4852	5
Phyllostomus_genus_9422	2
Centroberyx_genus_88664	2
Botrylloides_genus_62806	1
Onthophagus_genus_166331	2
Diretmus_genus_88681	1
Brachionus_genus_10194	10
Semnopithecus_genus_88028	4
Albifimbria_genus_1859696	1
Recurvomyces_genus_701936	1
Okapia_genus_86972	1
Umbilicaria_genus_87270	11
Symbiodinium_genus_2949	9
Mycothermus_genus_1940842	1
Euglena_genus_3038	1
Phaeodactylum_genus_2849	1
Psoroptes_genus_83911	1
Symsagittifera_genus_90915	1
Neoseiulus_genus_84381	2
Pseudozyma_genus_63298	7
Eschscholzia_genus_3466	1
Picea_genus_3328	5
Ulva_genus_3118	4
Phakopsora_genus_169998	1
Papaver_genus_3468	6
Isoperla_genus_143767	1
Verasper_genus_82365	1
Conger_genus_7942	2
Alnus_genus_3515	4
Primula_genus_49647	2
Vidua_genus_37613	2
Thalassiosira_genus_35127	18
Actinidia_genus_3624	7
Brosme_genus_81637	1
Lagenaria_genus_3667	1
Luffa_genus_3669	2
Momordica_genus_3671	1
Tridacna_genus_52939	4
Capsella_genus_3718	4
Moringa_genus_3734	1
Phlebopus_genus_150793	3
Pulveroboletus_genus_80667	13
Chiua_genus_1914156	2
Cajanus_genus_3820	1
Skeletonema_genus_2842	8
Heterohyrax_genus_77597	1
Platismatia_genus_78069	2
Cirrhinus_genus_59897	3
Echeneis_genus_173246	1
Mercurialis_genus_3984	1
Fallopia_genus_76024	2
Somateria_genus_50366	1
Engystomops_genus_365332	1
Coriolopsis_genus_76125	1
Papilio_genus_7145	23
Eutrema_genus_98005	4
Datura_genus_4074	2
Daucus_genus_4038	1
Scatophagus_genus_75037	1
Rissa_genus_70930	1
Drechslerella_genus_314126	3
Andricus_genus_75141	9
Sylvia_genus_43162	3
Ambrosia_genus_4211	3
Spialia_genus_509482	15
Gnomoniopsis_genus_494028	3
Scirpophaga_genus_72365	1
Stegostoma_genus_378070	1
Boechera_genus_76872	4
Cynara_genus_4264	1
Thielaviopsis_genus_60496	6
Colocasia_genus_4459	1
Coprinellus_genus_184430	2
Pogoniulus_genus_91774	3
Tiliqua_genus_8526	2
Hirschfeldia_genus_71353	1
Whitmania_genus_307843	3
Lecanicillium_genus_291363	6
Eurosta_genus_28593	1
Lota_genus_69943	1
Harringtonia_genus_2933754	2
Tragelaphus_genus_9944	7
Culicoides_genus_41820	4
Stropharia_genus_68745	1
Scleroderma_genus_68787	3
Bradypodion_genus_103708	2
Lagenidium_genus_4802	2
Phycomyces_genus_4836	2
Rhizomucor_genus_4838	2
Auanema_genus_2038651	7
Borostomias_genus_473353	1
Pachysolen_genus_4917	1
Millerozyma_genus_766502	4
Balamuthia_genus_66526	1
Dipylidium_genus_66786	1
Uromyces_genus_5263	2
Kwoniella_genus_490731	15
Nasturtium_genus_65947	1
Gynostemma_genus_182083	1
Echymipera_genus_42732	3
Phalanger_genus_38622	6
Retropinna_genus_89572	1
Lagopus_genus_30409	2
Acromyrmex_genus_64782	8
Hapsidospora_genus_95323	1
Rhizophlyctis_genus_64515	1
Zeus_genus_64107	1
Anabas_genus_64143	1
Cylindroiulus_genus_47131	1
Amorphotheca_genus_5100	1
Lepus_genus_9980	7
Golovinomyces_genus_184027	2
Natrix_genus_8583	3
Odontocerum_genus_177787	1
Trachypithecus_genus_54136	13
Rhinopithecus_genus_542827	3
Zalaria_genus_2052741	2
Sordaria_genus_5146	3
Neoarius_genus_475172	6
Prionailurus_genus_37028	3
Kickxella_genus_61396	1
Porphyrio_genus_54483	2
Crossaster_genus_60566	1
Castanea_genus_21019	4
Vanrija_genus_1851468	5
Zizania_genus_15949	2
Fragilariopsis_genus_186035	2
Endotrypanum_genus_5703	1
Trichomonas_genus_5721	5
Mastigias_genus_322613	2
Dryas_genus_48230	4
Colius_genus_57409	1
Merops_genus_57420	4
Geum_genus_3761	2
Euplotes_genus_5935	8
Caloenas_genus_187105	1
Eleutherodactylus_genus_8380	1
Hypothenemus_genus_57061	1
Acanthisitta_genus_57067	1
Eleginops_genus_56732	1
Halichondria_genus_6061	1
Labrus_genus_30799	2
Tyto_genus_56312	1
Neolamprologus_genus_32506	56
Leptosomus_genus_188343	1
Aselliscus_genus_188567	1
Toxocara_genus_6264	1
Entoloma_genus_71937	1
Taenia_genus_6202	7
Parascaris_genus_6254	1
Ostertagia_genus_6316	1
Trichostrongylus_genus_6318	1
Aythya_genus_30384	5
Angiostrongylus_genus_6312	3
Artemisia_genus_4219	6
Cuculus_genus_33592	1
Cerastoderma_genus_55709	2
Pistacia_genus_55512	3
Lactarius_genus_34444	16
Murexia_genus_9288	5
Chrysoperla_genus_7521	2
Myrmecobius_genus_55781	1
Procambarus_genus_6726	2
Saururus_genus_13259	1
Artemia_genus_6660	3
Pecten_genus_6578	1
Cymodocea_genus_55447	1
Haliotis_genus_6452	7
Cariama_genus_54379	1
Rhynochetos_genus_54385	1
Chamaerops_genus_54445	1
Alburnus_genus_54555	1
Eumaeus_genus_705868	1
Ariolimax_genus_2029300	1
Ciconia_genus_8927	7
Pelobates_genus_61615	2
Loa_genus_7208	1
Ceratitis_genus_7212	3
Mesorhabditis_genus_53475	3
Sarcoptes_genus_52282	1
Sacculina_genus_51649	1
Guaruba_genus_51905	1
Pomacea_genus_72702	2
Cyanocorax_genus_54578	1
Jaculus_genus_48867	1
Eunicella_genus_6151	2
Culter_genus_172911	1
Zonia_genus_2201724	1
Colaptes_genus_9221	1
Cardamine_genus_50460	6
Calliphora_genus_7372	2
Vespa_genus_7443	3
Vespula_genus_7451	5
Glossina_genus_7393	6
Barbarea_genus_50457	1
Ceratopteris_genus_29595	1
Lytechinus_genus_7652	2
Passer_genus_9159	2
Tamandua_genus_9350	1
Laodelphax_genus_195882	1
Styela_genus_7724	2
Sprattus_genus_196074	1
Orchesella_genus_48705	5
Evasterias_genus_7615	1
Dysidea_genus_190526	1
Hyperoodon_genus_48743	1
Mesoplodon_genus_9757	3
Orbicella_genus_1920453	2
Cyclotella_genus_29203	7
Homalodisca_genus_139475	1
Cloeon_genus_197151	1
Myxine_genus_110555	1
Leucoraja_genus_117861	2
Protopterus_genus_7885	1
Phylloscopus_genus_9181	7
Nyctibius_genus_48424	2
Clangula_genus_197940	1
Chelon_genus_48170	3
Epidinium_genus_40637	2
Entodinium_genus_40635	3
Sphaeramia_genus_375763	1
Lepisosteus_genus_7916	2
Salvelinus_genus_8033	4
Condylactis_genus_47072	1
Tenualosa_genus_248134	2
Merluccius_genus_8062	8
Montipora_genus_46703	9
Pocillopora_genus_46730	4
Patagioenas_genus_372310	1
Thalictrum_genus_46968	2
Pollachius_genus_8059	2
Tropheus_genus_8145	13
Hypomontagnella_genus_2652702	2
Radopholus_genus_46011	1
Astatotilapia_genus_8152	3
Endocarpon_genus_364710	1
Seriola_genus_8160	5
Sparus_genus_8174	1
Motacilla_genus_45806	3
Diutina_genus_1910789	10
Microchloropsis_genus_2511164	1
Platichthys_genus_8259	2
Pleuronectes_genus_8261	1
Ambystoma_genus_8295	2
Enoploplastron_genus_358018	1
Ostracodinium_genus_358016	2
Stegodyphus_genus_175340	6
Chrysomya_genus_45449	2
Pleurodeles_genus_8317	1
Haematococcus_genus_44744	2
Bombina_genus_8344	2
Rana_genus_8399	3
Podocnemis_genus_44505	1
Acrossocheilus_genus_75335	2
Lampris_genus_81369	3
Limnoperna_genus_356392	1
Pithecia_genus_30597	7
Ascaphus_genus_8438	1
Chelonia_genus_8468	1
Effrenium_genus_2562238	1
Rhinophrynus_genus_43565	1
Zosterops_genus_36298	5
Simochromis_genus_8155	1
Oxynetra_genus_355033	6
Orthonychiurus_genus_2073079	1
Sarcoramphus_genus_43582	1
Sigmodon_genus_42414	1
Sorex_genus_9379	5
Pygocentrus_genus_42513	1
Spathaspora_genus_412764	16
Zygotorulaspora_genus_1196389	5
Apodemia_genus_42266	15
Mansonella_genus_42230	3
Onchocerca_genus_6281	4
Crotalus_genus_8728	11
Pneumocystis_genus_4753	7
Litomosoides_genus_6298	2
Erodium_genus_21555	7
Pycnococcus_genus_41879	1
Mesostigma_genus_41881	1
Blomia_genus_40696	1
Rhea_genus_8796	2
Struthio_genus_8800	1
Sistrurus_genus_8755	1
Coccinella_genus_41138	1
Cairina_genus_8854	1
Thermochaetoides_genus_2944547	2
Actinemys_genus_335394	2
Fomitiporia_genus_167346	2
Vairimorpha_genus_6038	4
Branta_genus_8852	3
Podargus_genus_8904	1
Verbascum_genus_39257	2
Cancer_genus_6754	1
Alectoris_genus_9077	3
Colinus_genus_9013	1
Botryococcus_genus_38880	1
Anolis_genus_28376	8
Pleodorina_genus_47284	1
Apteryx_genus_8821	4
Muscardinus_genus_39081	1
Chrysolophus_genus_9087	2
Meleagris_genus_9102	1
Microperoryctes_genus_38628	2
Onychomys_genus_38667	3
Euphorbia_genus_3990	15
Serinus_genus_9134	8
Agelaius_genus_9190	2
Heterorhabditis_genus_37861	2
Phalacrocorax_genus_9207	6
Phoenicopterus_genus_9216	1
Tachyglossus_genus_9260	1
Spergula_genus_240010	1
Notoryctes_genus_37887	2
Gambusia_genus_33527	3
Fringilla_genus_36254	1
Erithacus_genus_36283	1
Phascolosorex_genus_9294	1
Ovibos_genus_37175	1
Athalia_genus_37343	3
Gavia_genus_37038	3
Greenwoodochromis_genus_286575	4
Hypocenomyce_genus_318731	1
Citeromyces_genus_36908	4
Volvariella_genus_36658	2
Thymallus_genus_36184	2
Pelecanus_genus_33617	1
Lateolabrax_genus_8163	1
Dendrogyra_genus_214964	1
Potorous_genus_9309	3
Carex_genus_13398	20
Hirudo_genus_6420	4
Zygnema_genus_43951	2
Epinephelus_genus_94231	12
Dasypus_genus_9360	1
Zophobas_genus_7073	2
Porphyridium_genus_2791	1
Artibeus_genus_9416	3
Miniopterus_genus_9432	2
Stomoxys_genus_35569	1
Antrozous_genus_9439	1
Cheirogaleus_genus_9459	2
Cnephaeus_genus_29077	1
Thamnophis_genus_34999	3
Ophiopholis_genus_35051	1
Desmodus_genus_9429	1
Ailanthus_genus_23809	1
Oikopleura_genus_34763	4
Erethizon_genus_34843	1
Eumetopias_genus_34885	1
Petaurus_genus_34898	4
Tadarida_genus_9437	1
Ophiognomonia_genus_494041	1
Alosa_genus_34772	5
Tautogolabrus_genus_34786	1
Thymelicus_genus_218770	3
Cebus_genus_9513	4
Temnothorax_genus_300110	9
Lithospermum_genus_21634	1
Odontesthes_genus_103865	1
Helleia_genus_2795578	1
Benthochromis_genus_158759	4
Erythrocebus_genus_9537	1
Tetramorium_genus_30204	9
Eueides_genus_33447	6
Bathybates_genus_27732	7
Petunia_genus_4101	3
Ailuropoda_genus_9645	1
Agriotes_genus_292457	6
Numenius_genus_32638	2
Venturia_genus_92443	1
Acinonyx_genus_32535	1
Argopecten_genus_31198	1
Setonix_genus_30669	1
Takifugu_genus_31032	4
Vipera_genus_8703	4
Bufotes_genus_651673	1
Buteo_genus_30396	16
Dama_genus_9867	1
Microcebus_genus_13149	6
Opisthocomus_genus_30418	1
Coloeus_genus_2821309	1
Bombus_genus_28641	42
Eupeodes_genus_290403	3
Xylographa_genus_223428	8
Diploscapter_genus_55799	2
Crithidia_genus_5655	8
Synchytrium_genus_286114	2
Halichoerus_genus_9710	1
Inia_genus_9724	1
Delphinus_genus_9727	1
Globicephala_genus_9729	1
Oxyria_genus_137682	1
Orcinus_genus_9732	1
Sander_genus_283033	2
Physeter_genus_9753	1
Tapirus_genus_9800	2
Rhinoceros_genus_9808	1
Alces_genus_9851	1
Acridotheres_genus_245037	2
Martes_genus_9658	4
Chanos_genus_29143	1
Osmerus_genus_8013	2
Dictyocaulus_genus_29171	1
Copidosoma_genus_29052	2
Fratercula_genus_28700	2
Cyprinella_genus_13476	3
Cepaea_genus_28834	2
Cebidichthys_genus_271502	1
Alca_genus_28688	1
Cervus_genus_9859	5
Antilocapra_genus_9890	1
Giraffa_genus_9893	2
Urocitellus_genus_1141645	1
Mesocricetus_genus_10035	1
Trichoglossum_genus_265103	1
Dermochelys_genus_27793	1
Clavaria_genus_104242	1
Nippostrongylus_genus_27834	1
Ridgeia_genus_27914	1
Mnemiopsis_genus_27922	1
Ulmus_genus_24735	4
Porites_genus_46719	8
Choloepus_genus_9357	2
Cherax_genus_6722	2
Dipodascopsis_genus_27312	2
Asparagopsis_genus_31366	1
Kogia_genus_9751	1
Scomber_genus_13675	3
Elysia_genus_71493	4
Rhincodon_genus_1849765	1
Phodopus_genus_10043	2
Acomys_genus_10067	6
Cocos_genus_13893	1
Thlaspi_genus_13287	1
Apodemus_genus_10128	3
Corylus_genus_13450	5
Dicentrarchus_genus_13488	1
Eulemur_genus_13513	10
Hapalemur_genus_13556	3
Cassiopea_genus_12992	4
Spea_genus_30316	3
Pectinophora_genus_13190	1
Monodelphis_genus_13615	1
Pelodytes_genus_43541	1
Schizaphis_genus_13261	1
Rhynchonycteris_genus_249016	1
Icerya_genus_249531	1
Hydrochoerus_genus_10148	1
Ctenodactylus_genus_10165	1
Acidomyces_genus_245561	1
Bugula_genus_10211	1
Hemiprocne_genus_46509	1
Curcuma_genus_99568	2
Calystegia_genus_47518	1
Millepora_genus_51117	3
Malacoraja_genus_117862	1
Leuciscus_genus_8283	4
Lasiommata_genus_111915	4
Scythris_genus_347748	1
Agonopterix_genus_262437	4
Henningerozyma_genus_3163253	1
Nautilus_genus_34572	1
Malacosoma_genus_7097	2
Adalia_genus_7083	2
Melolontha_genus_7060	1
Dermacentor_genus_34619	4
Ectoedemia_genus_98962	1
Histomonas_genus_135587	1
Ribes_genus_3801	3
Paraperithous_genus_2776076	1
Tromatobia_genus_65338	1
Itoplectis_genus_65334	1
Geothlypis_genus_135432	1
Aleochara_genus_135866	3
Cyphastrea_genus_46691	1
Omphaloscelis_genus_2492374	1
Concholepas_genus_137543	1
Hypomesus_genus_137519	2
Viridothelium_genus_1929940	1
Tupaia_genus_9394	3
Schistocephalus_genus_70666	1
Panopea_genus_61360	1
Thalia_genus_34760	1
Neostagonosporella_genus_2653636	1
Aplidium_genus_201956	1
Aurelia_genus_6144	5
Anaecypris_genus_71182	1
Julidochromis_genus_8124	10
Elgaria_genus_52221	1
Arvicola_genus_10049	1
Reganochromis_genus_70787	1
Geotria_genus_71167	1
Lobelia_genus_4382	3
Cyperus_genus_4610	3
Pseudonectria_genus_40628	2
Saccoglossus_genus_10222	2
Cavia_genus_10140	3
Plagiognathops_genus_927612	1
Thryonomys_genus_10168	1
Cerceris_genus_288388	2
Crossocerus_genus_421294	1
Ectemnius_genus_421297	3
Nysson_genus_421220	1
Syritta_genus_34681	1
Protophormia_genus_34675	1
Doryteuthis_genus_1051063	2
Sepiola_genus_34536	2
Dreissena_genus_45951	2
Veronica_genus_4173	7
Hieraaetus_genus_70274	4
Spergularia_genus_157640	3
Scutellaria_genus_4139	4
Elegia_genus_1101165	1
Teleiodes_genus_1101077	2
Spatalia_genus_1101154	1
Phycita_genus_1101142	1
Parachronistis_genus_1104518	1
Nemapogon_genus_687110	2
Androsace_genus_85163	1
Dicheirus_genus_1902566	1
Helminthoglypta_genus_225481	1
Eleocharis_genus_46324	2
Eudonia_genus_572712	7
Eudemis_genus_581658	1
Epiblema_genus_111440	4
Crambus_genus_687066	2
Coleophora_genus_513583	2
Clepsis_genus_140032	3
Cauchas_genus_753285	2
Catoptria_genus_572821	1
Archips_genus_139973	3
Apotomis_genus_572704	3
Hypsopygia_genus_1101109	1
Griposia_genus_1101105	1
Endotricha_genus_1101094	1
Athrips_genus_1101085	1
Zeuzera_genus_655084	1
Tinea_genus_41013	3
Rhyacionia_genus_581527	1
Rhopobota_genus_572891	1
Pyrausta_genus_582143	5
Pyralis_genus_687121	2
Pandemis_genus_192190	3
Pammene_genus_581588	3
Metalampra_genus_688980	1
Glyphipterix_genus_687496	2
Anania_genus_582056	4
Pleurobrachia_genus_34498	1
Entomophthora_genus_34484	1
Rhodofomes_genus_2066992	1
Maratus_genus_1317457	4
Ephebe_genus_174421	2
Perkinsela_genus_630701	2
Chrysanthemum_genus_13422	3
Phaethornis_genus_46512	1
Suhomyces_genus_1539666	31
Nitzschia_genus_2857	7
Pyrgus_genus_40102	9
Laeosopis_genus_544340	1
Anthocharis_genus_72244	2
Sabellastarte_genus_6367	1
Morone_genus_34815	2
Synanthedon_genus_106500	6
Sepioteuthis_genus_34569	1
Gegenes_genus_1107781	1
Tomares_genus_596763	1
Strongyloides_genus_6247	4
Paragonimus_genus_34503	4
Protula_genus_51281	1
Bettongia_genus_65620	5
Xestospongia_genus_178550	2
Tragulus_genus_9847	2
Jamesozyma_genus_3162961	7
Gymnoscopelus_genus_123324	2
Hepatospora_genus_1081667	1
Zele_genus_120865	1
Meteorus_genus_51521	4
Lycopodina_genus_1924464	1
Microplitis_genus_51538	4
Trematocara_genus_158781	8
Rucervus_genus_1088089	1
Excalfactoria_genus_2821314	1
Agriphila_genus_572808	4
Agapeta_genus_688928	2
Acrobasis_genus_687068	3
Acleris_genus_572799	10
Protomyctophum_genus_91655	2
Melanostigma_genus_557411	1
Strigops_genus_35547	1
Acyrthosiphon_genus_7028	2
Schistocerca_genus_7008	6
Locusta_genus_7003	1
Acheta_genus_6996	1
Blattella_genus_6972	1
Sympetrum_genus_6968	2
Pherbina_genus_1096076	1
Geosmithia_genus_241409	3
Magnusiomyces_genus_1095182	10
Oligia_genus_214286	3
Nycteola_genus_572722	1
Nudaria_genus_694666	1
Notodonta_genus_214280	2
Noctua_genus_214276	5
Asteroscopus_genus_988068	1
Aporophyla_genus_988063	2
Antitype_genus_988061	1
Allophyes_genus_988055	1
Xestia_genus_320016	7
Tyta_genus_706115	1
Tholera_genus_946290	1
Spilosoma_genus_214365	2
Ptilodon_genus_987448	2
Cyaniris_genus_1821620	1
Polia_genus_214313	2
Rhizedra_genus_988155	1
Polyploca_genus_988153	1
Photedes_genus_988146	1
Anorthoa_genus_988059	1
Elaphria_genus_56383	1
Eilema_genus_464722	4
Diloba_genus_319982	1
Diarsia_genus_320033	4
Diaphora_genus_695181	1
Dasypolia_genus_907708	1
Cybosia_genus_694848	1
Cryphia_genus_320008	1
Cosmia_genus_116125	3
Miltochrista_genus_694657	1
Orthosia_genus_43336	5
Meganola_genus_56393	1
Lycophotia_genus_721905	1
Lithosia_genus_694625	1
Lithophane_genus_56391	4
Leucania_genus_134393	1
Hyppa_genus_214175	1
Hoplodrina_genus_875923	3
Hemaris_genus_82622	1
Hadena_genus_691642	2
Hada_genus_943764	1
Furcula_genus_56587	1
Pheosia_genus_214308	2
Pelosia_genus_694715	2
Melanchra_genus_214239	1
Siphateles_genus_71772	1
Calotropis_genus_4065	1
Rachycentron_genus_141263	1
Tachina_genus_141257	3
Parastichtis_genus_988144	1
Lordiphosa_genus_7331	7
Mertensia_genus_140495	1
Microdon_genus_115291	1
Jimgerdemannia_genus_2052799	2
Flabesymbios_genus_2878515	1
Boloria_genus_127313	10
Hypericum_genus_55962	5
Panolis_genus_988140	1
Mormo_genus_988132	1
Mesapamea_genus_988128	1
Hecatera_genus_988123	2
Gortyna_genus_988117	1
Eugnorisma_genus_988112	1
Dryobotodes_genus_988105	1
Cerastis_genus_988088	2
Ceramica_genus_988086	1
Brachylomia_genus_988080	1
Atethmia_genus_988070	1
Ptilophora_genus_988173	1
Drymonia_genus_988175	2
Luperina_genus_882791	2
Trichiura_genus_988166	1
Tiliacea_genus_988161	2
Standfussiana_genus_988157	1
Epinotia_genus_29054	6
Leptoclinus_genus_980416	1
Lethenteron_genus_94988	2
Erebia_genus_111897	26
Hipparchia_genus_111908	5
Kretania_genus_1233222	1
Ceratosolen_genus_84507	3
Usnea_genus_86620	12
Margaritifera_genus_47530	1
Arcuatula_genus_1954224	1
Euplagia_genus_695100	1
Cerapteryx_genus_980959	1
Lactifluus_genus_596919	7
Corallium_genus_44186	1
Probosciger_genus_141838	1
Hypholoma_genus_71944	2
Echinopora_genus_46693	1
Dissophora_genus_101100	2
Sternotherus_genus_37592	1
Tulosesus_genus_2897685	1
Bidens_genus_42336	1
Fonsecaea_genus_40354	6
Acronicta_genus_56362	5
Charanyca_genus_987474	2
Shargacucullia_genus_987465	3
Lenisa_genus_987459	1
Fissipunctia_genus_987457	1
Thalpophila_genus_987450	1
Clostera_genus_214089	1
Cerura_genus_718070	1
Caradrina_genus_320076	2
Autographa_genus_254361	3
Atolmis_genus_694612	1
Apamea_genus_95189	7
Amphipyra_genus_56365	2
Amphipoea_genus_688395	2
Agrochola_genus_689302	5
Euproctis_genus_319798	2
Euplexia_genus_320087	1
Scotopteryx_genus_326961	2
Horisme_genus_687097	2
Eupithecia_genus_214137	16
Comibaena_genus_393358	1
Gila_genus_67540	2
Anarhynchus_genus_425625	2
Herminia_genus_705937	2
Xanthia_genus_721912	2
Lacanobia_genus_79498	2
Eurois_genus_685405	1
Pterapherapteryx_genus_987029	1
Thera_genus_326956	4
Sphinx_genus_119287	1
Neocochylis_genus_2769474	1
Trigonopsis_genus_34363	4
Pelophylax_genus_121164	1
Discina_genus_44620	6
Russula_genus_5402	21
Lysandra_genus_138069	3
Seiridium_genus_138063	3
Acacia_genus_3808	6
Mastomys_genus_30639	2
Chalinochromis_genus_32493	5
Altolamprologus_genus_34791	3
Fundulus_genus_8077	6
Reticulascus_genus_1028406	1
Schaereria_genus_129545	1
Heliocidaris_genus_7633	3
Stictonetta_genus_45636	1
Micropterix_genus_41026	2
Nadsonia_genus_45785	3
Wickerhamia_genus_45789	1
Dyspetes_genus_144319	1
Sporopachydermia_genus_45793	3
Kazachstania_genus_71245	15
Choricystis_genus_41299	1
Polygonum_genus_46786	2
Lentinus_genus_5357	4
Macrochelys_genus_571337	1
Abortiporus_genus_137742	1
Cephus_genus_173784	11
Indri_genus_34826	1
Digitaria_genus_66017	3
Galeopsis_genus_457137	1
Triglachromis_genus_34812	1
Telmatochromis_genus_32510	11
Pterocarya_genus_16722	2
Egira_genus_214124	1
Agrotis_genus_47766	5
Euchalcia_genus_997516	1
Polypogon_genus_214389	1
Lygephila_genus_706072	1
Thumatha_genus_694646	1
Tethea_genus_721159	1
Variabilichromis_genus_272715	1
Madracis_genus_123768	2
Mesoligia_genus_997550	1
Thenea_genus_281724	1
Stelletta_genus_253167	1
Pachastrella_genus_881970	1
Lutzomyia_genus_7199	1
Udea_genus_572908	3
Manduca_genus_7129	1
Pseudopanthera_genus_704854	1
Pseudoterpna_genus_997284	1
Glaucopsyche_genus_203780	2
Agrocybe_genus_5399	3
Sylvilagus_genus_9987	2
Spermophilus_genus_9996	2
Agrotera_genus_581753	1
Platycnemis_genus_126230	1
Nanogona_genus_2794004	1
Machimus_genus_247604	2
Heteranomia_genus_2793147	1
Ammopiptanthus_genus_111850	1
Aegotheles_genus_48276	2
Ischnura_genus_79456	2
Asconema_genus_1909189	1
Diddensiella_genus_1484022	3
Selenicereus_genus_83431	2
Hypomecis_genus_439566	2
Azadirachta_genus_124942	1
Sarcophaga_genus_7384	7
Tamarix_genus_63084	3
Merzomyia_genus_474718	1
Ichneumon_genus_27520	1
Bellardia_genus_670600	2
Tomocerus_genus_58788	6
Stenus_genus_295611	1
Notolabrus_genus_98381	1
Chloropicon_genus_2302914	2
Asellus_genus_92524	1
Earophila_genus_1178260	1
Epermenia_genus_753319	1
Thereva_genus_95078	2
Spheciospongia_genus_237082	1
Rhynchosporium_genus_38037	3
Dimocarpus_genus_128016	1
Platynothrus_genus_128014	1
Tanacetum_genus_99105	3
Syringa_genus_24208	1
Lycodopsis_genus_1772090	1
Sphagnum_genus_13804	9
Brachycybe_genus_1008119	1
Leucopsar_genus_127928	1
Hesperophylax_genus_160084	1
Centella_genus_43068	1
Otus_genus_56271	14
Catharus_genus_9184	4
Psammomys_genus_48138	1
Acrocephalus_genus_39620	7
Mugil_genus_8190	1
Desoria_genus_281417	3
Impatiens_genus_35939	4
Hondaea_genus_2315209	1
Schmidingerella_genus_1229733	2
Lyrurus_genus_1233215	1
Pleoardoris_genus_3112159	1
Troglohyphantes_genus_1771339	1
Nothocercus_genus_1977170	2
Carduus_genus_92905	2
Silybum_genus_92920	1
Darevskia_genus_122330	5
Blitum_genus_1307778	1
Sialis_genus_50607	2
Suillia_genus_219549	2
Acanthocheilonema_genus_6276	1
Anisakis_genus_6268	2
Priocnemis_genus_27516	1
Yoshiicerus_genus_2796528	1
Senecio_genus_18794	2
Oscarella_genus_121493	1
Corticium_genus_121491	1
Lumbricus_genus_6397	2
Eisenia_genus_6393	1
Platynereis_genus_6358	3
Owenia_genus_6346	1
Arenicola_genus_6343	1
Micromussa_genus_541203	1
Sicus_genus_1219203	1
Thecophora_genus_305546	1
Physocephala_genus_198643	1
Megathymus_genus_40098	1
Choreutis_genus_582171	1
Nomophila_genus_581937	1
Sthenelais_genus_55701	1
Lepidonotus_genus_222002	1
Amphiduros_genus_378298	1
Tarphius_genus_124802	1
Eumandya_genus_2856530	1
Corynorhinus_genus_233861	1
Ochlodes_genus_218743	1
Coremacera_genus_1226614	1
Dichetophora_genus_1096049	1
Ilione_genus_1096072	1
Pempheris_genus_463599	1
Commophila_genus_688944	1
Calymma_genus_1559543	1
Episema_genus_1870624	2
Lonchoptera_genus_92595	1
Melanostoma_genus_92597	2
Euonymus_genus_4306	1
Sonneratia_genus_122811	2
Saragossa_genus_3127331	1
Mercenaria_genus_6595	1
Kudoa_genus_69469	3
Ustanciosporium_genus_307709	1
Octopus_genus_6643	9
Euprymna_genus_6612	1
Sepia_genus_6609	1
Mya_genus_6603	1
Chrysojasminum_genus_2800390	2
Galaxea_genus_46744	1
Terebella_genus_547540	1
Emergomyces_genus_1955773	3
Ctenicera_genus_221094	1
Letrouitia_genus_157775	2
Tetratostichococcus_genus_2735165	1
Thermothelomyces_genus_1920207	5
