genus,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Spirosoma,107,100,247,0.03,0.02,126,57,0.0,0.06,0,0,57,0,57,matched,Bacteria,59,46.83,1.754,0.57
Ilumatobacter,682522,66,761,0.02,0.06,126,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,5,3.97,8.25,0.121
Parvibaculum,256616,29,157,0.01,0.01,125,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,4.0,4.833,0.207
Azonexus,146936,13,53,0.0,0.0,125,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,10,8.0,1.625,0.615
Alicyclobacillaceae.U.genus,186823,3,3,0.0,0.0,125,55,0.0,0.05,0,0,55,0,55,matched,Bacteria,90,72.0,0.055,18.333
Salipiger,263377,5,23,0.0,0.0,125,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,37,29.6,0.238,4.2
Arenimonas,490567,170,928,0.06,0.07,123,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,17,13.82,9.444,0.106
Rhizobacter,212743,54,587,0.02,0.05,123,17,0.0,0.02,0,0,17,0,17,matched,Bacteria,15,12.2,3.176,0.315
Blastococcus,38501,54,387,0.02,0.03,123,67,0.0,0.07,0,0,67,0,67,matched,Bacteria,71,57.72,0.806,1.241
Ignisphaera,334767,47,168,0.02,0.01,123,4,0.0,0.0,0,0,4,0,4,matched,Archaea,2,1.63,11.75,0.085
Paraglaciecola,1621534,29,187,0.01,0.01,122,20,0.0,0.02,0,0,20,0,20,matched,Bacteria,32,26.23,1.45,0.69
Lonsdalea,1082702,4,26,0.0,0.0,122,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,121,99.18,1.0,1.0
Pseudobutyrivibrio,46205,38,117,0.01,0.01,122,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,23,18.85,1.727,0.579
Gordonibacter,644652,13,51,0.0,0.0,121,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,36,29.75,0.929,1.077
Terrimicrobiaceae.U.genus,2762316,23,258,0.01,0.02,121,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,0.83,7.667,0.13
Nitrospina,35800,194,828,0.07,0.06,120,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,7,5.83,17.636,0.057
Dyella,231454,35,296,0.01,0.02,120,64,0.0,0.06,0,0,64,0,64,matched,Bacteria,93,77.5,0.547,1.829
Desulfurellales.U.genus,213113,7,10,0.0,0.0,120,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,8,6.67,0.438,2.286
Jeotgalibaca,1470540,8,62,0.0,0.0,120,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,13,10.83,0.727,1.375
Ferroplasmaceae.U.genus,90142,14,29,0.0,0.0,120,10,0.0,0.01,0,0,10,0,10,matched,Archaea,9,7.5,1.4,0.714
Intestinimonas,1392389,41,65,0.01,0.01,119,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,49,41.18,2.278,0.439
Candidatus Obscuribacterales.U.genus,1906152,144,521,0.05,0.04,119,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,0,0.0,28.8,0.035
Candidatus Micrarchaeales.U.genus,2885734,604,2043,0.21,0.16,119,6,0.0,0.01,0,0,6,0,6,matched,Archaea,1,0.84,100.667,0.01
Limnochordia.U.genus,1676648,166,489,0.06,0.04,119,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,3,2.52,23.714,0.042
Desulfobulbus,893,150,599,0.05,0.05,118,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,13,11.02,10.714,0.093
Tateyamaria,299261,15,61,0.01,0.0,118,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,13,11.02,1.364,0.733
Chloracidobacterium,458032,11,127,0.0,0.01,118,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,11,9.32,0.786,1.273
Intestinibacter,1505657,8,377,0.0,0.03,117,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,33,28.21,2.0,0.5
Saccharolobus,2100760,12,87,0.0,0.01,117,7,0.0,0.01,0,0,7,0,7,matched,Archaea,47,40.17,1.714,0.583
Lutibacter,358023,53,272,0.02,0.02,117,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,19,16.24,2.524,0.396
Syntrophomonas,862,152,447,0.05,0.03,117,47,0.0,0.05,0,0,47,0,47,matched,Bacteria,13,11.11,3.234,0.309
Desulfosarcinaceae.U.genus,3031624,696,2829,0.24,0.22,116,20,0.0,0.02,0,0,20,0,20,matched,Bacteria,31,26.72,34.8,0.029
Mesotoga,1184396,22,232,0.01,0.02,116,24,0.0,0.02,0,0,24,0,24,matched,Bacteria,19,16.38,0.917,1.091
Muricauda,111500,63,244,0.02,0.02,115,40,0.0,0.04,0,0,40,0,40,matched,Bacteria,34,29.57,1.575,0.635
Dysgonomonas,156973,115,227,0.04,0.02,115,38,0.0,0.04,0,0,38,0,38,matched,Bacteria,40,34.78,3.026,0.33
Prosthecobacter,48463,51,510,0.02,0.04,115,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,7,6.09,5.667,0.176
Oceanobacillus,182709,67,260,0.02,0.02,115,65,0.0,0.06,0,0,65,0,65,matched,Bacteria,109,94.78,1.031,0.97
Candidatus Nitrosocaldaceae.U.genus,1968910,22,100,0.01,0.01,115,8,0.0,0.01,0,0,8,0,8,matched,Archaea,2,1.74,2.75,0.364
Archangiaceae.U.genus,39,2,6,0.0,0.0,114,26,0.0,0.03,0,0,26,0,26,matched,Bacteria,36,31.58,0.077,13.0
Leptospirillum,179,110,418,0.04,0.03,114,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,12,10.53,13.75,0.073
Lelliottia,1330545,8,10,0.0,0.0,114,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,102,89.47,0.381,2.625
Thermoactinomycetaceae.U.genus,186824,34,71,0.01,0.01,113,66,0.0,0.06,0,0,66,0,66,matched,Bacteria,85,75.22,0.515,1.941
Candidatus Berkelbacteria.U.genus,1618330,387,1291,0.13,0.1,113,46,0.0,0.04,0,0,46,0,46,matched,Bacteria,0,0.0,8.413,0.119
Metallosphaera,41980,24,128,0.01,0.01,113,10,0.0,0.01,0,0,10,0,10,matched,Archaea,19,16.81,2.4,0.417
Leptolyngbya,47251,141,479,0.05,0.04,113,78,0.0,0.08,0,0,78,0,78,matched,Bacteria,66,58.41,1.808,0.553
Nitrosospira,35798,11,171,0.0,0.01,112,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,24,21.43,0.611,1.636
Candidatus Dadabacteria.U.genus,1752716,150,944,0.05,0.07,112,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,0,0.0,18.75,0.053
Xanthobacter,279,10,61,0.0,0.0,111,44,0.0,0.04,0,0,44,0,44,matched,Bacteria,97,87.39,0.227,4.4
Sporomusaceae.U.genus,1843490,107,238,0.04,0.02,111,52,0.0,0.05,0,0,52,0,52,matched,Bacteria,48,43.24,2.058,0.486
Nannocystaceae.U.genus,224463,54,134,0.02,0.01,110,17,0.0,0.02,0,0,17,0,17,matched,Bacteria,19,17.27,3.176,0.315
Calditrichaceae.U.genus,1962854,358,950,0.12,0.07,110,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,5.45,59.667,0.017
Petrotogaceae.U.genus,1643949,31,373,0.01,0.03,110,44,0.0,0.04,0,0,44,0,44,matched,Bacteria,39,35.45,0.705,1.419
Lautropia,47670,106,639,0.04,0.05,110,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,6,5.45,15.143,0.066
Kiloniellaceae.U.genus,597359,159,513,0.06,0.04,110,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,10,9.09,14.455,0.069
Flagellimonas,444459,8,19,0.0,0.0,109,58,0.0,0.06,0,0,58,0,58,matched,Bacteria,80,73.39,0.138,7.25
Thermodesulfobacteriaceae.U.genus,188711,37,136,0.01,0.01,109,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,13,11.93,1.682,0.595
Methylorubrum,2282523,14,216,0.0,0.02,108,19,0.0,0.02,0,0,19,0,19,matched,Bacteria,100,92.59,0.737,1.357
Pseudooceanicola,1679449,20,39,0.01,0.0,108,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,32,29.63,0.909,1.1
Ardenticatenales.U.genus,1382929,553,1552,0.19,0.12,108,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,1.85,92.167,0.011
Roseivirga,290180,15,90,0.01,0.01,108,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,25,23.15,0.714,1.4
Trichococcus,82802,30,231,0.01,0.02,108,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,20,18.52,2.143,0.467
Dokdonella,323413,64,239,0.02,0.02,107,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,9,8.41,8.0,0.125
Ochrobactrum,528,99,783,0.03,0.06,107,84,0.0,0.08,0,0,84,0,84,matched,Bacteria,94,87.85,1.179,0.848
Fructilactobacillus,2767881,4,4,0.0,0.0,106,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,105,99.06,0.333,3.0
Marinobacterium,48075,74,364,0.03,0.03,106,45,0.0,0.04,0,0,45,0,45,matched,Bacteria,48,45.28,1.644,0.608
Sulfurospirillum,57665,94,540,0.03,0.04,105,30,0.0,0.03,0,0,30,0,30,matched,Bacteria,24,22.86,3.133,0.319
Sulfobacillus,28033,45,92,0.02,0.01,105,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,14,13.33,6.429,0.156
Planktothrix,54304,21,207,0.01,0.02,105,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,62,59.05,1.167,0.857
Chthoniobacter,295577,328,1537,0.11,0.12,105,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,1.9,82.0,0.012
Cardiobacteriaceae.U.genus,868,100,285,0.03,0.02,105,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,24,22.86,7.143,0.14
Lachnoanaerobaculum,1164882,25,104,0.01,0.01,105,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,14,13.33,2.273,0.44
Tepidisphaeraceae.U.genus,1771355,28,99,0.01,0.01,105,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,1,0.95,5.6,0.179
Halothiobacillaceae.U.genus,255526,23,59,0.01,0.0,104,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,7,6.73,1.045,0.957
Flavisolibacter,398041,137,421,0.05,0.03,104,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,6.73,19.571,0.051
Methylomonas,416,43,402,0.01,0.03,103,43,0.0,0.04,0,0,43,0,43,matched,Bacteria,55,53.4,1.0,1.0
Oxalobacter,846,14,55,0.0,0.0,103,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,23,22.33,1.75,0.571
Haloarcula,2237,48,276,0.02,0.02,102,61,0.0,0.06,0,0,61,0,61,matched,Archaea,98,96.08,0.787,1.271
Castellaniella,359336,24,41,0.01,0.0,102,19,0.0,0.02,0,0,19,0,19,matched,Bacteria,48,47.06,1.263,0.792
Arcanobacterium,28263,11,41,0.0,0.0,102,15,0.0,0.01,0,0,15,0,15,matched,Bacteria,78,76.47,0.733,1.364
Caldisericales.U.genus,693072,62,532,0.02,0.04,102,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,2,1.96,7.75,0.129
Saccharopolyspora,1835,38,104,0.01,0.01,102,61,0.0,0.06,0,0,61,0,61,matched,Bacteria,96,94.12,0.623,1.605
Oscillatoriaceae.U.genus,1892254,6,13,0.0,0.0,102,68,0.0,0.07,0,0,68,0,68,matched,Bacteria,39,38.24,0.088,11.333
Halomicroarcula,2237,30,68,0.01,0.01,102,61,0.0,0.06,0,0,61,0,61,matched,Archaea,98,96.08,0.492,2.033
Anoxybacillus,150247,119,853,0.04,0.07,101,39,0.0,0.04,0,0,39,0,39,matched,Bacteria,92,91.09,3.051,0.328
Parvimonas,543311,51,197,0.02,0.02,101,17,0.0,0.02,0,0,17,0,17,matched,Bacteria,47,46.53,3.0,0.333
Borrelia,138,15,92,0.01,0.01,101,25,0.0,0.02,0,0,25,0,25,matched,Bacteria,101,100.0,0.6,1.667
Pluralibacter,1330546,5,5,0.0,0.0,100,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,91,91.0,0.714,1.4
Ferrimicrobium,121038,3,17,0.0,0.0,100,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,3.0,0.75,1.333
Dermacoccaceae.U.genus,145357,4,7,0.0,0.0,100,57,0.0,0.06,0,0,57,0,57,matched,Bacteria,79,79.0,0.07,14.25
Vampirovibrionales.U.genus,2211217,91,308,0.03,0.02,100,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,0,0.0,13.0,0.077
Lachnobacterium,140625,3,16,0.0,0.0,100,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,5,5.0,1.0,1.0
Komagataeibacter,1434011,13,185,0.0,0.01,100,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,0,0.0,0.619,1.615
Shinella,323620,17,121,0.01,0.01,99,41,0.0,0.04,0,0,41,0,41,matched,Bacteria,60,60.61,0.415,2.412
Fervidobacterium,2422,28,176,0.01,0.01,98,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,21,21.43,1.75,0.571
Sedimentibacter,190972,167,400,0.06,0.03,97,15,0.0,0.01,0,0,15,0,15,matched,Bacteria,13,13.4,11.133,0.09
Blattabacteriaceae.U.genus,39782,123,382,0.04,0.03,97,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,94,96.91,9.462,0.106
Kordiimonadales.U.genus,362534,35,205,0.01,0.02,97,28,0.0,0.03,0,0,28,0,28,matched,Bacteria,22,22.68,1.25,0.8
Leeuwenhoekiella,283735,4,60,0.0,0.0,97,24,0.0,0.02,0,0,24,0,24,matched,Bacteria,24,24.74,0.167,6.0
Pedosphaera,1032526,32,64,0.01,0.0,97,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,1.03,8.0,0.125
Succiniclasticum,40840,102,258,0.04,0.02,96,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,2.08,34.0,0.029
Wenzhouxiangella,1676142,16,61,0.01,0.0,96,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,12,12.5,1.143,0.875
Dyadobacter,120831,51,351,0.02,0.03,95,58,0.0,0.06,0,0,58,0,58,matched,Bacteria,69,72.63,0.879,1.137
Chthonomonas,1077265,157,499,0.05,0.04,95,22,0.0,0.02,0,0,22,0,22,matched,Bacteria,4,4.21,7.136,0.14
Marmoricola,86795,29,232,0.01,0.02,95,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,6,6.32,3.625,0.276
Blattabacterium,34098,12,54,0.0,0.0,95,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,94,98.95,1.0,1.0
Arsenophonus,637,46,111,0.02,0.01,95,41,0.0,0.04,0,0,41,0,41,matched,Bacteria,24,25.26,1.122,0.891
Candidatus Midichloriaceae.U.genus,1328881,12,71,0.0,0.01,94,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,15,15.96,0.571,1.75
Acidisphaera,50714,32,105,0.01,0.01,94,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,3.19,6.4,0.156
Janibacter,53457,14,82,0.0,0.01,94,34,0.0,0.03,0,0,34,0,34,matched,Bacteria,76,80.85,0.412,2.429
Rubrobacter,42255,211,1322,0.07,0.1,94,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,14,14.89,17.583,0.057
Sorangium,39643,33,184,0.01,0.01,93,69,0.0,0.07,0,0,69,0,69,matched,Bacteria,81,87.1,0.478,2.091
Piscirickettsia,1237,5,135,0.0,0.01,93,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,93,100.0,2.5,0.4
Porticoccus,1123967,36,214,0.01,0.02,93,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,11,11.83,5.143,0.194
Planctomyces,118,19,54,0.01,0.0,93,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,4,4.3,3.167,0.316
Demequinaceae.U.genus,1042322,4,21,0.0,0.0,93,43,0.0,0.04,0,0,43,0,43,matched,Bacteria,50,53.76,0.093,10.75
Marinifilaceae.U.genus,1573805,115,384,0.04,0.03,92,30,0.0,0.03,0,0,30,0,30,matched,Bacteria,30,32.61,3.833,0.261
Sellimonas,1769710,26,90,0.01,0.01,92,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,27,29.35,4.333,0.231
Rhodothermaceae.U.genus,563843,221,916,0.08,0.07,92,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,13,14.13,17.0,0.059
Corallococcus,83461,9,222,0.0,0.02,92,44,0.0,0.04,0,0,44,0,44,matched,Bacteria,69,75.0,0.205,4.889
Neorhizobium,1525371,7,52,0.0,0.0,92,48,0.0,0.05,0,0,48,0,48,matched,Bacteria,79,85.87,0.146,6.857
Thermoflexus,1495649,74,371,0.03,0.03,92,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,1,1.09,12.333,0.081
Sandaracinaceae.U.genus,1055686,282,1172,0.1,0.09,91,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,2.2,47.0,0.021
Pyrobaculum,2276,44,191,0.02,0.01,91,12,0.0,0.01,0,0,12,0,12,matched,Archaea,12,13.19,3.667,0.273
Frankia,1854,29,111,0.01,0.01,91,66,0.0,0.06,0,0,66,0,66,matched,Bacteria,86,94.51,0.439,2.276
Desulfohalobiaceae.U.genus,213117,1,1,0.0,0.0,91,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,3,3.3,0.125,8.0
Cycloclasticus,34067,12,89,0.0,0.01,90,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,6,6.67,0.857,1.167
Saccharospirillaceae.U.genus,255527,35,105,0.01,0.01,90,27,0.0,0.03,0,0,27,0,27,matched,Bacteria,25,27.78,1.296,0.771
Gemmobacter,204456,31,132,0.01,0.01,90,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,21,23.33,1.938,0.516
Pseudohongiella,1524249,217,1682,0.08,0.13,90,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,7.78,31.0,0.032
Pontibacter,323449,83,209,0.03,0.02,90,63,0.0,0.06,0,0,63,0,63,matched,Bacteria,74,82.22,1.317,0.759
Caldimonas,196013,4,9,0.0,0.0,89,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,15,16.85,0.364,2.75
Acidiferrobacter,986106,1,8,0.0,0.0,89,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,3.37,0.25,4.0
Schlegelella,196013,7,28,0.0,0.0,89,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,15,16.85,0.636,1.571
Geodermatophilus,1860,35,180,0.01,0.01,89,71,0.0,0.07,0,0,71,0,71,matched,Bacteria,81,91.01,0.493,2.029
Defluviitaleaceae.U.genus,1185407,109,323,0.04,0.03,89,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,4.49,21.8,0.046
Dehalococcoides,61434,21,97,0.01,0.01,88,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,44,50.0,1.75,0.571
Limnobacter,131079,114,751,0.04,0.06,88,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,11,12.5,5.429,0.184
Henriciella,453849,4,34,0.0,0.0,88,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,12,13.64,0.4,2.5
Ekhidna,447678,29,59,0.01,0.0,88,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,3.41,5.8,0.172
Cloacibacillus,508459,10,42,0.0,0.0,87,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,12,13.79,1.667,0.6
Kangiellaceae.U.genus,1920240,8,42,0.0,0.0,87,19,0.0,0.02,0,0,19,0,19,matched,Bacteria,16,18.39,0.421,2.375
Puia,2045098,121,777,0.04,0.06,87,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,2.3,30.25,0.033
Afipia,1033,29,310,0.01,0.02,87,28,0.0,0.03,0,0,28,0,28,matched,Bacteria,31,35.63,1.036,0.966
Flexilinea,1769713,34,167,0.01,0.01,87,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,1.15,17.0,0.059
Anaeromyxobacter,161492,170,951,0.06,0.07,87,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,16,18.39,9.444,0.106
Nitrosarchaeum,1007082,23,261,0.01,0.02,87,5,0.0,0.0,0,0,5,0,5,matched,Archaea,10,11.49,4.6,0.217
Longimicrobiaceae.U.genus,1804993,278,669,0.1,0.05,86,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,3.49,92.667,0.011
Acidocella,50709,23,180,0.01,0.01,86,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,11,12.79,1.438,0.696
Oligoflexales.U.genus,1553901,7,26,0.0,0.0,85,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,5,5.88,0.778,1.286
Microbispora,2005,12,67,0.0,0.01,85,41,0.0,0.04,0,0,41,0,41,matched,Bacteria,84,98.82,0.293,3.417
Mobiluncus,2050,4,50,0.0,0.0,85,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,54,63.53,0.571,1.75
Rhodopirellula,265488,283,934,0.1,0.07,85,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,24,28.24,15.722,0.064
Albidovulum,205889,31,86,0.01,0.01,84,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,13,15.48,1.938,0.516
Thermodesulfovibrio,28261,49,250,0.02,0.02,84,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,13,15.48,3.5,0.286
Negativibacillus,1980693,40,143,0.01,0.01,84,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,1.19,10.0,0.1
Ardenticatenaceae.U.genus,1382930,55,102,0.02,0.01,84,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,2.38,13.75,0.073
Duganella,75654,26,219,0.01,0.02,84,60,0.0,0.06,0,0,60,0,60,matched,Bacteria,65,77.38,0.433,2.308
Zoogloea,349,62,267,0.02,0.02,84,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,8,9.52,7.75,0.129
Defluviimonas,205889,29,107,0.01,0.01,84,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,13,15.48,1.812,0.552
Holosporaceae.U.genus,44746,197,856,0.07,0.07,84,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,16,19.05,10.944,0.091
Cobetia,204286,19,95,0.01,0.01,84,35,0.0,0.03,0,0,35,0,35,matched,Bacteria,60,71.43,0.543,1.842
Methylocella,120652,9,45,0.0,0.0,83,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,7,8.43,1.8,0.556
Pyrodictiaceae.U.genus,2307,14,31,0.0,0.0,83,11,0.0,0.01,0,0,11,0,11,matched,Archaea,7,8.43,1.273,0.786
Sulfolobus,2284,13,47,0.0,0.0,83,21,0.0,0.02,0,0,21,0,21,matched,Archaea,77,92.77,0.619,1.615
Thiothrix,1030,113,315,0.04,0.02,82,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,16,19.51,5.381,0.186
Halanaerobium,2330,85,454,0.03,0.04,82,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,31,37.8,5.312,0.188
Abiotrophia,46123,21,83,0.01,0.01,82,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,7.32,5.25,0.19
Asaia,91914,5,12,0.0,0.0,82,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,41,50.0,0.312,3.2
Longicatena,1918536,1,1,0.0,0.0,82,17,0.0,0.02,0,0,17,0,17,matched,Bacteria,35,42.68,0.059,17.0
Woeseia,1738655,248,1483,0.09,0.12,81,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,1.23,82.667,0.012
Candidatus Nitrosotalea,1078904,1,13,0.0,0.0,81,7,0.0,0.01,0,0,7,0,7,matched,Archaea,6,7.41,0.143,7.0
Desulfobacula,28222,18,83,0.01,0.01,80,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,3,3.75,2.0,0.5
Haloferax,2251,37,131,0.01,0.01,80,49,0.0,0.05,0,0,49,0,49,matched,Archaea,80,100.0,0.755,1.324
Isoptericola,254250,23,75,0.01,0.01,80,47,0.0,0.05,0,0,47,0,47,matched,Bacteria,60,75.0,0.489,2.043
Marinovum,367771,7,38,0.0,0.0,79,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,13,16.46,0.636,1.571
Undibacterium,401469,65,328,0.02,0.03,79,51,0.0,0.05,0,0,51,0,51,matched,Bacteria,51,64.56,1.275,0.785
Cardiobacterium,2717,54,252,0.02,0.02,79,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,13,16.46,9.0,0.111
Myxococcus,32,20,75,0.01,0.01,78,43,0.0,0.04,0,0,43,0,43,matched,Bacteria,74,94.87,0.465,2.15
Nesterenkonia,57494,27,81,0.01,0.01,78,48,0.0,0.05,0,0,48,0,48,matched,Bacteria,64,82.05,0.562,1.778
Pseudidiomarina,2800384,9,44,0.0,0.0,78,28,0.0,0.03,0,0,28,0,28,matched,Bacteria,59,75.64,0.321,3.111
Niabella,379899,36,158,0.01,0.01,78,23,0.0,0.02,0,0,23,0,23,matched,Bacteria,23,29.49,1.565,0.639
Thalassobaculaceae.U.genus,2844864,1,2,0.0,0.0,77,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,8,10.39,0.071,14.0
Phyllobacterium,28100,35,141,0.01,0.01,77,46,0.0,0.04,0,0,46,0,46,matched,Bacteria,59,76.62,0.761,1.314
Anaplasma,768,16,74,0.01,0.01,77,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,67,87.01,1.6,0.625
Sarcina,1266,47,182,0.02,0.01,77,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,10,12.99,9.4,0.106
Maricaulis,74317,17,100,0.01,0.01,77,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,11,14.29,1.545,0.647
Salinisphaerales.U.genus,742030,24,45,0.01,0.0,76,29,0.0,0.03,0,0,29,0,29,matched,Bacteria,27,35.53,0.828,1.208
Algibacter,261827,33,88,0.01,0.01,76,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,45,59.21,1.571,0.636
Nautiliaceae.U.genus,224467,19,40,0.01,0.0,76,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,15,19.74,1.188,0.842
Varibaculum,184869,9,48,0.0,0.0,76,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,12,15.79,1.286,0.778
Arenitalea,261827,1,2,0.0,0.0,76,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,45,59.21,0.048,21.0
Thermofilum,2268,41,181,0.01,0.01,76,8,0.0,0.01,0,0,8,0,8,matched,Archaea,4,5.26,5.125,0.195
Methanosphaera,2316,104,281,0.04,0.02,76,16,0.0,0.02,0,0,16,0,16,matched,Archaea,10,13.16,6.5,0.154
Alicyclobacillus,29330,63,229,0.02,0.02,76,31,0.0,0.03,0,0,31,0,31,matched,Bacteria,62,81.58,2.032,0.492
Methanomassiliicoccus,1080709,9,79,0.0,0.01,75,21,0.0,0.02,0,0,21,0,21,matched,Archaea,20,26.67,0.429,2.333
Thermosynechococcaceae.U.genus,2881378,3,3,0.0,0.0,75,52,0.0,0.05,0,0,52,0,52,matched,Bacteria,41,54.67,0.058,17.333
Pelistega,106146,3,13,0.0,0.0,75,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,8,10.67,0.429,2.333
Chloroflexus,1107,22,137,0.01,0.01,75,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,6,8.0,2.75,0.364
