Genus,GTDB_Domain,NCBI_Domain,Database_Presence,Match_Status,Anchor_Type,GTDB_Genome_Count,GTDB_Species_Count,NCBI_Genome_Count,NCBI_Species_Count
Euzebya,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,19,4
Euzebyella,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,5,2
Evansella,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,12,10
Evtepia,Bacteria,Bacteria,Both,Match,Direct_Name,190,1,144,5
Ewingella,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,16,4
Exiguobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,248,2,377,207
Exilibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,4,2
Exilispira,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,11,1
Extensimonas,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,5,3
Extibacter,Bacteria,Bacteria,Both,Match,Direct_Name,21,1,6,2
Ezakiella,Bacteria,Bacteria,Both,Match,Direct_Name,27,1,22,5
Facilibium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Facklamia,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,30,9
Faecalibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,174,1,150,9
Faecalibacter,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,6,5
Faecalibacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,858,1,2009,77
Faecalibaculum,Bacteria,Bacteria,Both,Match,Direct_Name,437,1,523,2
Faecalicatena,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,8,1,67,10
Faecalicoccus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,46,1,53,5
Faecalimicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,2,1
Faecalimonas,Bacteria,Bacteria,Both,Match,Direct_Name,143,1,89,3
Faecalitalea,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,34,1,67,14
Faecousia,Bacteria,Bacteria,Both,Match,Direct_Name,801,1,342,10
Falcatimonas,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,2,2
Falseniella,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,3,1
Falsibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Falsihalocynthiibacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,6,5
Falsirhodobacter,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,7,7
Falsiroseomonas,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,17,11
Falsiruegeria,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,2
Fangia,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,1
Fannyhessea,Bacteria,Bacteria,Both,Match,Direct_Name,46,1,26,1
Fastidiosibacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Fastidiosipila,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,18,3
Faunimonas,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,1,1
Feifania,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Fenollaria,Bacteria,Bacteria,Both,Match,Direct_Name,26,1,13,5
Ferranicluibacter,Bacteria,Bacteria,Both,Match,Direct_Name,18,1,1,1
Ferrimicrobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,79,1,94,4
Ferrimonas,Bacteria,Bacteria,Both,Match,Direct_Name,24,1,28,15
Ferriphaselus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,2
Ferrithrix,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,21,1,68,3
Ferroacidibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,6,1
Ferroglobus,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,7,2
Ferroplasma,Archaea,Archaea,Both,Match,Direct_Name,105,1,64,4
Ferrovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,33,5
Ferrovum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,108,1,207,8
Ferruginibacter,Bacteria,Bacteria,Both,Match,Direct_Name,240,1,347,7
Ferruginivarius,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Fertoeibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Fervidibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Fervidicella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Fervidicoccus,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,7,2
Fervidicola,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Fervidobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,32,2,72,16
Fibrella,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,14,10
Fibrisoma,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Fibrobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,214,1,335,53
Fictibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,43,3,57,31
Filifactor,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,41,4
Filimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,8,4
Filobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Filomicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,17,4
Fimbriiglobus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,37,3
Fimbriimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,50,1,30,3
Finegoldia,Bacteria,Bacteria,Both,Match,Direct_Name,61,1,148,9
Fischerella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,41,1,58,12
Flagellatimonas,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,1,1
Flagellimonas,Bacteria,Bacteria,Both,Match,Direct_Name,137,1,90,53
Flammeovirga,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,15,11
Flavicella,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,11,3
Flaviflexus,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,10,6
Flavihumibacter,Bacteria,Bacteria,Both,Match,Direct_Name,19,1,40,15
Flavilitoribacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,4,2
Flavimaribacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,1,1
Flavimaricola,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,6,2
Flavimobilis,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,6,4
Flaviramulus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,16,6
Flavisolibacter,Bacteria,Bacteria,Both,Match,Direct_Name,21,2,61,7
Flavitalea,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,21,3
Flavivirga,Bacteria,Bacteria,Both,Match,Direct_Name,18,1,13,10
Flavobacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1491,1,2064,593
Flavonifractor,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,184,1,378,27
Flectobacillus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,11,1,12,6
Flexibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Flexilinea,Bacteria,Bacteria,Both,Match,Direct_Name,24,1,86,2
Flexistipes,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,6,2
Flexithrix,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Flexivirga,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,8,7
Floccifex,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,4,2
Flocculibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Floricoccus,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,3,2
Fluviibacter,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,13,2
Fluviicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,2
Fluviicola,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,29,1,61,9
Fodinibius,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,25,12
Fodinicola,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,2
Fodinicurvata,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,6,4
Fodinisporobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,1,1,1,1
Foetidibacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Fonticella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Fontimonas,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,6,3
Fontisphaera,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Formicincola,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Formivibrio,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,2
Formosa,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,10,1,52,14
Formosimonas,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,5,2
Fortiea,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,4,3
Francisella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1095,2,1322,34
Franconibacter,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,21,5
Frankia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,40,1,86,64
Franzmannia,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,2,2
Frateuria,Bacteria,Bacteria,Both,Match,Direct_Name,9,3,16,9
Frederiksenia,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,1
Fredinandcohnia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,14,1,13,9
Fretibacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,46,4
Friedmanniella,Bacteria,Bacteria,Both,Match,Direct_Name,7,2,13,3
Frigidibacter,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,16,10
Frigoribacterium,Bacteria,Bacteria,Both,Match,Direct_Name,44,1,63,49
Frigoriflavimonas,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,1
Frischella,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,17,3
Frisingicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,56,1,29,2
Frondihabitans,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,13,13
Fructilactobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,73,1,97,11
Fructobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,28,1,49,16
Fuchsiella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Fuerstiella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,14,1,25,2
Fulvimarina,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,9,7
Fulvimonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,4
Fulvivirga,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,34,14
Fumia,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,4,3
Fundicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,2
Fundidesulfovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,7,6
Furfurilactobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,31,1,34,7
Fuscibacter,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,1,1
Fuscovulum,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,3
Fusibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,19,3,17,9
Fusicatenibacter,Bacteria,Bacteria,Both,Match,Direct_Name,211,1,459,9
Fusobacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,472,4,944,67
Futiania,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Gabonibacter,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,3,3
Gaetbulibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,14,11
Gaiella,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,41,4
Galactobacter,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,6,3
Galbibacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,2,15,9
Galbitalea,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,14,3
Gallaecimonas,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,9,6
Gallalistipes,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,1,1
Gallibacter,Bacteria,Bacteria,Both,Match,Direct_Name,18,1,2,2
Gallibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,51,1,129,9
Gallicola,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,2
Gallintestinimicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,93,1,39,2
Gallionella,Bacteria,Bacteria,Both,Match,Direct_Name,181,1,154,9
Galliscardovia,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,2,1
Gandjariella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Gaoshiqia,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Garciella,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,5,2
Gehongia,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Geitlerinema,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,11,10
Gelidibacter,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,28,12
Gellertiella,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,4,2
Gemella,Bacteria,Bacteria,Both,Match,Direct_Name,72,1,124,22
Geminicoccus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,13,5
Geminisphaera,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,2,2
Geminocystis,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,9,1,11,6
Gemmata,Bacteria,Bacteria,Both,Match,Direct_Name,30,1,25,7
Gemmatimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,65,1,181,13
Gemmatirosa,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,6,2
Gemmiger,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,545,2,916,20
Gemmobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,49,4,72,16
Geoalkalibacter,Bacteria,Bacteria,Both,Match,Direct_Name,7,2,8,4
Geoanaerobacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,3,2
Geobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,120,1,187,63
Geobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,31,1,132,35
Geodermatophilus,Bacteria,Bacteria,Both,Match,Direct_Name,32,1,43,29
Geofilum,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,2,2
Geoglobus,Archaea,Archaea,Both,Match,Direct_Name,12,1,19,5
Geomesophilobacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Geomicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,7,2,7,7
Geomobilimonas,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,2,2
Geomonas,Bacteria,Bacteria,Both,Match,Direct_Name,29,1,26,20
Geopsychrobacter,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,7,3
Georgenia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,14,2,50,31
Georgfuchsia,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,2
Georhizobium,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,2,2
Geosporobacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,3
Geotalea,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,4
Geothermobacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,2,6,3
Geothrix,Bacteria,Bacteria,Both,Match,Direct_Name,180,1,47,21
Geotoga,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,2
Geovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,5,3
Gephyromycinifex,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Ghiorsea,Bacteria,Bacteria,Both,Match,Direct_Name,19,1,32,2
Gibbsiella,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,10,3
Gilliamella,Bacteria,Bacteria,Both,Match,Direct_Name,265,1,295,154
Gillisia,Bacteria,Bacteria,Both,Match,Direct_Name,19,1,40,14
Gilvibacter,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,28,3
Gilvimarinus,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,15,11
Gimesia,Bacteria,Bacteria,Both,Match,Direct_Name,34,1,48,10
Gimibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Glaciecola,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,140,20
Glacieibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,2
Glaciihabitans,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,15,7
Glaciimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,6,1,13,8
Glaesserella,Bacteria,Bacteria,Both,Match,Direct_Name,248,1,995,4
Gleimia,Bacteria,Bacteria,Both,Match,Direct_Name,31,1,11,6
Globicatella,Bacteria,Bacteria,Both,Match,Direct_Name,22,1,12,4
Gloeobacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,3,3
Gloeocapsa,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,7,6
Gloeocapsopsis,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,8,3
Gloeomargarita,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,26,26
Gloeothece,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Gloeotrichia,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,5,1
Gluconacetobacter,Bacteria,Bacteria,Both,Match,Direct_Name,24,1,43,15
Gluconobacter,Bacteria,Bacteria,Both,Match,Direct_Name,136,4,192,41
Glutamicibacter,Bacteria,Bacteria,Both,Match,Direct_Name,66,1,106,39
Glycocaulis,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,8,5
Glycomyces,Bacteria,Bacteria,Both,Match,Direct_Name,28,1,50,36
Goekera,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,5,1
Goleter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Gomphosphaeria,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Goodfellowiella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Gordonia,Bacteria,Bacteria,Both,Match,Direct_Name,227,2,313,133
Gordonibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,56,1,116,14
Gorillibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,6,4
Gottfriedia,Bacteria,Bacteria,Both,Match,Direct_Name,23,1,21,9
Gottschalkia,Bacteria,Bacteria,Both,Match,Direct_Name,2,2,2,2
Govania,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Gracilibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,28,1,32,26
Gracilibacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,6,5
Gracilimonas,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,26,9
Gracilinema,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,3,1
Granulibacter,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,10,1
Granulicatella,Bacteria,Bacteria,Both,Match,Direct_Name,57,1,111,19
Granulicella,Bacteria,Bacteria,Both,Match,Direct_Name,74,4,127,23
Granulicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,6,2
Granulimonas,Bacteria,Bacteria,Both,Match,Direct_Name,175,1,2,1
Granulosicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,23,1,47,3
Gryllotalpicola,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,9,7
Gudongella,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,16,5
Gulbenkiania,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,2
Gulosibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,22,1,35,12
Guopingia,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,1,1
Guyparkeria,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,32,12
Gymnodinialimonas,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,6,6
Gynuella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,2,2
Gynurincola,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Haematobacter,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,12,5
Haematomicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,1
Haematospirillum,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,15,5
Haemophilus,Bacteria,Bacteria,Both,Match,Direct_Name,1257,5,2465,41
Hafnia,Bacteria,Bacteria,Both,Match,Direct_Name,115,1,158,7
Hahella,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,10,9
Haladaptatus,Archaea,Archaea,Both,Match,Direct_Name,17,1,29,25
Halalkaliarchaeum,Archaea,Archaea,Both,Match,Direct_Name,2,1,3,3
Halalkalibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,2,2,2,2
Halalkalibacter,Bacteria,Bacteria,Both,Match,Direct_Name,20,2,26,16
Halalkalibaculum,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,4,4
Halalkalicoccus,Archaea,Archaea,Both,Match,Direct_Name,7,1,15,10
Halalkalirubrum,Archaea,Archaea,Both,Match,Direct_Name,2,1,1,1
Halanaeroarchaeum,Archaea,Archaea,Both,Match,Direct_Name,3,1,13,3
Halanaerobacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Halanaerobium,Bacteria,Bacteria,Both,Match,Direct_Name,34,1,72,16
Halapricum,Archaea,Archaea,Both,Match,Direct_Name,9,1,15,5
Halarchaeum,Archaea,Archaea,Both,Match,Direct_Name,8,1,10,8
Halarcobacter,Bacteria,Bacteria,Both,Match,Direct_Name,22,1,34,5
Halarsenatibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Halegenticoccus,Archaea,Archaea,Both,Match,Direct_Name,3,1,2,2
Haliangium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,11,4
Haliea,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,26,1,53,7
Halioglobus,Bacteria,Bacteria,Both,Match,Direct_Name,79,2,111,7
Haliovirga,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Haliscomenobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,50,3
Hallerella,Bacteria,Bacteria,Both,Match,Direct_Name,36,1,53,3
Haloactinopolyspora,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,3,2
Haloactinospora,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Haloarchaeobius,Archaea,Archaea,Both,Match,Direct_Name,6,1,10,6
Haloarcula,Archaea,Archaea,Both,Match,Direct_Name,68,1,96,64
Halobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,56,2,67,41
Halobacteriovorax,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,21,2,63,44
Halobacterium,Archaea,Archaea,Both,Match,Direct_Name,47,1,70,21
Halobacteroides,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Halobaculum,Archaea,Archaea,Both,Match,Direct_Name,18,1,24,16
Halobellus,Archaea,Archaea,Both,Match,Direct_Name,15,1,36,19
Halobiforma,Archaea,Archaea,Both,Match,Direct_Name,4,1,1,1
Halobium,Archaea,Archaea,Both,Match,Direct_Name,1,1,4,2
Halocalculus,Archaea,Archaea,Both,Match,Direct_Name,1,1,1,1
Halocatena,Archaea,Archaea,Both,Match,Direct_Name,12,1,8,3
Halococcoides,Archaea,Archaea,Both,Match,Direct_Name,1,1,3,2
Halococcus,Archaea,Archaea,Both,Match,Direct_Name,20,1,15,13
Halocynthiibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,13,8
Halodesulfovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,14,5
Halodesulfurarchaeum,Archaea,Archaea,Both,Match,Direct_Name,3,1,22,3
Haloechinothrix,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,7,5
Haloferax,Archaea,Archaea,Both,Match,Direct_Name,60,1,76,48
Haloferula,Bacteria,Bacteria,Both,Match,Direct_Name,25,1,23,9
Halofilum,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,10,2
Halogeometricum,Archaea,Archaea,Both,Match,Direct_Name,9,1,13,8
Haloglomus,Archaea,Archaea,Both,Match,Direct_Name,5,1,6,5
Haloglycomyces,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Halogranum,Archaea,Archaea,Both,Match,Direct_Name,4,1,4,3
Halohasta,Archaea,Archaea,Both,Match,Direct_Name,7,1,8,4
Haloimpatiens,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,4
Halolactibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,8,4
Halolamina,Archaea,Archaea,Both,Match,Direct_Name,9,1,24,9
Halomarina,Archaea,Archaea,Both,Match,Direct_Name,8,1,12,7
Halomarinibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,1,1
Halomicrobium,Archaea,Archaea,Both,Match,Direct_Name,14,1,13,9
Halomicronema,Bacteria,Bacteria,Both,Match,Direct_Name,7,2,8,4
Halomonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,137,1,537,272
Halonatronomonas,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,1,1
Halonatronum,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Halonotius,Archaea,Archaea,Both,Match,Direct_Name,6,1,9,9
Haloparvum,Archaea,Archaea,Both,Match,Direct_Name,1,1,2,2
Halopelagius,Archaea,Archaea,Both,Match,Direct_Name,3,1,5,3
Halopenitus,Archaea,Archaea,Both,Match,Direct_Name,6,1,9,6
Halopiger,Archaea,Archaea,Both,Match,Direct_Name,4,3,4,4
