Genus,GTDB_Domain,NCBI_Domain,Database_Presence,Match_Status,Anchor_Type,GTDB_Genome_Count,GTDB_Species_Count,NCBI_Genome_Count,NCBI_Species_Count
Nitrococcus,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,2
Nitrogeniibacter,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,4,3
Nitrolancea,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,8,2
Nitrosarchaeum,Archaea,Archaea,Both,Match,Direct_Name,47,2,81,5
Nitrosococcus,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,9,4
Nitrosomonas,Bacteria,Bacteria,Both,Match,Direct_Name,193,1,306,38
Nitrosophilus,Bacteria,Bacteria,Both,Match,Direct_Name,6,2,4,4
Nitrosopumilus,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,288,1,537,38
Nitrososphaera,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,41,1,156,13
Nitrosospira,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,35,1,108,18
Nitrosotalea,Archaea,Archaea,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,58,1,61,8
Nitrosovibrio,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,21,1,24,4
Nitrospina,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,115,9
Nitrospira,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,242,4,627,65
Nitrospirillum,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,15,7
Niveibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,13,7
Niveispirillum,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,11,8
Nocardia,Bacteria,Bacteria,Both,Match,Direct_Name,484,1,813,321
Nocardioides,Bacteria,Bacteria,Both,Match,Direct_Name,371,4,667,307
Nocardiopsis,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,86,5,176,97
Nodosilinea,Bacteria,Bacteria,Both,Match,Direct_Name,42,1,32,18
Nodularia,Bacteria,Bacteria,Both,Match,Direct_Name,31,1,55,10
Nonlabens,Bacteria,Bacteria,Both,Match,Direct_Name,39,1,194,23
Nonomuraea,Bacteria,Bacteria,Both,Match,Direct_Name,71,1,288,186
Nosocomiicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,18,7
Nostoc,Bacteria,Bacteria,Both,Match,Direct_Name,112,2,322,150
Nostocoides,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,5,1,42,10
Notoacmeibacter,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,8,4
Novacetimonas,Bacteria,Bacteria,Both,Match,Direct_Name,32,1,27,5
Novibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,1
Noviherbaspirillum,Bacteria,Bacteria,Both,Match,Direct_Name,27,2,53,23
Novimethylophilus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,3,2
Novipirellula,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,10,9
Novispirillum,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Novisyntrophococcus,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,1,1
Novosphingobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,333,1,618,173
Novosphingopyxis,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,7,4
Numidum,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Occallatibacter,Bacteria,Bacteria,Both,Match,Direct_Name,205,1,2,2
Occidentia,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Occultella,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,6,4
Oceanibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Oceanibaculum,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,11,4
Oceanicaulis,Bacteria,Bacteria,Both,Match,Direct_Name,28,1,59,12
Oceanicella,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,2
Oceanicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,13,4
Oceanicola,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,6,1,8,7
Oceanidesulfovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,3
Oceaniferula,Bacteria,Bacteria,Both,Match,Direct_Name,39,1,10,3
Oceaniglobus,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,5,5
Oceanihabitans,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,10,5
Oceanimonas,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,18,11
Oceanipulchritudo,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,7,2
Oceanirhabdus,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Oceanispirochaeta,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,10,4
Oceanithermus,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,13,3
Oceanivirga,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,4,3
Oceanobacillus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,72,1,110,61
Oceanobacter,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,15,10
Oceanococcus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,28,4
Oceanomicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,4,2
Oceanospirillum,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,20,8
Oceanotoga,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,3
Ochrovirga,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Octadecabacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,24,1,54,12
Oculatella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,3,2
Odoribacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1321,1,1609,21
Oecophyllibacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,1
Oenococcus,Bacteria,Bacteria,Both,Match,Direct_Name,260,1,537,9
Oerskovia,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,34,20
Oharaeibacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,3,1
Ohtaekwangia,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,36,4
Oikeobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Okeania,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,28,25
Okibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Olegusella,Bacteria,Bacteria,Both,Match,Direct_Name,46,1,11,3
Oleiagrimonas,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,9,5
Oleidesulfovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,5,2
Oleiphilus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,2,1,37,30
Oleisolibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Oleispira,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,32,4
Oligella,Bacteria,Bacteria,Both,Match,Direct_Name,28,1,30,6
Oligoflexus,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,12,3
Oligosphaera,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,1,1
Oliverpabstia,Bacteria,Bacteria,Both,Match,Direct_Name,115,1,47,3
Olivibacter,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,15,13
Olleya,Bacteria,Bacteria,Both,Match,Direct_Name,24,1,32,18
Olsenella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,39,6,297,48
Onishia,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,4,2
Opacimonas,Bacteria,Bacteria,Both,Match,Direct_Name,30,1,2,2
Opitutus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,10,1,144,5
Orbus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,6,5
Orenia,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,2
Oribacterium,Bacteria,Bacteria,Both,Match,Direct_Name,97,1,239,21
Oricola,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,19,5
Orientia,Bacteria,Bacteria,Both,Match,Direct_Name,19,1,31,2
Ornatilinea,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,2,2
Ornithinicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,17,2,7,4
Ornithinimicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,16,2,46,26
Ornithobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,20,1,46,2
Orrella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,11,7
Oryzicola,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Oryzihumus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,4,2
Oryzomicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,2
Oryzomonas,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,4,4
Oscillatoria,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,3,1,20,19
Oscillibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,23,1,1279,25
Oscillochloris,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,23,1,37,5
Ostreibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Otariodibacter,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,4,2
Otoolea,Bacteria,Bacteria,Both,Match,Direct_Name,325,1,1,1
Ottowia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,69,1,144,14
Owenweeksia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,17,1,43,4
Oxalicibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,12,5
Oxalobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,64,1,92,8
Oxobacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Oxynema,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,2
Pacificimonas,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,6,4
Pacificispira,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,4,2
Pacificitalea,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,2,1
Paenacidovorax,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,15,3
Paenactinomyces,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,1
Paenalcaligenes,Bacteria,Bacteria,Both,Match,Direct_Name,21,1,27,8
Paenalkalicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Paenibacillus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,2090,916
Paeniglutamicibacter,Bacteria,Bacteria,Both,Match,Direct_Name,18,1,29,15
Paenirhodobacter,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,20,9
Paenisporosarcina,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,30,12
Paenochrobactrum,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,8,6
Pajaroellobacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Palaeococcus,Archaea,Archaea,Both,Match,Direct_Name,5,1,3,3
Palleronia,Bacteria,Bacteria,Both,Match,Direct_Name,17,1,14,12
Paludibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,80,1,160,11
Paludibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,10,2,10,7
Paludibaculum,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,4,3
Paludifilum,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Paludisphaera,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,9,5
Panacagrimonas,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,12,3
Panacibacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,9,3
Pandoraea,Bacteria,Bacteria,Both,Match,Direct_Name,105,1,127,45
Pannonibacter,Bacteria,Bacteria,Both,Match,Direct_Name,21,1,29,12
Pantanalinema,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Pantoea,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,908,2,1320,305
Papillibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,6,3
Parabacteroides,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1728,2,2890,100
Paraburkholderia,Bacteria,Bacteria,Both,Match,Direct_Name,402,1,692,246
Paracandidimonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,3
Parachlamydia,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,9,3
Paracholeplasma,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,9,6
Paracidobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Paracidovorax,Bacteria,Bacteria,Both,Match,Direct_Name,97,1,61,9
Paraclostridium,Bacteria,Bacteria,Both,Match,Direct_Name,127,1,162,12
Paracnuella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Paracoccus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,252,1,377,1
Paraconexibacter,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,7,4
Paracraurococcus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,8,1,12,4
Paracrocinitomix,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,2,2
Paradesulfitobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Paradevosia,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,6,2
Paraeggerthella,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,13,4
Parafannyhessea,Bacteria,Bacteria,Both,Match,Direct_Name,75,1,25,2
Paraferrimonas,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,6,3
Parafilimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,12,1,38,3
Paraflavisolibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Paraflavitalea,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,5
Parafrankia,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,12,11
Parageobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,38,1,44,10
Paraglaciecola,Bacteria,Bacteria,Both,Match,Direct_Name,47,1,101,20
Parahaliea,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,6,4
Paralcaligenes,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,3
Paraliobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,9,2,13,8
Paraliomyxa,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,1,1
Paralysiella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,1
Paramaledivibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Paramesorhizobium,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,1,1
Paramuribaculum,Bacteria,Bacteria,Both,Match,Direct_Name,3481,1,581,2
Paraneptunicella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,5,2
Paraoerskovia,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,2
Parapedobacter,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,34,17
Paraphotobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,1
Parapontixanthobacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Paraprevotella,Bacteria,Bacteria,Both,Match,Direct_Name,182,1,254,6
Parapusillimonas,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,2
Pararcticibacter,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,3,2
Pararhizobium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,49,2,24,15
Pararhodobacter,Bacteria,Bacteria,Both,Match,Direct_Name,34,1,52,7
Pararhodonellum,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Pararhodospirillum,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Pararobbsia,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,3
Pararoseburia,Bacteria,Bacteria,Both,Match,Direct_Name,41,1,1,1
Parasedimentitalea,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,7,5
Parasegetibacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,2
Parashewanella,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,7,5
Parasphaerochaeta,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Parasphingopyxis,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,13,6
Parasphingorhabdus,Bacteria,Bacteria,Both,Match,Direct_Name,49,1,270,8
Parasporobacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,16,3
Parasulfuritortus,Bacteria,Bacteria,Both,Match,Direct_Name,18,1,4,2
Parasutterella,Bacteria,Bacteria,Both,Match,Direct_Name,413,1,561,6
Parasynechococcus,Bacteria,Bacteria,Both,Match,Direct_Name,108,1,18,2
Paratissierella,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Paratractidigestivibacter,Bacteria,Bacteria,Both,Match,Direct_Name,52,1,101,2
Paraurantiacibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Parazoarcus,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,6,1
Paremcibacter,Bacteria,Bacteria,Both,Match,Direct_Name,24,1,5,2
Parenemella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Parerythrobacter,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,7,5
Pareuzebyella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,1
Paroceanicella,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Parolsenella,Bacteria,Bacteria,Both,Match,Direct_Name,68,1,63,4
Parvibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,36,1,53,2
Parvibaculum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,47,1,113,5
Parvibium,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Parvicella,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,4,2
Parvimonas,Bacteria,Bacteria,Both,Match,Direct_Name,47,1,77,17
Parvivirga,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,1,1
Parvularcula,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,9,1,32,12
Pasteurella,Bacteria,Bacteria,Both,Match,Direct_Name,454,1,1936,14
Pasteuria,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,2
Patiriisocius,Bacteria,Bacteria,Both,Match,Direct_Name,42,1,23,6
Patulibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,9,1,17,9
Paucidesulfovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,2
Paucihalobacter,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,2,2
Paucilactobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,15,1,18,8
Paucimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,6,1,11,2
Paucisalibacillus,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,3,2
Pauljensenia,Bacteria,Bacteria,Both,Match,Direct_Name,245,1,36,18
Pectinatus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,16,1,18,6
Pectobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,463,2,709,35
Pediococcus,Bacteria,Bacteria,Both,Match,Direct_Name,470,1,591,16
Pedobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,202,3,356,174
Pedococcus,Bacteria,Bacteria,Both,Match,Direct_Name,18,1,27,10
Pedomonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,3,2
Pedosphaera,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,2,1,97,4
Pelagerythrobacter,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,10,5
Pelagibacterium,Bacteria,Bacteria,Both,Match,Direct_Name,24,1,32,20
Pelagibaculum,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,2,1
Pelagibius,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,15,7
Pelagicoccus,Bacteria,Bacteria,Both,Match,Direct_Name,9,1,12,8
Pelagihabitans,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Pelagimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,13,5
Pelagirhabdus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Pelatocladus,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,2,2
Pelistega,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,8,1,75,7
Pelobium,Bacteria,Bacteria,Both,Match,Direct_Name,26,1,13,2
Pelolinea,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,7,1,35,3
Pelomicrobium,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,4,2
Pelorhabdus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Pelosinus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,13,1,22,9
Pelotalea,Bacteria,Bacteria,Both,Match,Direct_Name,4,1,1,1
Pelotomaculum,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,14,4,41,23
Pelovirga,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,8,2
Penaeicola,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Pengzhenrongella,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,5,4
Peptacetobacter,Bacteria,Bacteria,Both,Match,Direct_Name,23,1,18,5
Peptidiphaga,Bacteria,Bacteria,Both,Match,Direct_Name,14,1,6,2
Peptoanaerobacter,Bacteria,Bacteria,Both,Match,Direct_Name,8,1,10,2
Peptoclostridium,Bacteria,Bacteria,Both,Match,Direct_Name,4,2,7,6
Peptococcus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,9,1,14,4
Peptoniphilus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,117,4,213,42
Peptostreptococcus,Bacteria,Bacteria,Both,Match,Direct_Name,75,1,142,11
Peredibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI,14,1,4,3
Peribacillus,Bacteria,Bacteria,Both,Match,Direct_Name,164,2,280,77
Periweissella,Bacteria,Bacteria,Both,Match,Direct_Name,10,1,10,5
Perlabentimonas,Bacteria,Bacteria,Both,Match,Direct_Name,13,1,4,2
Perlucidibaca,Bacteria,Bacteria,Both,Match,Direct_Name,11,1,10,4
Permianibacter,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,8,3
Persephonella,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,22,1,45,6
Persicimonas,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,6,2
Persicirhabdus,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,1,1
Persicitalea,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,2,1,5,3
Persicobacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,5,5
Peterkaempfera,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,3
Petrachloros,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Petralouisia,Bacteria,Bacteria,Both,Match,Direct_Name,978,1,1,1
Petrimonas,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,44,1,43,5
Petrocella,Bacteria,Bacteria,Both,Match,Direct_Name,6,1,2,2
Petroclostridium,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,3,3
Petrotoga,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,20,1,27,19
Phaeacidiphilus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Phaeobacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,82,2,322,140
Phaeocystidibacter,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,3,2
Phaeodactylibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,14,1,38,4
Phaeovibrio,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Phaeovulum,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,12,4
Phascolarctobacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,283,2,766,10
Phaseolibacter,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Phenylobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,246,1,320,32
Philodulcilactobacillus,Bacteria,Bacteria,Both,Match,Direct_Name,1,1,1,1
Phnomibacter,Bacteria,Bacteria,Both,Match,Direct_Name,12,1,9,3
Phocaeicola,Bacteria,Bacteria,Both,Match,Direct_Name,2181,2,3414,39
Phocoenobacter,Bacteria,Bacteria,Both,Match,Direct_Name,90,1,2,1
Phoenicibacter,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,11,2
Phorcysia,Bacteria,Bacteria,Both,Match,Direct_Name,2,1,1,1
Phormidesmis,Bacteria,Bacteria,Both,Match,Direct_Name,13,2,20,8
Phosphitispora,Bacteria,Bacteria,Both,Match,Direct_Name,3,1,2,2
Photobacterium,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,354,1,495,74
Photorhabdus,Bacteria,Bacteria,Both,Match,Direct_Name,93,1,181,45
Phototrophicus,Bacteria,Bacteria,Both,Match,Direct_Name,5,1,1,1
Phragmitibacter,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,1,1,4,2
Phreatobacter,Bacteria,Bacteria,Both,Match,Direct_Name,16,1,13,6
Phycicoccus,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,26,2,57,21
Phycisphaera,Bacteria,Bacteria,Both,Match,Accession_Mapped_GTDB_to_NCBI+Direct_Name,4,1,53,7
Phyllobacterium,Bacteria,Bacteria,Both,Match,Direct_Name,79,1,63,38
Phytoactinopolyspora,Bacteria,Bacteria,Both,Match,Direct_Name,7,1,6,6
