family,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Chimaeridae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kinosternidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Marantaceae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Atyidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Harrimaniidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Harpacticidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dryopteridaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dictyotaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Limidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Linderniaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dermochelyidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Leptosomidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Casuariidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chaetocerotaceae,0,0,0.0,0.0,3,3,2,0.01,0.01,66.67,,,0,0,0,ncbi_only,Eukaryota,0.0
Cryptomonadaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Coelogynoporidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cladonematidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cisticolidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Opisthocomidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nepenthaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Posidoniaceae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nephtyidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaerulariidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Porphyridiaceae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pollicipedidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Podocnemididae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Crocodylidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kriegeriaceae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Echinidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Irenidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Brachytheciaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bourletiellidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Beroidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dysideidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhabdonellidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Recurvirostridae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rafflesiaceae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pycnococcaceae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Watanabeaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhizophlyctidaceae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Passifloraceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Paraglomeraceae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dipylidiidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Candelariaceae,0,0,0.0,0.0,3,3,0,0.01,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Campodeidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Buxaceae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Moringaceae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Polyceridae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Psammobiidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Protopteridae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Toxocaridae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phoronidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phoenicopteridae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phakopsoraceae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phaethontidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Struthionidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sittidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Selaginellaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Podargidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pleurobrachiidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pleistophoridae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Platanaceae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Plagiotheciaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pinnidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhipiduridae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhincodontidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Setariidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Simaroubaceae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhynochetidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Solieriaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sigalionidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Terebellidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pandeidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tubulanidae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oxalidaceae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophiactidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Orthotrichaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Picocystaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pelecanidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phylliscaceae,0,0,0.0,0.0,3,3,0,0.01,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scytosiphonaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Taxaceae,0,0,0.0,0.0,3,3,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Myricaceae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Suessiaceae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sacculinidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stegostomatidae,0,0,0.0,0.0,3,1,3,0.01,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Salpingoecidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sabellidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Armadillidiidae,0,0,0.0,0.0,3,2,3,0.01,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ehretiaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euplectellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pristiophoridae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Echinasteridae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Echinarachniidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pristidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ptychoderidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Polyodontidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Erpobdellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pseudokeronopsidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ptilonorhynchidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Escalloniaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hyphochytriaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sanchytriaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ploceidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gigartinaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Plumbaginaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Crambeidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cracidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geotriidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geoplanidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cryptosulidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cotingidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cosmocercidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ctenodiscidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Coriariaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glauconematidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tonicellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arenicolidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Triakidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aponogetonaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trichoniscidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trichoplacidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aphrocallistidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eucommiaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Emeidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Quillajaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pottiaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Porosporidae,0,0,0.0,0.0,2,2,0,0.0,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pyramimonadaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rhinocryptidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dilleniaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dientamoebidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Porcellanidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pontederiaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Formicariidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fucaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dorylaimidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dorididae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Donacidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Saksenaeaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sagittariidae,0,0,0.0,0.0,2,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Erythrobasidiaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Flabelligeridae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hofsteniidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ianthellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nowakowskiellaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lunulariaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Perophoridae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Numididae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neopilinidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hexanchidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neomphalidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Idiosepiidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nyctaginaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Luidiidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hyalellidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Magelonidae,0,0,0.0,0.0,2,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oscarellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophiodermatidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Physodermataceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Physidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mixiaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Monocelididae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Opheliidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Picathartidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Momotidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Piperaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kondoaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hyacinthaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Podospongiidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rostratulidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Rossellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Corallistidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Polemoniaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Convolutidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Polyclinidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Coniocybaceae,0,0,0.0,0.0,2,2,0,0.0,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Condylostomatidae,0,0,0.0,0.0,2,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Polydesmidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ricciaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Coenobitidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Platysteiridae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hormogastridae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cucumariidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Craspedosomatidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Globomycetaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hypnaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Margaritiferidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pavlovaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Marsupiomonadaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Paulowniaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Marteiliidae,0,0,0.0,0.0,2,2,0,0.0,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oncopoduridae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nemertodermatidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mertensiidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nartheciaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sclerodactylidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sycettidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Oweniidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Paradoxosomatidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phasianellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Menuridae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Isoetaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Membraniporidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lobulomycetaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hesionidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Clathrinidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cladochytriaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Circaeasteraceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ascodesmidaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chloranthaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Squillidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Carettochelyidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Candelabridae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
